País,Provincia,Partido,Localidad,Ubicación,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps,combinado
Argentina,BUENOS AIRES,Chivilcoy,Gorostiaga,"Argentina,BUENOS AIRES,Chivilcoy,Gorostiaga",6224030,0,0,0,0,0,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Argentina,BUENOS AIRES,Chivilcoy,La Rica,"Argentina,BUENOS AIRES,Chivilcoy,La Rica",6224040,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,11,0,27,0,8,0,10,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Argentina,BUENOS AIRES,Chivilcoy,Moquehuá,"Argentina,BUENOS AIRES,Chivilcoy,Moquehuá",6224050,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,316,0,0,0,3,0,26,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,931
Argentina,BUENOS AIRES,Chivilcoy,Ramón Biaus,"Argentina,BUENOS AIRES,Chivilcoy,Ramón Biaus",6224060,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,14,0,7,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
Argentina,BUENOS AIRES,Chivilcoy,San Sebastián,"Argentina,BUENOS AIRES,Chivilcoy,San Sebastián",6224070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Argentina,BUENOS AIRES,Colón,Colón,"Argentina,BUENOS AIRES,Colón,Colón",6175010,2414,0,0,0,4,0,0,0,0,0,1328,0,107,0,0,2,959,0,0,0,257,0,8,0,0,0,46,0,0,0,711,0,0,0,4,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10934
Argentina,BUENOS AIRES,Colón,Pearson,"Argentina,BUENOS AIRES,Colón,Pearson",6175030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Argentina,BUENOS AIRES,Colón,Sarasa,"Argentina,BUENOS AIRES,Colón,Sarasa",6175040,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo",6182010,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,14,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co",6182020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico",6182025,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier)",6182030,0,0,6,0,80,1,0,0,0,0,1,0,409,0,0,0,0,0,0,0,185,0,33,0,0,0,0,0,0,0,189,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,14082,0,0,0,0,0,0,0,0,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22291
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar",6182030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),"Argentina,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638)",6182050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
Argentina,BUENOS AIRES,Coronel Dorrego,Balneario Marisol,"Argentina,BUENOS AIRES,Coronel Dorrego,Balneario Marisol",6189020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,25,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
Argentina,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,"Argentina,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego",6189030,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,114,0,13,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1715
Argentina,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),"Argentina,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola)",6189040,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Argentina,BUENOS AIRES,Coronel Dorrego,Oriente,"Argentina,BUENOS AIRES,Coronel Dorrego,Oriente",6189070,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,48,0,530,0,0,0,0,0,0,0,46,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
Argentina,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),"Argentina,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles)",6196010,7,0,0,0,15,0,0,0,0,0,0,0,104,0,0,0,1679,0,0,0,335,0,143,0,0,0,26,0,0,0,380,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715
Argentina,BUENOS AIRES,Coronel Pringles,Indio Rico,"Argentina,BUENOS AIRES,Coronel Pringles,Indio Rico",6196040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Argentina,BUENOS AIRES,Coronel Suárez,Coronel Suárez,"Argentina,BUENOS AIRES,Coronel Suárez,Coronel Suárez",6203020,8,0,0,0,13,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,2283,0,15,0,0,0,0,0,0,0,298,0,0,0,3,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6151
Argentina,BUENOS AIRES,Coronel Suárez,Huanguelén,"Argentina,BUENOS AIRES,Coronel Suárez,Huanguelén",6203050,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,371,0,8,0,0,0,0,0,0,0,134,0,0,0,1384,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166
Argentina,BUENOS AIRES,Coronel Suárez,Pasman,"Argentina,BUENOS AIRES,Coronel Suárez,Pasman",6203060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
Argentina,BUENOS AIRES,Coronel Suárez,San José,"Argentina,BUENOS AIRES,Coronel Suárez,San José",6203070,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,90,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
Argentina,BUENOS AIRES,Coronel Suárez,Santa María,"Argentina,BUENOS AIRES,Coronel Suárez,Santa María",6203080,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,373,0,0,0,54,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
Argentina,BUENOS AIRES,Coronel Suárez,Santa Trinidad,"Argentina,BUENOS AIRES,Coronel Suárez,Santa Trinidad",6203090,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,73,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726
Argentina,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,"Argentina,BUENOS AIRES,Coronel Suárez,Villa La Arcadia",6203100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,6,0,0,0,89,0,0,0,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
Argentina,BUENOS AIRES,Daireaux,Daireaux,"Argentina,BUENOS AIRES,Daireaux,Daireaux",6231030,0,0,0,0,4,0,0,0,0,0,0,0,42,244,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869
Argentina,BUENOS AIRES,Daireaux,Salazar,"Argentina,BUENOS AIRES,Daireaux,Salazar",6231060,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
Argentina,BUENOS AIRES,Dolores,Dolores,"Argentina,BUENOS AIRES,Dolores,Dolores",6238010,4,0,0,0,21,68,0,0,0,0,172,0,339,0,0,53,2600,0,0,0,630,0,794,0,0,0,0,0,0,0,597,0,0,0,672,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,2615,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,935,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12605
Argentina,BUENOS AIRES,Dolores,Sevigne,"Argentina,BUENOS AIRES,Dolores,Sevigne",6238020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,BUENOS AIRES,Ensenada,Ensenada,"Argentina,BUENOS AIRES,Ensenada,Ensenada",6245010,13,0,5,0,17,428,0,59,0,0,1190,0,486,52,0,21,276,0,20,0,530,0,59,0,0,2,8,0,1,0,520,0,0,0,44,0,0,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3899,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,4117,0,0,0,0,0,0,0,0,0,1893,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5350,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,483,0,0,0,20202
Argentina,BUENOS AIRES,Ensenada,Villa Catela,"Argentina,BUENOS AIRES,Ensenada,Villa Catela",6245010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Argentina,BUENOS AIRES,Escobar,Belen de Escobar,"Argentina,BUENOS AIRES,Escobar,Belen de Escobar",6252010,48,0,21,1,9,77,0,261,0,0,264,0,23,0,0,2,941,0,0,0,0,0,2375,0,0,0,0,0,0,0,34,0,0,0,7933,0,0,0,0,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,0,5347,0,0,0,0,0,133,0,0,0,0,4,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,1501,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,4857,0,0,0,0,0,0,0,818,0,0,0,128,0,0,0,0,0,1,491,0,0,0,30966
Argentina,BUENOS AIRES,Escobar,El cazador,"Argentina,BUENOS AIRES,Escobar,El cazador",6252010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,67,0,0,0,3222
Argentina,BUENOS AIRES,Escobar,Garín,"Argentina,BUENOS AIRES,Escobar,Garín",6252010,1917,0,3,0,0,24,0,1,0,0,87,0,2,0,0,12,163,0,0,0,13,0,353,0,0,0,43,0,0,0,10,0,0,0,115,0,0,0,0,0,23,0,0,0,0,1828,0,0,0,0,56,0,0,0,0,1825,0,0,0,0,0,402,0,0,0,0,2,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,3755,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4522,0,0,0,0,0,0,0,852,0,0,0,154,0,0,0,0,0,0,829,0,0,0,18275
Argentina,BUENOS AIRES,Escobar,Ingeniero Maschwitz,"Argentina,BUENOS AIRES,Escobar,Ingeniero Maschwitz",6252010,24,0,3,0,3,24,0,21,0,0,76,0,7,0,0,8,313,0,0,0,1,0,178,0,0,1,0,0,0,0,8,0,0,0,22,0,0,0,0,0,4,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,152,0,0,0,0,3,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2197,0,0,0,0,0,0,0,391,0,0,0,44,0,0,0,0,0,0,304,0,0,0,8690
Argentina,BUENOS AIRES,Escobar,Loma Verde,"Argentina,BUENOS AIRES,Escobar,Loma Verde",6252010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,6,0,0,0,138,0,0,0,0,0,0,0,0,0,0,1373
Argentina,BUENOS AIRES,Escobar,Maquinista F. Savio (este),"Argentina,BUENOS AIRES,Escobar,Maquinista F. Savio (este)",6252010,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,9,58,0,0,0,0,0,175,0,0,0,5,0,0,0,7,0,0,0,13,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,177,0,0,0,0,6,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,0,0,0,0,0,0,409,0,0,0,17,0,0,0,0,0,0,327,0,0,0,5380
Argentina,BUENOS AIRES,Escobar,Matheu,"Argentina,BUENOS AIRES,Escobar,Matheu",6252010,5,0,2,0,1,24,0,1,0,0,35,0,1,0,0,8,136,0,0,0,11,0,468,0,0,0,10,0,0,0,25,0,0,0,130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,90,0,0,0,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,269,0,0,0,1,0,0,0,0,0,0,201,0,0,0,3572
Argentina,BUENOS AIRES,Esteban Echeverría,9 De Abril,"Argentina,BUENOS AIRES,Esteban Echeverría,9 De Abril",6260010,3,0,2,0,9,3,0,13,0,0,0,0,158,55,0,6,83,0,0,0,52,0,163,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,352,0,0,0,0,12,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,597,0,0,0,7511
