País,Provincia,Partido,Localidad,Unnamed: 4,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Argentina,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),"Argentina,JUJUY,Humahuaca,Uquía (Est. Senador Pérez)",38028060,4,0,0,5,0,0,0,0,9
Argentina,JUJUY,Ledesma,Caimancito,"Argentina,JUJUY,Ledesma,Caimancito",38035030,169,0,0,0,0,1,0,37,207
Argentina,JUJUY,Ledesma,Calilegua,"Argentina,JUJUY,Ledesma,Calilegua",38035040,0,500,0,0,0,1,0,144,645
Argentina,JUJUY,Ledesma,Chalicán,"Argentina,JUJUY,Ledesma,Chalicán",38035050,0,0,0,0,0,0,0,78,78
Argentina,JUJUY,Ledesma,Fraile Pintado,"Argentina,JUJUY,Ledesma,Fraile Pintado",38035060,509,23,0,0,0,1,0,121,654
Argentina,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),"Argentina,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma)",38035080,60,6065,0,1000,0,3,0,787,7915
Argentina,JUJUY,Ledesma,Yuto,"Argentina,JUJUY,Ledesma,Yuto",38035110,0,0,0,0,0,1,0,176,177
Argentina,JUJUY,OTROS,OTROS,"Argentina,JUJUY,OTROS,OTROS",Sin Datos,0,0,0,0,1085,0,0,0,1085
Argentina,JUJUY,Palpalá,Carahunco,"Argentina,JUJUY,Palpalá,Carahunco",38042010,1,0,0,0,0,0,0,0,1
Argentina,JUJUY,Palpalá,Centro Forestal,"Argentina,JUJUY,Palpalá,Centro Forestal",38042020,15,0,0,0,0,0,0,0,15
Argentina,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),"Argentina,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio)",38042040,1931,1039,0,3431,0,3,0,1,6405
Argentina,JUJUY,Palpalá,Rio Blanco,"Argentina,JUJUY,Palpalá,Rio Blanco",38042010,0,53,0,12,0,0,0,0,65
Argentina,JUJUY,Rinconada,Liviara,"Argentina,JUJUY,Rinconada,Liviara",38049020,0,0,0,0,0,5,0,0,5
Argentina,JUJUY,Rinconada,Loma Blanca,"Argentina,JUJUY,Rinconada,Loma Blanca",38049025,0,0,0,0,0,2,0,0,2
Argentina,JUJUY,Rinconada,Nuevo Pirquitas,"Argentina,JUJUY,Rinconada,Nuevo Pirquitas",38049030,0,0,0,5,0,1,0,0,6
Argentina,JUJUY,Rinconada,Coyaguaima,"Argentina,JUJUY,Rinconada,Coyaguaima",38049007,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Rinconada,Orosmayo,"Argentina,JUJUY,Rinconada,Orosmayo",38049035,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Rinconada,Rinconada,"Argentina,JUJUY,Rinconada,Rinconada",38049040,0,0,0,0,0,2,0,0,2
Argentina,JUJUY,Rinconada,Lagunillas de Farallón,"Argentina,JUJUY,Rinconada,Lagunillas de Farallón",38049010,0,0,0,9,0,0,0,0,9
Argentina,JUJUY,San Antonio,Loteo Navea,"Argentina,JUJUY,San Antonio,Loteo Navea",38056020,0,0,0,80,0,0,0,0,80
Argentina,JUJUY,San Antonio,San Antonio,"Argentina,JUJUY,San Antonio,San Antonio",38056030,1,130,0,0,0,1,0,0,132
Argentina,JUJUY,San Antonio,El Ceibal,"Argentina,JUJUY,San Antonio,El Ceibal",38056010,0,0,0,1,0,0,0,0,1
Argentina,JUJUY,San Antonio,Los Alisos,"Argentina,JUJUY,San Antonio,Los Alisos",38056017,1,0,0,0,0,0,0,0,1
Argentina,JUJUY,San Pedro,La Esperanza,"Argentina,JUJUY,San Pedro,La Esperanza",38063070,0,0,0,0,0,1,0,15,16
Argentina,JUJUY,San Pedro,La Mendieta,"Argentina,JUJUY,San Pedro,La Mendieta",38063090,0,0,0,0,0,1,0,240,241
Argentina,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),"Argentina,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy)",38063180,2539,1334,0,1884,0,1,0,75,5833
Argentina,JUJUY,San Pedro,San Lucas,"Argentina,JUJUY,San Pedro,San Lucas",38063170,0,0,0,0,0,0,0,10,10
Argentina,JUJUY,San Pedro,Don Emilio,"Argentina,JUJUY,San Pedro,Don Emilio",38063030,0,0,0,0,0,0,0,37,37
Argentina,JUJUY,San Pedro,Rosario de Río Grande,"Argentina,JUJUY,San Pedro,Rosario de Río Grande",38063150,0,0,0,0,0,0,0,54,54
Argentina,JUJUY,SANTA BARBARA,El Fuerte,"Argentina,JUJUY,SANTA BARBARA,El Fuerte",38070010,0,0,0,0,0,5,0,0,5
Argentina,JUJUY,SANTA BARBARA,El Piquete,"Argentina,JUJUY,SANTA BARBARA,El Piquete",38070020,62,0,0,0,0,0,0,29,91
Argentina,JUJUY,SANTA BARBARA,El Talar,"Argentina,JUJUY,SANTA BARBARA,El Talar",38070030,0,0,0,0,0,1,0,141,142
Argentina,JUJUY,SANTA BARBARA,OTROS,"Argentina,JUJUY,SANTA BARBARA,OTROS",Sin Datos,0,0,0,0,0,3,0,0,3
Argentina,JUJUY,SANTA BARBARA,Palma Sola,"Argentina,JUJUY,SANTA BARBARA,Palma Sola",38070040,0,0,0,0,0,1,0,116,117
Argentina,JUJUY,SANTA BARBARA,Santa Clara,"Argentina,JUJUY,SANTA BARBARA,Santa Clara",38070060,78,0,0,1,0,1,0,87,167
Argentina,JUJUY,SANTA BARBARA,Vinalito,"Argentina,JUJUY,SANTA BARBARA,Vinalito",38070070,0,0,0,0,0,0,0,30,30
Argentina,JUJUY,Santa Catalina,Casira,"Argentina,JUJUY,Santa Catalina,Casira",38077010,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Ciénega,"Argentina,JUJUY,Santa Catalina,Ciénega",38077020,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Cieneguillas,"Argentina,JUJUY,Santa Catalina,Cieneguillas",38077030,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Cusi Cusi,"Argentina,JUJUY,Santa Catalina,Cusi Cusi",38077040,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Misarrumi,"Argentina,JUJUY,Santa Catalina,Misarrumi",38077060,0,0,0,0,0,5,0,0,5
Argentina,JUJUY,Santa Catalina,Oratorio,"Argentina,JUJUY,Santa Catalina,Oratorio",38077070,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Paicone,"Argentina,JUJUY,Santa Catalina,Paicone",38077080,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Santa Catalina,Santa Catalina,"Argentina,JUJUY,Santa Catalina,Santa Catalina",38077100,0,0,0,5,0,1,0,0,6
Argentina,JUJUY,Susques,El Toro,"Argentina,JUJUY,Susques,El Toro",38084030,0,0,0,20,0,0,0,0,20
Argentina,JUJUY,Susques,Huáncar,"Argentina,JUJUY,Susques,Huáncar",38084040,0,0,0,27,0,0,0,0,27
Argentina,JUJUY,Susques,Olacapato,"Argentina,JUJUY,Susques,Olacapato",38084055,0,0,0,8,0,0,0,1,9
Argentina,JUJUY,Susques,Olaroz Chico,"Argentina,JUJUY,Susques,Olaroz Chico",38084060,0,0,0,30,0,0,0,6,36
Argentina,JUJUY,Susques,Pastos Chicos,"Argentina,JUJUY,Susques,Pastos Chicos",38084070,0,0,0,22,0,0,0,0,22
Argentina,JUJUY,Susques,Puesto Sey,"Argentina,JUJUY,Susques,Puesto Sey",38084080,0,0,0,20,0,0,0,0,20
Argentina,JUJUY,Susques,San Juan de Quillaqués,"Argentina,JUJUY,Susques,San Juan de Quillaqués",38084090,0,0,0,12,0,5,0,0,17
Argentina,JUJUY,Susques,Susques,"Argentina,JUJUY,Susques,Susques",38084100,0,0,0,275,0,10,0,57,342
Argentina,JUJUY,Susques,Coranzuli,"Argentina,JUJUY,Susques,Coranzuli",38084020,0,0,0,60,0,0,0,0,60
Argentina,JUJUY,Susques,Catua,"Argentina,JUJUY,Susques,Catua",38084010,0,0,0,70,0,1,0,0,71
Argentina,JUJUY,Susques,Jama,"Argentina,JUJUY,Susques,Jama",38084045,0,0,0,11,0,0,0,0,11
Argentina,JUJUY,Susques,Mina Providencia,"Argentina,JUJUY,Susques,Mina Providencia",38084050,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Tilcara,Huacalera,"Argentina,JUJUY,Tilcara,Huacalera",38094020,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Tilcara,Maimará,"Argentina,JUJUY,Tilcara,Maimará",38094040,0,0,0,5,0,2,0,77,84
Argentina,JUJUY,Tilcara,Tilcara,"Argentina,JUJUY,Tilcara,Tilcara",38094050,0,0,0,10,0,2,0,375,387
Argentina,JUJUY,Tumbaya,Bárcena,"Argentina,JUJUY,Tumbaya,Bárcena",38098010,0,0,0,0,0,0,0,111,111
Argentina,JUJUY,Tumbaya,Purmamarca,"Argentina,JUJUY,Tumbaya,Purmamarca",38098030,71,0,0,0,0,0,0,1,72
Argentina,JUJUY,Tumbaya,Volcán,"Argentina,JUJUY,Tumbaya,Volcán",38098050,0,0,0,0,0,0,0,93,93
Argentina,JUJUY,Tumbaya,El Moreno,"Argentina,JUJUY,Tumbaya,El Moreno",38098020,0,0,0,0,1,0,0,0,1
Argentina,JUJUY,Tumbaya,Tumbaya,"Argentina,JUJUY,Tumbaya,Tumbaya",38098040,0,0,0,0,0,0,0,343,343
Argentina,JUJUY,Valle Grande,Santa Ana,"Argentina,JUJUY,Valle Grande,Santa Ana",38105040,0,0,0,0,0,2,0,0,2
Argentina,JUJUY,Yavi,Barrios,"Argentina,JUJUY,Yavi,Barrios",38112010,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Yavi,Cangrejillos,"Argentina,JUJUY,Yavi,Cangrejillos",38112020,0,0,0,5,0,1,0,0,6
Argentina,JUJUY,Yavi,La Intermedia,"Argentina,JUJUY,Yavi,La Intermedia",38112040,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Yavi,La Quiaca,"Argentina,JUJUY,Yavi,La Quiaca",38112050,660,0,0,76,5,1,0,0,742
Argentina,JUJUY,Yavi,Pumahuasi,"Argentina,JUJUY,Yavi,Pumahuasi",38112070,0,0,0,5,0,0,0,0,5
Argentina,JUJUY,Yavi,Yavi Chico,"Argentina,JUJUY,Yavi,Yavi Chico",38112090,0,0,0,5,0,0,0,0,5
Argentina,LA PAMPA,Atreucó,Doblas,"Argentina,LA PAMPA,Atreucó,Doblas",42007010,0,319,0,72,0,1,0,34,426
Argentina,LA PAMPA,Atreucó,Macachín,"Argentina,LA PAMPA,Atreucó,Macachín",42007020,0,0,0,1087,0,1,0,613,1701
Argentina,LA PAMPA,Atreucó,Miguel Riglos,"Argentina,LA PAMPA,Atreucó,Miguel Riglos",42007030,0,0,0,3,0,1,0,110,114
Argentina,LA PAMPA,Atreucó,Rolón,"Argentina,LA PAMPA,Atreucó,Rolón",42007040,0,0,0,0,0,1,0,82,83
Argentina,LA PAMPA,Atreucó,Tomas M. Anchorena,"Argentina,LA PAMPA,Atreucó,Tomas M. Anchorena",42007050,0,0,1,0,0,1,0,5,7
Argentina,LA PAMPA,Caleu Caleu,La Adela,"Argentina,LA PAMPA,Caleu Caleu,La Adela",42014020,0,371,0,0,0,1,0,584,956
Argentina,LA PAMPA,Caleu Caleu,Anzoategui,"Argentina,LA PAMPA,Caleu Caleu,Anzoategui",42014010,0,0,0,0,1,2,0,0,3
Argentina,LA PAMPA,Capital,Anguil,"Argentina,LA PAMPA,Capital,Anguil",42021010,0,138,0,298,65,1,0,367,869
Argentina,LA PAMPA,Capital,Santa Rosa,"Argentina,LA PAMPA,Capital,Santa Rosa",42021020,1492,45819,64,4094,1,3,0,556,52029
Argentina,LA PAMPA,Catriló,Catriló,"Argentina,LA PAMPA,Catriló,Catriló",42028010,0,541,1,704,327,2,0,0,1575
Argentina,LA PAMPA,Catriló,La Gloria,"Argentina,LA PAMPA,Catriló,La Gloria",42028020,0,0,0,0,24,0,0,0,24
Argentina,LA PAMPA,Catriló,Lonquimay,"Argentina,LA PAMPA,Catriló,Lonquimay",42028030,0,278,0,1,71,1,0,0,351
Argentina,LA PAMPA,Catriló,Uriburu,"Argentina,LA PAMPA,Catriló,Uriburu",42028040,0,90,0,1,94,1,0,115,301
Argentina,LA PAMPA,Chalileo,Santa Isabel,"Argentina,LA PAMPA,Chalileo,Santa Isabel",42049010,0,0,2,0,0,1,0,819,822
Argentina,LA PAMPA,Chapaleufú,Bernardo Larroude,"Argentina,LA PAMPA,Chapaleufú,Bernardo Larroude",42056010,0,0,1,110,0,1,0,463,575
Argentina,LA PAMPA,Chapaleufú,Ceballos,"Argentina,LA PAMPA,Chapaleufú,Ceballos",42056020,0,0,0,1,0,1,0,91,93
Argentina,LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),"Argentina,LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas)",42056030,0,0,0,0,0,1,0,251,252
Argentina,LA PAMPA,Chapaleufú,Intendente Alvear,"Argentina,LA PAMPA,Chapaleufú,Intendente Alvear",42056040,67,613,1,606,1,1,0,297,1586
Argentina,LA PAMPA,Chapaleufú,Sarah,"Argentina,LA PAMPA,Chapaleufú,Sarah",42056050,0,0,0,0,0,2,0,16,18
Argentina,LA PAMPA,Chapaleufú,Vértiz,"Argentina,LA PAMPA,Chapaleufú,Vértiz",42056060,0,0,0,0,0,0,0,107,107
Argentina,LA PAMPA,Chical Co,La Humada,"Argentina,LA PAMPA,Chical Co,La Humada",42063020,0,0,0,0,0,1,0,224,225
Argentina,LA PAMPA,Conhelo,Conhelo,"Argentina,LA PAMPA,Conhelo,Conhelo",42035010,0,0,0,0,0,0,0,46,46
Argentina,LA PAMPA,Conhelo,Eduardo Castex,"Argentina,LA PAMPA,Conhelo,Eduardo Castex",42035020,1257,1341,0,729,0,1,0,108,3436
Argentina,LA PAMPA,Conhelo,Mauricio Mayer,"Argentina,LA PAMPA,Conhelo,Mauricio Mayer",42035030,0,0,0,0,0,1,0,30,31
Argentina,LA PAMPA,Conhelo,Monte Nievas,"Argentina,LA PAMPA,Conhelo,Monte Nievas",42035040,0,0,0,0,0,1,0,45,46
Argentina,LA PAMPA,Conhelo,Rucanelo,"Argentina,LA PAMPA,Conhelo,Rucanelo",42035050,0,0,0,1,0,0,0,26,27
Argentina,LA PAMPA,Conhelo,Winifreda,"Argentina,LA PAMPA,Conhelo,Winifreda",42035060,0,192,1,693,2,0,0,195,1083
Argentina,LA PAMPA,Curacó,Gobernador Duval,"Argentina,LA PAMPA,Curacó,Gobernador Duval",42042010,0,0,0,0,0,1,0,105,106
Argentina,LA PAMPA,Curacó,Puelches,"Argentina,LA PAMPA,Curacó,Puelches",42042020,0,0,0,0,0,1,0,100,101
Argentina,LA PAMPA,Guatraché,Alpachiri,"Argentina,LA PAMPA,Guatraché,Alpachiri",42070010,631,0,0,2,0,1,0,0,634
Argentina,LA PAMPA,Guatraché,General Manuel J. Campos,"Argentina,LA PAMPA,Guatraché,General Manuel J. Campos",42070020,0,0,0,2,0,1,0,0,3
Argentina,LA PAMPA,Guatraché,Guatraché,"Argentina,LA PAMPA,Guatraché,Guatraché",42070030,0,239,0,2,0,1,0,270,512
Argentina,LA PAMPA,Guatraché,Santa Teresa,"Argentina,LA PAMPA,Guatraché,Santa Teresa",42070050,0,0,0,2,0,0,0,0,2
Argentina,LA PAMPA,Guatraché,Perú,"Argentina,LA PAMPA,Guatraché,Perú",42070040,0,0,0,1,0,0,0,44,45
Argentina,LA PAMPA,Hucal,Abramo,"Argentina,LA PAMPA,Hucal,Abramo",42077010,0,0,0,1,0,0,0,69,70
Argentina,LA PAMPA,Hucal,Bernasconi,"Argentina,LA PAMPA,Hucal,Bernasconi",42077020,37,0,0,1,0,1,0,684,723
Argentina,LA PAMPA,Hucal,General San Martín (Est. Villa Alba),"Argentina,LA PAMPA,Hucal,General San Martín (Est. Villa Alba)",42077030,0,0,0,2,0,0,0,826,828
Argentina,LA PAMPA,Hucal,Jacinto Arauz,"Argentina,LA PAMPA,Hucal,Jacinto Arauz",42077050,631,0,0,2,0,2,0,76,711
Argentina,LA PAMPA,Limay Mahuida,La Reforma,"Argentina,LA PAMPA,Limay Mahuida,La Reforma",42091010,0,0,0,0,0,1,0,67,68
Argentina,LA PAMPA,Limay Mahuida,Limay Mahuida,"Argentina,LA PAMPA,Limay Mahuida,Limay Mahuida",42091020,0,0,0,0,0,1,0,23,24
Argentina,LA PAMPA,Loventué,Carro Quemado,"Argentina,LA PAMPA,Loventué,Carro Quemado",42098010,0,0,0,1,0,1,0,50,52
Argentina,LA PAMPA,Loventué,Luan Toro,"Argentina,LA PAMPA,Loventué,Luan Toro",42098030,0,0,0,0,0,1,0,67,68
Argentina,LA PAMPA,Loventué,Telén,"Argentina,LA PAMPA,Loventué,Telén",42098040,0,0,0,1,0,1,0,198,200
Argentina,LA PAMPA,Loventué,Victorica,"Argentina,LA PAMPA,Loventué,Victorica",42098050,0,0,0,2,0,1,0,482,485
Argentina,LA PAMPA,Loventué,Loventué,"Argentina,LA PAMPA,Loventué,Loventué",42098020,0,0,0,1,0,0,0,0,1
Argentina,LA PAMPA,Maracó,Agustoni,"Argentina,LA PAMPA,Maracó,Agustoni",42105010,0,0,0,0,0,0,0,29,29
Argentina,LA PAMPA,Maracó,Dorila,"Argentina,LA PAMPA,Maracó,Dorila",42105020,0,0,0,1,0,0,0,53,54
Argentina,LA PAMPA,Maracó,General Pico,"Argentina,LA PAMPA,Maracó,General Pico",42105030,2091,1,85,17423,0,1,0,3015,22616
Argentina,LA PAMPA,Maracó,Speluzzi,"Argentina,LA PAMPA,Maracó,Speluzzi",42105040,0,0,0,1,0,0,0,41,42
Argentina,LA PAMPA,OTROS,OTROS,"Argentina,LA PAMPA,OTROS,OTROS",Sin Datos,0,1,0,0,0,0,0,0,1
Argentina,LA PAMPA,Puelén,25 de Mayo,"Argentina,LA PAMPA,Puelén,25 de Mayo",42112020,0,0,0,1026,0,0,0,1215,2241
Argentina,LA PAMPA,Puelén,Puelén,"Argentina,LA PAMPA,Puelén,Puelén",42112010,0,0,1,0,0,1,0,129,131
Argentina,LA PAMPA,Puelén,Casa De Piedra,"Argentina,LA PAMPA,Puelén,Casa De Piedra",42112005,0,0,0,0,0,0,0,80,80
Argentina,LA PAMPA,Quemú Quemú,Colonia Barón,"Argentina,LA PAMPA,Quemú Quemú,Colonia Barón",42119010,0,0,2,550,0,1,0,90,643
Argentina,LA PAMPA,Quemú Quemú,Miguel Cané,"Argentina,LA PAMPA,Quemú Quemú,Miguel Cané",42119030,0,0,0,133,105,1,0,0,239
Argentina,LA PAMPA,Quemú Quemú,Quemú Quemú,"Argentina,LA PAMPA,Quemú Quemú,Quemú Quemú",42119040,0,0,1,1098,113,1,0,143,1356
Argentina,LA PAMPA,Quemú Quemú,Relmo,"Argentina,LA PAMPA,Quemú Quemú,Relmo",42119050,0,0,0,0,26,0,0,0,26
Argentina,LA PAMPA,Quemú Quemú,Villa Mirasol,"Argentina,LA PAMPA,Quemú Quemú,Villa Mirasol",42119060,0,0,0,0,0,0,0,169,169
Argentina,LA PAMPA,Rancul,Caleufú,"Argentina,LA PAMPA,Rancul,Caleufú",42126010,0,350,0,2,0,2,0,0,354
Argentina,LA PAMPA,Rancul,La Maruja,"Argentina,LA PAMPA,Rancul,La Maruja",42126030,0,150,0,0,0,1,0,0,151
Argentina,LA PAMPA,Rancul,Parera,"Argentina,LA PAMPA,Rancul,Parera",42126040,0,0,0,508,1,1,0,228,738
Argentina,LA PAMPA,Rancul,Quetrequén,"Argentina,LA PAMPA,Rancul,Quetrequén",42126060,0,0,0,1,0,1,0,155,157
Argentina,LA PAMPA,Rancul,Rancul,"Argentina,LA PAMPA,Rancul,Rancul",42126070,0,0,0,201,18,2,0,652,873
Argentina,LA PAMPA,Rancul,Pichi Huinca,"Argentina,LA PAMPA,Rancul,Pichi Huinca",42126050,0,0,0,1,0,0,0,0,1
Argentina,LA PAMPA,Realicó,Adolfo Van Praet,"Argentina,LA PAMPA,Realicó,Adolfo Van Praet",42133010,0,6,0,0,0,1,0,57,64
Argentina,LA PAMPA,Realicó,Alta Italia,"Argentina,LA PAMPA,Realicó,Alta Italia",42133020,0,0,0,0,0,1,0,463,464
Argentina,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),"Argentina,LA PAMPA,Realicó,Damián Maisonave (Est. Simson)",42133030,0,0,0,2,0,0,0,113,115
Argentina,LA PAMPA,Realicó,Embajador Martini,"Argentina,LA PAMPA,Realicó,Embajador Martini",42133040,13,0,0,7,0,1,0,531,552
Argentina,LA PAMPA,Realicó,Falucho,"Argentina,LA PAMPA,Realicó,Falucho",42133050,0,0,0,0,0,1,0,86,87
Argentina,LA PAMPA,Realicó,Ingeniero Luiggi,"Argentina,LA PAMPA,Realicó,Ingeniero Luiggi",42133060,0,0,0,240,0,2,0,1418,1660
Argentina,LA PAMPA,Realicó,Ojeda,"Argentina,LA PAMPA,Realicó,Ojeda",42133070,0,0,0,0,0,0,0,8,8
Argentina,LA PAMPA,Realicó,Realicó,"Argentina,LA PAMPA,Realicó,Realicó",42133080,133,0,1,2551,0,1,0,750,3436
Argentina,LA PAMPA,Toay,Toay,"Argentina,LA PAMPA,Toay,Toay",42140020,219,5644,0,705,0,1,0,259,6828
Argentina,LA PAMPA,Trenel,Arata,"Argentina,LA PAMPA,Trenel,Arata",42147010,0,0,0,21,0,1,0,229,251
Argentina,LA PAMPA,Trenel,Metileo,"Argentina,LA PAMPA,Trenel,Metileo",42147020,0,0,0,0,0,1,0,60,61
Argentina,LA PAMPA,Trenel,Trenel,"Argentina,LA PAMPA,Trenel,Trenel",42147030,67,0,0,1197,0,2,0,123,1389
Argentina,LA PAMPA,Utracán,Ataliva Roca,"Argentina,LA PAMPA,Utracán,Ataliva Roca",42154010,0,0,0,2,0,1,0,382,385
Argentina,LA PAMPA,Utracán,Chacharramendi,"Argentina,LA PAMPA,Utracán,Chacharramendi",42154020,0,0,0,0,0,2,0,104,106
Argentina,LA PAMPA,Utracán,Colonia Santa María,"Argentina,LA PAMPA,Utracán,Colonia Santa María",42154030,0,0,1,1,0,0,0,163,165
Argentina,LA PAMPA,Utracán,General Acha,"Argentina,LA PAMPA,Utracán,General Acha",42154040,206,2915,0,1462,23,2,0,333,4941
Argentina,LA PAMPA,Utracán,Quehué,"Argentina,LA PAMPA,Utracán,Quehué",42154050,0,0,0,1,0,1,0,298,300
Argentina,LA PAMPA,Utracán,Unanué,"Argentina,LA PAMPA,Utracán,Unanué",42154060,0,0,0,1,0,0,0,60,61
Argentina,LA PAMPA,Lihuel Calel,Cuchillo Co,"Argentina,LA PAMPA,Lihuel Calel,Cuchillo Co",42084010,0,0,0,1,0,1,0,0,2
Argentina,LA RIOJA,Arauco,Aimogasta,"Argentina,LA RIOJA,Arauco,Aimogasta",46007010,71,2031,0,4,0,1,0,87,2194
Argentina,LA RIOJA,Arauco,Estación Mazán,"Argentina,LA RIOJA,Arauco,Estación Mazán",46007040,0,0,0,0,0,1,0,14,15
Argentina,LA RIOJA,Arauco,Villa Mazán,"Argentina,LA RIOJA,Arauco,Villa Mazán",46007050,0,0,0,0,0,0,0,156,156
Argentina,LA RIOJA,Arauco,Machigasta,"Argentina,LA RIOJA,Arauco,Machigasta",46007040,0,0,0,0,0,0,0,3,3
Argentina,LA RIOJA,Capital,La Rioja,"Argentina,LA RIOJA,Capital,La Rioja",46014010,2207,36512,4,18712,6,3,0,1224,58668
Argentina,LA RIOJA,Castro Barros,Anillaco,"Argentina,LA RIOJA,Castro Barros,Anillaco",46021020,0,453,0,1,0,1,0,0,455
Argentina,LA RIOJA,Castro Barros,Los Molinos,"Argentina,LA RIOJA,Castro Barros,Los Molinos",46021050,0,49,0,0,0,0,0,4,53
Argentina,LA RIOJA,Castro Barros,San Pedro,"Argentina,LA RIOJA,Castro Barros,San Pedro",46021070,0,28,0,0,0,0,0,45,73
Argentina,LA RIOJA,Castro Barros,Aminga,"Argentina,LA RIOJA,Castro Barros,Aminga",46021010,0,158,0,1,0,0,0,17,176
Argentina,LA RIOJA,Castro Barros,Anjullón,"Argentina,LA RIOJA,Castro Barros,Anjullón",46021030,0,44,0,1,0,0,0,64,109
Argentina,LA RIOJA,Castro Barros,Chuquis,"Argentina,LA RIOJA,Castro Barros,Chuquis",46021040,0,39,0,0,0,0,0,0,39
Argentina,LA RIOJA,Castro Barros,Pinchas,"Argentina,LA RIOJA,Castro Barros,Pinchas",46021060,0,49,0,0,0,0,0,1,50
Argentina,LA RIOJA,Castro Barros,Santa Vera Cruz,"Argentina,LA RIOJA,Castro Barros,Santa Vera Cruz",46021080,0,0,0,0,0,0,0,5,5
Argentina,LA RIOJA,Chamical,Chamical,"Argentina,LA RIOJA,Chamical,Chamical",46035010,152,2963,0,8,0,1,0,9,3133
Argentina,LA RIOJA,Chilecito,Chilecito,"Argentina,LA RIOJA,Chilecito,Chilecito",46042010,283,4483,0,4320,0,0,0,96,9182
Argentina,LA RIOJA,Chilecito,Colonia Vichigasta,"Argentina,LA RIOJA,Chilecito,Colonia Vichigasta",46042050,0,0,0,0,0,1,0,0,1
Argentina,LA RIOJA,Chilecito,Los Sarmientos,"Argentina,LA RIOJA,Chilecito,Los Sarmientos",46042030,0,157,0,0,0,0,0,0,157
Argentina,LA RIOJA,Chilecito,Nonogasta,"Argentina,LA RIOJA,Chilecito,Nonogasta",46042090,52,824,0,1,0,1,0,6,884
Argentina,LA RIOJA,Chilecito,San Miguel,"Argentina,LA RIOJA,Chilecito,San Miguel",46042030,0,60,0,0,0,0,0,5,65
Argentina,LA RIOJA,Chilecito,San Nicolás,"Argentina,LA RIOJA,Chilecito,San Nicolás",46042100,0,0,0,0,0,0,0,7,7
Argentina,LA RIOJA,Chilecito,Vichigasta,"Argentina,LA RIOJA,Chilecito,Vichigasta",46042140,33,0,0,1,0,1,0,103,138
Argentina,LA RIOJA,Chilecito,Colonia Anguinán,"Argentina,LA RIOJA,Chilecito,Colonia Anguinán",46042020,0,161,0,1,0,0,0,69,231
Argentina,LA RIOJA,Chilecito,Guanchín,"Argentina,LA RIOJA,Chilecito,Guanchín",46042060,0,0,0,0,0,0,0,2,2
Argentina,LA RIOJA,Chilecito,Malligasta,"Argentina,LA RIOJA,Chilecito,Malligasta",46042070,0,0,0,0,0,0,0,185,185
Argentina,LA RIOJA,Chilecito,Santa Florentina,"Argentina,LA RIOJA,Chilecito,Santa Florentina",46042110,0,0,0,0,0,0,0,7,7
Argentina,LA RIOJA,Chilecito,Sañogasta,"Argentina,LA RIOJA,Chilecito,Sañogasta",46042120,0,0,0,0,0,0,0,219,219
Argentina,LA RIOJA,Chilecito,Tilimuqui,"Argentina,LA RIOJA,Chilecito,Tilimuqui",46042130,0,0,0,0,0,0,0,13,13
Argentina,LA RIOJA,Chilecito,La Puntilla,"Argentina,LA RIOJA,Chilecito,La Puntilla",46042030,0,0,0,0,0,0,0,1,1
Argentina,LA RIOJA,Coronel Felipe Varela,Guandacol,"Argentina,LA RIOJA,Coronel Felipe Varela,Guandacol",46028020,0,379,0,2,0,1,0,0,382
Argentina,LA RIOJA,Coronel Felipe Varela,Santa Clara,"Argentina,LA RIOJA,Coronel Felipe Varela,Santa Clara",46028010,0,0,0,0,0,0,0,41,41
Argentina,LA RIOJA,Coronel Felipe Varela,Villa Unión,"Argentina,LA RIOJA,Coronel Felipe Varela,Villa Unión",46028050,0,1122,0,3,0,1,0,258,1384
