País,Provincia,Partido,Localidad,Unnamed: 4,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Argentina,BUENOS AIRES,General San Martín,Villa Libertad,"Argentina,BUENOS AIRES,General San Martín,Villa Libertad",6371010,0,1133,0,2508,47,0,0,0,3688
Argentina,BUENOS AIRES,General San Martín,Villa Lynch,"Argentina,BUENOS AIRES,General San Martín,Villa Lynch",6371010,26,2466,2,13,17,0,0,0,2524
Argentina,BUENOS AIRES,General San Martín,Villa Maipu,"Argentina,BUENOS AIRES,General San Martín,Villa Maipu",6371010,0,1638,0,3179,72,0,0,545,5434
Argentina,BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,"Argentina,BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado",6371010,0,674,0,1199,26,0,0,0,1899
Argentina,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,"Argentina,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta",6371010,0,207,0,356,7,0,0,0,570
Argentina,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,"Argentina,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo",6371010,0,190,0,407,39,0,0,0,636
Argentina,BUENOS AIRES,General San Martín,Villa San Andrés,"Argentina,BUENOS AIRES,General San Martín,Villa San Andrés",6371010,44,5904,0,1249,35,0,0,586,7818
Argentina,BUENOS AIRES,General San Martín,Villa Yapeyú,"Argentina,BUENOS AIRES,General San Martín,Villa Yapeyú",6371010,0,265,0,540,13,0,0,0,818
Argentina,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,"Argentina,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador",6371010,0,5,0,0,0,0,0,0,5
Argentina,BUENOS AIRES,General Viamonte,Baigorrita,"Argentina,BUENOS AIRES,General Viamonte,Baigorrita",6385010,562,0,0,0,0,0,0,61,623
Argentina,BUENOS AIRES,General Viamonte,Los Toldos,"Argentina,BUENOS AIRES,General Viamonte,Los Toldos",6385030,214,0,1,4453,0,0,0,47,4715
Argentina,BUENOS AIRES,General Viamonte,Zavalía,"Argentina,BUENOS AIRES,General Viamonte,Zavalía",6385050,0,0,0,0,0,0,0,31,31
Argentina,BUENOS AIRES,General Villegas,Banderaló,"Argentina,BUENOS AIRES,General Villegas,Banderaló",6392010,0,0,0,0,250,1,0,0,251
Argentina,BUENOS AIRES,General Villegas,Cañada Seca,"Argentina,BUENOS AIRES,General Villegas,Cañada Seca",6392020,0,0,0,0,200,0,0,0,200
Argentina,BUENOS AIRES,General Villegas,Coronel Charlone,"Argentina,BUENOS AIRES,General Villegas,Coronel Charlone",6392030,317,0,0,60,0,1,0,0,378
Argentina,BUENOS AIRES,General Villegas,Emilio V. Bunge,"Argentina,BUENOS AIRES,General Villegas,Emilio V. Bunge",6392040,0,0,0,0,0,1,0,0,1
Argentina,BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),"Argentina,BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas)",6392050,96,2,0,4255,0,2,0,46,4401
Argentina,BUENOS AIRES,General Villegas,Piedritas,"Argentina,BUENOS AIRES,General Villegas,Piedritas",6392080,368,0,0,189,0,1,0,58,616
Argentina,BUENOS AIRES,General Villegas,Santa Regina,"Argentina,BUENOS AIRES,General Villegas,Santa Regina",6392100,0,136,0,0,0,0,0,0,136
Argentina,BUENOS AIRES,Guaminí,Casbas,"Argentina,BUENOS AIRES,Guaminí,Casbas",6399020,0,0,1,0,1,0,0,128,130
Argentina,BUENOS AIRES,Guaminí,Guaminí,"Argentina,BUENOS AIRES,Guaminí,Guaminí",6399040,0,0,0,75,11,0,0,351,437
Argentina,BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),"Argentina,BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio)",6399050,124,0,0,237,58,0,0,129,548
Argentina,BUENOS AIRES,Guaminí,Arroyo Venado,"Argentina,BUENOS AIRES,Guaminí,Arroyo Venado",6399010,0,0,0,0,0,0,0,39,39
Argentina,BUENOS AIRES,Guaminí,Garré,"Argentina,BUENOS AIRES,Guaminí,Garré",6399030,0,0,0,288,0,0,0,0,288
Argentina,BUENOS AIRES,Hipólito Yrigoyen,Henderson,"Argentina,BUENOS AIRES,Hipólito Yrigoyen,Henderson",6406010,79,0,1,0,0,0,0,810,890
Argentina,BUENOS AIRES,Hurlingham,Hurlingham,"Argentina,BUENOS AIRES,Hurlingham,Hurlingham",6408010,297,16102,56,17795,365,1,0,499,35115
Argentina,BUENOS AIRES,Hurlingham,Villa Santos Tesei,"Argentina,BUENOS AIRES,Hurlingham,Villa Santos Tesei",6408010,15,7503,27,13881,172,0,0,114,21712
Argentina,BUENOS AIRES,Hurlingham,William C. Morris,"Argentina,BUENOS AIRES,Hurlingham,William C. Morris",6408010,0,21,0,14,0,0,0,392,427
