Provincia,Partido,Localidad,Tecnología,Link indec,Accesos,Provincia_encoded,Tecnología_encoded
BUENOS AIRES,25 DE MAYO,25 DE MAYO,ADSL,6854100,755,0,0
BUENOS AIRES,25 DE MAYO,25 DE MAYO,CABLEMODEM,6854100,4600,0,1
BUENOS AIRES,25 DE MAYO,25 DE MAYO,FIBRA OPTICA,6854100,2,0,4
BUENOS AIRES,25 DE MAYO,25 DE MAYO,SATELITAL,6854100,742,0,7
BUENOS AIRES,25 DE MAYO,25 DE MAYO,WIRELESS,6854100,727,0,9
BUENOS AIRES,25 DE MAYO,DEL VALLE,ADSL,6854020,181,0,0
BUENOS AIRES,25 DE MAYO,DEL VALLE,Otros,6854020,10,0,6
BUENOS AIRES,25 DE MAYO,DEL VALLE,SATELITAL,6854020,1,0,7
BUENOS AIRES,25 DE MAYO,ERNESTINA,ADSL,6854030,75,0,0
BUENOS AIRES,25 DE MAYO,GOBERNADOR UGARTE,WIRELESS,6854040,181,0,9
BUENOS AIRES,25 DE MAYO,LUCAS MONTEVERDE,WIRELESS,6854050,6,0,9
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,CABLEMODEM,6854060,782,0,1
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,FIBRA OPTICA,6854060,496,0,4
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,Otros,6854060,16,0,6
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,WIRELESS,6854060,185,0,9
BUENOS AIRES,25 DE MAYO,PEDERNALES,ADSL,6854070,154,0,0
BUENOS AIRES,25 DE MAYO,PEDERNALES,FIBRA OPTICA,6854070,25,0,4
BUENOS AIRES,25 DE MAYO,PEDERNALES,Otros,6854070,21,0,6
BUENOS AIRES,25 DE MAYO,PEDERNALES,WIRELESS,6854070,7,0,9
BUENOS AIRES,9 DE JULIO,12 DE OCTUBRE,WIRELESS,6588030,19,0,9
BUENOS AIRES,9 DE JULIO,9 DE JULIO,ADSL,6588100,4241,0,0
BUENOS AIRES,9 DE JULIO,9 DE JULIO,CABLEMODEM,6588100,3463,0,1
BUENOS AIRES,9 DE JULIO,9 DE JULIO,DIAL UP,6588100,80,0,3
BUENOS AIRES,9 DE JULIO,9 DE JULIO,FIBRA OPTICA,6588100,6238,0,4
BUENOS AIRES,9 DE JULIO,9 DE JULIO,WIRELESS,6588100,831,0,9
BUENOS AIRES,9 DE JULIO,ALFREDO DEMARCHI  (EST. FACUNDO QUIROGA),ADSL,6588010,450,0,0
BUENOS AIRES,9 DE JULIO,ALFREDO DEMARCHI  (EST. FACUNDO QUIROGA),Otros,6588010,60,0,6
BUENOS AIRES,9 DE JULIO,DUDIGNAC,WIRELESS,6588040,474,0,9
BUENOS AIRES,9 DE JULIO,MANUEL B. GONNET  (EST. FRENCH),ADSL,6588060,193,0,0
BUENOS AIRES,9 DE JULIO,MANUEL B. GONNET  (EST. FRENCH),FIBRA OPTICA,6588060,2,0,4
BUENOS AIRES,9 DE JULIO,MANUEL B. GONNET  (EST. FRENCH),Otros,6588060,2,0,6
BUENOS AIRES,9 DE JULIO,MOREA,WIRELESS,6588080,130,0,9
BUENOS AIRES,9 DE JULIO,PATRICIOS,ADSL,6588110,81,0,0
BUENOS AIRES,9 DE JULIO,PATRICIOS,WIRELESS,6588110,50,0,9
BUENOS AIRES,9 DE JULIO,VILLA GENERAL FOURNIER  (EST. 9 DE JULIO SUD),FIBRA OPTICA,6588120,118,0,4
BUENOS AIRES,9 DE JULIO,VILLA GENERAL FOURNIER  (EST. 9 DE JULIO SUD),WIRELESS,6588120,42,0,9
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,ADSL,6007010,766,0,0
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,DIAL UP,6007010,1,0,3
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,FIBRA OPTICA,6007010,1417,0,4
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,Otros,6007010,1,0,6
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,WIRELESS,6007010,1073,0,9
BUENOS AIRES,ADOLFO ALSINA,COLONIA SAN MIGUEL ARCÁNGEL,FIBRA OPTICA,6007020,208,0,4
BUENOS AIRES,ADOLFO ALSINA,ESTEBAN AGUSTÍN GASCÓN,FIBRA OPTICA,6007050,60,0,4
BUENOS AIRES,ADOLFO ALSINA,MAZA,FIBRA OPTICA,6007070,390,0,4
BUENOS AIRES,ADOLFO ALSINA,MAZA,SATELITAL,6007070,2,0,7
BUENOS AIRES,ADOLFO ALSINA,MAZA,WIRELESS,6007070,14,0,9
BUENOS AIRES,ADOLFO ALSINA,RIVERA,FIBRA OPTICA,6007080,1309,0,4
BUENOS AIRES,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES  (EST. CHAVES),ADSL,6014010,464,0,0
BUENOS AIRES,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES  (EST. CHAVES),DIAL UP,6014010,2,0,3
BUENOS AIRES,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES  (EST. CHAVES),FIBRA OPTICA,6014010,943,0,4
BUENOS AIRES,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES  (EST. CHAVES),WIRELESS,6014010,690,0,9
BUENOS AIRES,ADOLFO GONZALES CHAVES,DE LA GARMA,FIBRA OPTICA,6014020,654,0,4
BUENOS AIRES,ADOLFO GONZALES CHAVES,DE LA GARMA,Otros,6014020,6,0,6
BUENOS AIRES,ADOLFO GONZALES CHAVES,DE LA GARMA,WIRELESS,6014020,57,0,9
BUENOS AIRES,ADOLFO GONZALES CHAVES,JUAN E. BARRA,WIRELESS,6014030,46,0,9
BUENOS AIRES,ADOLFO GONZALES CHAVES,VÁSQUEZ,WIRELESS,6014040,14,0,9
BUENOS AIRES,ALBERTI,ALBERTI   (EST. ANDRÉS VACCAREZZA),ADSL,6021010,335,0,0
BUENOS AIRES,ALBERTI,ALBERTI   (EST. ANDRÉS VACCAREZZA),DIAL UP,6021010,6,0,3
BUENOS AIRES,ALBERTI,ALBERTI   (EST. ANDRÉS VACCAREZZA),FIBRA OPTICA,6021010,1,0,4
BUENOS AIRES,ALBERTI,ALBERTI   (EST. ANDRÉS VACCAREZZA),WIRELESS,6021010,2,0,9
BUENOS AIRES,ALBERTI,CORONEL SEGUÍ,WIRELESS,6021020,5,0,9
BUENOS AIRES,ALBERTI,MECHITA,ADSL,6021030,285,0,0
BUENOS AIRES,ALBERTI,VILLA ORTIZ  (EST. CORONEL MOM),WIRELESS,6021070,24,0,9
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,ADSL,6028010,86,0,0
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,CABLEMODEM,6028010,9190,0,1
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,DIAL UP,6028010,53,0,3
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,FIBRA OPTICA,6028010,12086,0,4
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,Otros,6028010,2,0,6
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,SATELITAL,6028010,1,0,7
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,WIRELESS,6028010,26,0,9
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,ADSL,6028010,39,0,0
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,CABLEMODEM,6028010,15962,0,1
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,DIAL UP,6028010,35,0,3
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,FIBRA OPTICA,6028010,12081,0,4
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,Otros,6028010,6,0,6
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,SATELITAL,6028010,2,0,7
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,WIRELESS,6028010,309,0,9
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,ADSL,6028010,4,0,0
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,CABLEMODEM,6028010,7379,0,1
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,DIAL UP,6028010,3,0,3
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,FIBRA OPTICA,6028010,3987,0,4
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,Otros,6028010,13,0,6
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,WIRELESS,6028010,2,0,9
BUENOS AIRES,ALMIRANTE BROWN,DON ORIONE,CABLEMODEM,6028010,5391,0,1
BUENOS AIRES,ALMIRANTE BROWN,DON ORIONE,WIRELESS,6028010,1,0,9
BUENOS AIRES,ALMIRANTE BROWN,GLEW,ADSL,6028010,11,0,0
BUENOS AIRES,ALMIRANTE BROWN,GLEW,CABLEMODEM,6028010,8794,0,1
BUENOS AIRES,ALMIRANTE BROWN,GLEW,DIAL UP,6028010,10,0,3
BUENOS AIRES,ALMIRANTE BROWN,GLEW,FIBRA OPTICA,6028010,12012,0,4
BUENOS AIRES,ALMIRANTE BROWN,GLEW,Otros,6028010,12,0,6
BUENOS AIRES,ALMIRANTE BROWN,GLEW,WIRELESS,6028010,54,0,9
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,CABLEMODEM,6028010,7243,0,1
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,DIAL UP,6028010,1,0,3
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,FIBRA OPTICA,6028010,1605,0,4
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,Otros,6028010,2,0,6
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,WIRELESS,6028010,1,0,9
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,ADSL,6028010,16,0,0
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,CABLEMODEM,6028010,8913,0,1
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,DIAL UP,6028010,20,0,3
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,FIBRA OPTICA,6028010,8223,0,4
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,Otros,6028010,4,0,6
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,WIRELESS,6028010,1,0,9
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,ADSL,6028010,1,0,0
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,CABLEMODEM,6028010,4501,0,1
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,DIAL UP,6028010,3,0,3
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,FIBRA OPTICA,6028010,787,0,4
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,Otros,6028010,2,0,6
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,WIRELESS,6028010,1,0,9
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,ADSL,6028010,3,0,0
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,CABLEMODEM,6028010,3544,0,1
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,DIAL UP,6028010,4,0,3
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,FIBRA OPTICA,6028010,4309,0,4
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,WIRELESS,6028010,1,0,9
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,ADSL,6028010,9,0,0
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,CABLEMODEM,6028010,10634,0,1
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,DIAL UP,6028010,14,0,3
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,FIBRA OPTICA,6028010,10091,0,4
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,Otros,6028010,178,0,6
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,WIRELESS,6028010,340,0,9
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,ADSL,6028010,3,0,0
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,CABLEMODEM,6028010,4227,0,1
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,DIAL UP,6028010,4,0,3
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,FIBRA OPTICA,6028010,4746,0,4
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,Otros,6028010,127,0,6
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,WIRELESS,6028010,2,0,9
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,ADSL,6028010,2,0,0
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,CABLEMODEM,6028010,8599,0,1
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,DIAL UP,6028010,1,0,3
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,FIBRA OPTICA,6028010,1166,0,4
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,SATELITAL,6028010,3,0,7
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,WIRELESS,6028010,1,0,9
BUENOS AIRES,AMBA,OTROS,CABLEMODEM,0,0,0,1
BUENOS AIRES,AMBA,OTROS,OTROS,0,0,0,5
BUENOS AIRES,AMBA,OTROS,WIRELESS,0,13,0,9
BUENOS AIRES,ARRECIFES,ARRECIFES,ADSL,6077010,773,0,0
BUENOS AIRES,ARRECIFES,ARRECIFES,CABLEMODEM,6077010,1294,0,1
BUENOS AIRES,ARRECIFES,ARRECIFES,DIAL UP,6077010,12,0,3
BUENOS AIRES,ARRECIFES,ARRECIFES,FIBRA OPTICA,6077010,6902,0,4
BUENOS AIRES,ARRECIFES,ARRECIFES,SATELITAL,6077010,1,0,7
BUENOS AIRES,ARRECIFES,ARRECIFES,WIRELESS,6077010,1325,0,9
BUENOS AIRES,ARRECIFES,TODD,FIBRA OPTICA,6077020,341,0,4
BUENOS AIRES,ARRECIFES,VIÑA,ADSL,6077030,50,0,0
BUENOS AIRES,ARRECIFES,VIÑA,WIRELESS,6077030,30,0,9
BUENOS AIRES,AVELLANEDA,AVELLANEDA,ADSL,6035010,903,0,0
BUENOS AIRES,AVELLANEDA,AVELLANEDA,CABLEMODEM,6035010,8387,0,1
BUENOS AIRES,AVELLANEDA,AVELLANEDA,DIAL UP,6035010,46,0,3
BUENOS AIRES,AVELLANEDA,AVELLANEDA,FIBRA OPTICA,6035010,7576,0,4
BUENOS AIRES,AVELLANEDA,AVELLANEDA,Otros,6035010,72,0,6
BUENOS AIRES,AVELLANEDA,AVELLANEDA,SATELITAL,6035010,8,0,7
BUENOS AIRES,AVELLANEDA,AVELLANEDA,WIRELESS,6035010,79,0,9
BUENOS AIRES,AVELLANEDA,CRUCESITA,ADSL,6035010,1,0,0
BUENOS AIRES,AVELLANEDA,CRUCESITA,CABLEMODEM,6035010,4728,0,1
BUENOS AIRES,AVELLANEDA,CRUCESITA,FIBRA OPTICA,6035010,3160,0,4
BUENOS AIRES,AVELLANEDA,CRUCESITA,Otros,6035010,2,0,6
BUENOS AIRES,AVELLANEDA,DOCK SUD,ADSL,6035010,11,0,0
BUENOS AIRES,AVELLANEDA,DOCK SUD,CABLEMODEM,6035010,606,0,1
BUENOS AIRES,AVELLANEDA,DOCK SUD,FIBRA OPTICA,6035010,1898,0,4
BUENOS AIRES,AVELLANEDA,DOCK SUD,Otros,6035010,12,0,6
BUENOS AIRES,AVELLANEDA,DOCK SUD,WIRELESS,6035010,26,0,9
BUENOS AIRES,AVELLANEDA,GERLI,ADSL,6035010,3,0,0
BUENOS AIRES,AVELLANEDA,GERLI,CABLEMODEM,6035010,5553,0,1
BUENOS AIRES,AVELLANEDA,GERLI,FIBRA OPTICA,6035010,4977,0,4
BUENOS AIRES,AVELLANEDA,PINEYRO,ADSL,6035010,9,0,0
BUENOS AIRES,AVELLANEDA,PINEYRO,CABLEMODEM,6035010,5475,0,1
BUENOS AIRES,AVELLANEDA,PINEYRO,DIAL UP,6035010,1,0,3
BUENOS AIRES,AVELLANEDA,PINEYRO,FIBRA OPTICA,6035010,2758,0,4
BUENOS AIRES,AVELLANEDA,SARANDÍ,ADSL,6035010,703,0,0
BUENOS AIRES,AVELLANEDA,SARANDÍ,CABLEMODEM,6035010,9148,0,1
BUENOS AIRES,AVELLANEDA,SARANDÍ,DIAL UP,6035010,60,0,3
BUENOS AIRES,AVELLANEDA,SARANDÍ,FIBRA OPTICA,6035010,13979,0,4
BUENOS AIRES,AVELLANEDA,SARANDÍ,Otros,6035010,4,0,6
BUENOS AIRES,AVELLANEDA,SARANDÍ,SATELITAL,6035010,1,0,7
BUENOS AIRES,AVELLANEDA,SARANDÍ,WIRELESS,6035010,1,0,9
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,ADSL,6035010,15,0,0
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,CABLEMODEM,6035010,8086,0,1
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,DIAL UP,6035010,2,0,3
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,FIBRA OPTICA,6035010,7644,0,4
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,Otros,6035010,11,0,6
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,WIRELESS,6035010,600,0,9
BUENOS AIRES,AVELLANEDA,WILDE,ADSL,6035010,329,0,0
BUENOS AIRES,AVELLANEDA,WILDE,CABLEMODEM,6035010,11682,0,1
BUENOS AIRES,AVELLANEDA,WILDE,DIAL UP,6035010,62,0,3
BUENOS AIRES,AVELLANEDA,WILDE,FIBRA OPTICA,6035010,16887,0,4
BUENOS AIRES,AVELLANEDA,WILDE,Otros,6035010,8,0,6
BUENOS AIRES,AVELLANEDA,WILDE,WIRELESS,6035010,101,0,9
BUENOS AIRES,AYACUCHO,AYACUCHO,ADSL,6042010,1834,0,0
BUENOS AIRES,AYACUCHO,AYACUCHO,DIAL UP,6042010,2,0,3
BUENOS AIRES,AYACUCHO,AYACUCHO,WIRELESS,6042010,142,0,9
BUENOS AIRES,AYACUCHO,LA CONSTANCIA,WIRELESS,6042020,10,0,9
BUENOS AIRES,AYACUCHO,SOLANET,WIRELESS,6042030,27,0,9
BUENOS AIRES,AYACUCHO,UDAQUIOLA,SATELITAL,6042040,1,0,7
BUENOS AIRES,AYACUCHO,UDAQUIOLA,WIRELESS,6042040,46,0,9
BUENOS AIRES,AZUL,AZUL,ADSL,6049020,1692,0,0
BUENOS AIRES,AZUL,AZUL,CABLEMODEM,6049020,15053,0,1
BUENOS AIRES,AZUL,AZUL,DIAL UP,6049020,48,0,3
BUENOS AIRES,AZUL,AZUL,FIBRA OPTICA,6049020,79,0,4
BUENOS AIRES,AZUL,AZUL,Otros,6049020,14,0,6
BUENOS AIRES,AZUL,AZUL,SATELITAL,6049020,2,0,7
BUENOS AIRES,AZUL,AZUL,WIRELESS,6049020,1145,0,9
BUENOS AIRES,AZUL,CACHARÍ,DIAL UP,6049030,2,0,3
BUENOS AIRES,AZUL,CACHARÍ,WIRELESS,6049030,521,0,9
BUENOS AIRES,AZUL,CHILLAR,SATELITAL,6049040,1,0,7
BUENOS AIRES,AZUL,CHILLAR,WIRELESS,6049040,565,0,9
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,ADSL,6056010,3774,0,0
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,CABLEMODEM,6056010,103297,0,1
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,DIAL UP,6056010,388,0,3
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,FIBRA OPTICA,6056010,15511,0,4
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,Otros,6056010,64,0,6
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,SATELITAL,6056010,8,0,7
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,WIRELESS,6056010,2764,0,9
BUENOS AIRES,BAHÍA BLANCA,CABILDO,CABLEMODEM,6056020,193,0,1
BUENOS AIRES,BAHÍA BLANCA,CABILDO,DIAL UP,6056020,4,0,3
BUENOS AIRES,BAHÍA BLANCA,CABILDO,FIBRA OPTICA,6056020,210,0,4
BUENOS AIRES,BAHÍA BLANCA,CABILDO,Otros,6056020,2,0,6
BUENOS AIRES,BAHÍA BLANCA,CABILDO,WIRELESS,6056020,66,0,9
BUENOS AIRES,BAHÍA BLANCA,GENERAL DANIEL CERRI  (EST. GENERAL CERRI),ADSL,6056030,320,0,0
BUENOS AIRES,BAHÍA BLANCA,GENERAL DANIEL CERRI  (EST. GENERAL CERRI),CABLEMODEM,6056030,1678,0,1
BUENOS AIRES,BAHÍA BLANCA,GENERAL DANIEL CERRI  (EST. GENERAL CERRI),DIAL UP,6056030,1,0,3
BUENOS AIRES,BAHÍA BLANCA,GENERAL DANIEL CERRI  (EST. GENERAL CERRI),FIBRA OPTICA,6056030,2,0,4
BUENOS AIRES,BAHÍA BLANCA,GENERAL DANIEL CERRI  (EST. GENERAL CERRI),WIRELESS,6056030,15,0,9
BUENOS AIRES,BAHÍA BLANCA,INGENIERO WHITE,FIBRA OPTICA,6056020,1,0,4
BUENOS AIRES,BAHÍA BLANCA,INGENIERO WHITE,SATELITAL,6056020,3,0,7
BUENOS AIRES,BALCARCE,BALCARCE,ADSL,6063010,1347,0,0
BUENOS AIRES,BALCARCE,BALCARCE,CABLEMODEM,6063010,11898,0,1
BUENOS AIRES,BALCARCE,BALCARCE,DIAL UP,6063010,36,0,3
BUENOS AIRES,BALCARCE,BALCARCE,FIBRA OPTICA,6063010,45,0,4
BUENOS AIRES,BALCARCE,BALCARCE,Otros,6063010,9,0,6
BUENOS AIRES,BALCARCE,BALCARCE,WIRELESS,6063010,883,0,9
BUENOS AIRES,BALCARCE,LOS PINOS,Otros,6063020,9,0,6
BUENOS AIRES,BALCARCE,LOS PINOS,WIRELESS,6063020,30,0,9
BUENOS AIRES,BALCARCE,NAPALEOFÚ,FIBRA OPTICA,6063030,15,0,4
BUENOS AIRES,BALCARCE,NAPALEOFÚ,WIRELESS,6063030,107,0,9
BUENOS AIRES,BALCARCE,RAMOS OTERO,WIRELESS,6063040,8,0,9
BUENOS AIRES,BALCARCE,SAN AGUSTÍN,Otros,6063050,3,0,6
BUENOS AIRES,BALCARCE,SAN AGUSTÍN,WIRELESS,6063050,72,0,9
BUENOS AIRES,BALCARCE,VILLA LAGUNA LA BRAVA,WIRELESS,6063060,42,0,9
BUENOS AIRES,BARADERO,BARADERO,ADSL,6070010,861,0,0
BUENOS AIRES,BARADERO,BARADERO,CABLEMODEM,6070010,7532,0,1
BUENOS AIRES,BARADERO,BARADERO,FIBRA OPTICA,6070010,85,0,4
BUENOS AIRES,BARADERO,BARADERO,SATELITAL,6070010,2,0,7
BUENOS AIRES,BARADERO,BARADERO,WIRELESS,6070010,827,0,9
BUENOS AIRES,BARADERO,IRINEO PORTELA,FIBRA OPTICA,6070020,1,0,4
BUENOS AIRES,BARADERO,IRINEO PORTELA,WIRELESS,6070020,78,0,9
BUENOS AIRES,BARADERO,SANTA COLOMA,WIRELESS,6070030,55,0,9
BUENOS AIRES,BARADERO,VILLA ALSINA  (EST. ALSINA),ADSL,6070040,91,0,0
BUENOS AIRES,BARADERO,VILLA ALSINA  (EST. ALSINA),Otros,6070040,10,0,6
BUENOS AIRES,BARADERO,VILLA ALSINA  (EST. ALSINA),WIRELESS,6070040,248,0,9
BUENOS AIRES,BENITO JUÁREZ,BARKER,DIAL UP,6084010,1,0,3
BUENOS AIRES,BENITO JUÁREZ,BARKER,FIBRA OPTICA,6084010,10,0,4
BUENOS AIRES,BENITO JUÁREZ,BARKER,SATELITAL,6084010,2,0,7
BUENOS AIRES,BENITO JUÁREZ,BARKER,WIRELESS,6084010,70,0,9
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),ADSL,6084020,650,0,0
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),DIAL UP,6084020,20,0,3
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),FIBRA OPTICA,6084020,563,0,4
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),Otros,6084020,4,0,6
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),SATELITAL,6084020,1,0,7
BUENOS AIRES,BENITO JUÁREZ,BENITO JUÁREZ  (EST. JUÁREZ),WIRELESS,6084020,147,0,9
BUENOS AIRES,BENITO JUÁREZ,LÓPEZ,FIBRA OPTICA,6084030,4,0,4
BUENOS AIRES,BENITO JUÁREZ,LÓPEZ,WIRELESS,6084030,12,0,9
BUENOS AIRES,BENITO JUÁREZ,VILLA CACIQUE  (EST. ALFREDO FORTABAT),FIBRA OPTICA,6084050,20,0,4
BUENOS AIRES,BENITO JUÁREZ,VILLA CACIQUE  (EST. ALFREDO FORTABAT),SATELITAL,6084050,1,0,7
BUENOS AIRES,BENITO JUÁREZ,VILLA CACIQUE  (EST. ALFREDO FORTABAT),WIRELESS,6084050,100,0,9
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,ADSL,6091010,247,0,0
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,CABLEMODEM,6091010,15969,0,1
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,DIAL UP,6091010,38,0,3
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,FIBRA OPTICA,6091010,29692,0,4
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,Otros,6091010,15,0,6
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,SATELITAL,6091010,4,0,7
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,WIRELESS,6091010,49,0,9
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI OESTE,ADSL,6091010,16,0,0
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI OESTE,CABLEMODEM,6091010,143,0,1
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI OESTE,FIBRA OPTICA,6091010,15952,0,4
BUENOS AIRES,BERAZATEGUI,CARLOS TOMÁS SOURIGUES,ADSL,6091010,1,0,0
BUENOS AIRES,BERAZATEGUI,CARLOS TOMÁS SOURIGUES,CABLEMODEM,6091010,1291,0,1
BUENOS AIRES,BERAZATEGUI,CARLOS TOMÁS SOURIGUES,FIBRA OPTICA,6091010,2002,0,4
BUENOS AIRES,BERAZATEGUI,CENTRO AGRÍCOLA EL PATO,ADSL,6091010,1340,0,0
BUENOS AIRES,BERAZATEGUI,CENTRO AGRÍCOLA EL PATO,CABLEMODEM,6091010,2262,0,1
BUENOS AIRES,BERAZATEGUI,CENTRO AGRÍCOLA EL PATO,FIBRA OPTICA,6091010,672,0,4
BUENOS AIRES,BERAZATEGUI,CENTRO AGRÍCOLA EL PATO,WIRELESS,6091010,16,0,9
BUENOS AIRES,BERAZATEGUI,GUILLERMO E. HUDSON,ADSL,6091010,67,0,0
BUENOS AIRES,BERAZATEGUI,GUILLERMO E. HUDSON,CABLEMODEM,6091010,5749,0,1
BUENOS AIRES,BERAZATEGUI,GUILLERMO E. HUDSON,DIAL UP,6091010,2,0,3
