Provincia,Partido,Localidad,Tecnología,Link indec,Accesos,Provincia_encoded,Tecnología_encoded
BUENOS AIRES,PEHUAJÓ,PEHUAJÓ,Otros,6609080,1,0,6
BUENOS AIRES,PEHUAJÓ,PEHUAJÓ,WIRELESS,6609080,265,0,9
BUENOS AIRES,PEHUAJÓ,SAN BERNARDO  (EST. GUANACO),WIRELESS,6609090,3,0,9
BUENOS AIRES,PEHUAJÓ,SAN ESTEBAN,WIRELESS,6609020,3,0,9
BUENOS AIRES,PELLEGRINI,BOCAYUVA,FIBRA OPTICA,6616010,1,0,4
BUENOS AIRES,PELLEGRINI,PELLEGRINI,ADSL,6616030,240,0,0
BUENOS AIRES,PELLEGRINI,PELLEGRINI,CABLEMODEM,6616030,1159,0,1
BUENOS AIRES,PELLEGRINI,PELLEGRINI,DIAL UP,6616030,4,0,3
BUENOS AIRES,PELLEGRINI,PELLEGRINI,SATELITAL,6616030,3,0,7
BUENOS AIRES,PELLEGRINI,PELLEGRINI,WIRELESS,6616030,32,0,9
BUENOS AIRES,PERGAMINO,ACEVEDO,ADSL,6623010,115,0,0
BUENOS AIRES,PERGAMINO,ACEVEDO,CABLEMODEM,6623010,149,0,1
BUENOS AIRES,PERGAMINO,ACEVEDO,WIRELESS,6623010,180,0,9
BUENOS AIRES,PERGAMINO,FONTEZUELA,ADSL,6623020,14,0,0
BUENOS AIRES,PERGAMINO,FONTEZUELA,FIBRA OPTICA,6623020,118,0,4
BUENOS AIRES,PERGAMINO,FONTEZUELA,WIRELESS,6623020,5,0,9
BUENOS AIRES,PERGAMINO,GUERRICO,CABLEMODEM,6623030,61,0,1
BUENOS AIRES,PERGAMINO,GUERRICO,WIRELESS,6623030,55,0,9
BUENOS AIRES,PERGAMINO,JUAN A. DE LA PEÑA,WIRELESS,6623040,45,0,9
BUENOS AIRES,PERGAMINO,JUAN ANCHORENA  (EST. URQUIZA),ADSL,6623050,29,0,0
BUENOS AIRES,PERGAMINO,JUAN ANCHORENA  (EST. URQUIZA),FIBRA OPTICA,6623050,309,0,4
BUENOS AIRES,PERGAMINO,JUAN ANCHORENA  (EST. URQUIZA),WIRELESS,6623050,15,0,9
BUENOS AIRES,PERGAMINO,LA VIOLETA,ADSL,6623060,346,0,0
BUENOS AIRES,PERGAMINO,MANUEL OCAMPO,FIBRA OPTICA,6623070,448,0,4
BUENOS AIRES,PERGAMINO,MANUEL OCAMPO,WIRELESS,6623070,44,0,9
BUENOS AIRES,PERGAMINO,MARIANO H. ALFONZO  (EST. SAN PATRICIO),FIBRA OPTICA,6623090,300,0,4
BUENOS AIRES,PERGAMINO,MARIANO H. ALFONZO  (EST. SAN PATRICIO),SATELITAL,6623090,1,0,7
BUENOS AIRES,PERGAMINO,PERGAMINO,ADSL,6623100,1998,0,0
BUENOS AIRES,PERGAMINO,PERGAMINO,CABLEMODEM,6623100,19317,0,1
BUENOS AIRES,PERGAMINO,PERGAMINO,DIAL UP,6623100,77,0,3
BUENOS AIRES,PERGAMINO,PERGAMINO,FIBRA OPTICA,6623100,2193,0,4
BUENOS AIRES,PERGAMINO,PERGAMINO,SATELITAL,6623100,3,0,7
BUENOS AIRES,PERGAMINO,PERGAMINO,WIRELESS,6623100,2753,0,9
BUENOS AIRES,PERGAMINO,PINZÓN,WIRELESS,6623110,1,0,9
BUENOS AIRES,PERGAMINO,RANCAGUA,ADSL,6623120,109,0,0
BUENOS AIRES,PERGAMINO,RANCAGUA,FIBRA OPTICA,6623120,102,0,4
BUENOS AIRES,PERGAMINO,VILLA ANGÉLICA  (EST. EL SOCORRO),CABLEMODEM,6623130,3,0,1
BUENOS AIRES,PERGAMINO,VILLA SAN JOSÉ,FIBRA OPTICA,6623140,3,0,4
BUENOS AIRES,PILA,CASALINS,WIRELESS,6630010,5,0,9
BUENOS AIRES,PILA,PILA,DIAL UP,6630020,1,0,3
BUENOS AIRES,PILA,PILA,FIBRA OPTICA,6630020,23,0,4
BUENOS AIRES,PILA,PILA,WIRELESS,6630020,51,0,9
BUENOS AIRES,PILAR,DEL VISO,ADSL,6638040,18818,0,0
BUENOS AIRES,PILAR,DEL VISO,CABLEMODEM,6638040,3898,0,1
BUENOS AIRES,PILAR,DEL VISO,FIBRA OPTICA,6638040,17,0,4
BUENOS AIRES,PILAR,DEL VISO,Otros,6638040,1,0,6
BUENOS AIRES,PILAR,DEL VISO,WIRELESS,6638040,553,0,9
BUENOS AIRES,PILAR,FÁTIMA,ADSL,6638040,270,0,0
BUENOS AIRES,PILAR,FÁTIMA,CABLEMODEM,6638040,311,0,1
BUENOS AIRES,PILAR,FÁTIMA,FIBRA OPTICA,6638040,2692,0,4
BUENOS AIRES,PILAR,FÁTIMA,WIRELESS,6638040,1,0,9
BUENOS AIRES,PILAR,LA LONJA,ADSL,6638040,3210,0,0
BUENOS AIRES,PILAR,LA LONJA,CABLEMODEM,6638040,1592,0,1
BUENOS AIRES,PILAR,LA LONJA,FIBRA OPTICA,6638040,240,0,4
BUENOS AIRES,PILAR,LA LONJA,WIRELESS,6638040,467,0,9
BUENOS AIRES,PILAR,MANUEL ALBERTI,CABLEMODEM,6638040,1935,0,1
BUENOS AIRES,PILAR,MANUEL ALBERTI,FIBRA OPTICA,6638040,655,0,4
BUENOS AIRES,PILAR,MANZANARES,CABLEMODEM,6638040,992,0,1
BUENOS AIRES,PILAR,MANZANARES,FIBRA OPTICA,6638040,4,0,4
BUENOS AIRES,PILAR,MANZANARES,WIRELESS,6638040,3,0,9
BUENOS AIRES,PILAR,MAQUINISTA F. SAVIO (OESTE),WIRELESS,6638040,54,0,9
BUENOS AIRES,PILAR,OTROS,CABLEMODEM,0,1,0,1
BUENOS AIRES,PILAR,OTROS,FIBRA OPTICA,0,5,0,4
BUENOS AIRES,PILAR,OTROS,WIRELESS,0,268,0,9
BUENOS AIRES,PILAR,PILAR,ADSL,6638040,2136,0,0
BUENOS AIRES,PILAR,PILAR,Cablemodem,6638040,33023,0,2
BUENOS AIRES,PILAR,PILAR,DIAL UP,6638040,33,0,3
BUENOS AIRES,PILAR,PILAR,FIBRA OPTICA,6638040,14078,0,4
BUENOS AIRES,PILAR,PILAR,Otros,6638040,1082,0,6
BUENOS AIRES,PILAR,PILAR,SATELITAL,6638040,4,0,7
BUENOS AIRES,PILAR,PILAR,WIMAX,6638040,90,0,8
BUENOS AIRES,PILAR,PILAR,WIRELESS,6638040,627,0,9
BUENOS AIRES,PILAR,PRESIDENTE DERQUI,ADSL,6638040,1565,0,0
BUENOS AIRES,PILAR,PRESIDENTE DERQUI,CABLEMODEM,6638040,6305,0,1
BUENOS AIRES,PILAR,PRESIDENTE DERQUI,FIBRA OPTICA,6638040,143,0,4
BUENOS AIRES,PILAR,PRESIDENTE DERQUI,WIRELESS,6638040,604,0,9
BUENOS AIRES,PILAR,SANTA TERESA,SATELITAL,6638040,2,0,7
BUENOS AIRES,PILAR,TORTUGUITAS,FIBRA OPTICA,6638040,2,0,4
BUENOS AIRES,PILAR,TORTUGUITAS,SATELITAL,6638040,2,0,7
BUENOS AIRES,PILAR,TORTUGUITAS,WIRELESS,6638040,3,0,9
BUENOS AIRES,PILAR,VILLA ASTOLFI,CABLEMODEM,6638040,1517,0,1
BUENOS AIRES,PILAR,VILLA ASTOLFI,FIBRA OPTICA,6638040,2,0,4
BUENOS AIRES,PILAR,VILLA ASTOLFI,WIRELESS,6638040,9,0,9
BUENOS AIRES,PILAR,VILLA ROSA,ADSL,6638040,322,0,0
BUENOS AIRES,PILAR,VILLA ROSA,CABLEMODEM,6638040,7072,0,1
BUENOS AIRES,PILAR,VILLA ROSA,DIAL UP,6638040,3,0,3
BUENOS AIRES,PILAR,VILLA ROSA,FIBRA OPTICA,6638040,2306,0,4
BUENOS AIRES,PILAR,VILLA ROSA,WIMAX,6638040,360,0,8
BUENOS AIRES,PILAR,VILLA ROSA,WIRELESS,6638040,441,0,9
BUENOS AIRES,PILAR,ZELAYA,ADSL,6638040,4,0,0
BUENOS AIRES,PILAR,ZELAYA,CABLEMODEM,6638040,13,0,1
BUENOS AIRES,PILAR,ZELAYA,Otros,6638040,2,0,6
BUENOS AIRES,PILAR,ZELAYA,WIRELESS,6638040,5,0,9
BUENOS AIRES,PINAMAR,PINAMAR,ADSL,6644010,6062,0,0
BUENOS AIRES,PINAMAR,PINAMAR,CABLEMODEM,6644010,3288,0,1
BUENOS AIRES,PINAMAR,PINAMAR,FIBRA OPTICA,6644010,18134,0,4
BUENOS AIRES,PINAMAR,PINAMAR,Otros,6644010,1000,0,6
BUENOS AIRES,PINAMAR,PINAMAR,SATELITAL,6644010,3,0,7
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,ADSL,6648010,20,0,0
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,CABLEMODEM,6648010,11448,0,1
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,DIAL UP,6648010,8,0,3
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,FIBRA OPTICA,6648010,8778,0,4
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,Otros,6648010,8,0,6
BUENOS AIRES,PRESIDENTE PERÓN,GUERNICA,WIRELESS,6648010,112,0,9
BUENOS AIRES,PUÁN,BORDENAVE,FIBRA OPTICA,6651020,172,0,4
BUENOS AIRES,PUÁN,BORDENAVE,SATELITAL,6651020,1,0,7
BUENOS AIRES,PUÁN,BORDENAVE,WIRELESS,6651020,159,0,9
BUENOS AIRES,PUÁN,DARREGUEIRA,ADSL,6651030,205,0,0
BUENOS AIRES,PUÁN,DARREGUEIRA,CABLEMODEM,6651030,946,0,1
BUENOS AIRES,PUÁN,DARREGUEIRA,DIAL UP,6651030,1,0,3
BUENOS AIRES,PUÁN,DARREGUEIRA,FIBRA OPTICA,6651030,1110,0,4
BUENOS AIRES,PUÁN,DARREGUEIRA,WIRELESS,6651030,87,0,9
BUENOS AIRES,PUÁN,PUÁN,CABLEMODEM,6651080,2098,0,1
BUENOS AIRES,PUÁN,PUÁN,FIBRA OPTICA,6651080,1,0,4
BUENOS AIRES,PUÁN,PUÁN,SATELITAL,6651080,1,0,7
BUENOS AIRES,PUÁN,PUÁN,WIRELESS,6651080,92,0,9
BUENOS AIRES,PUÁN,SAN GERMÁN,WIRELESS,6651090,53,0,9
BUENOS AIRES,PUÁN,VILLA IRIS,FIBRA OPTICA,6651110,672,0,4
BUENOS AIRES,PUÁN,VILLA IRIS,Otros,6651110,5,0,6
BUENOS AIRES,PUÁN,VILLA IRIS,WIRELESS,6651110,202,0,9
BUENOS AIRES,PUNTA INDIO,PIPINAS,CABLEMODEM,6655030,114,0,1
BUENOS AIRES,PUNTA INDIO,PUNTA INDIO,WIRELESS,6655040,115,0,9
BUENOS AIRES,PUNTA INDIO,VERÓNICA,ADSL,6655050,178,0,0
BUENOS AIRES,PUNTA INDIO,VERÓNICA,CABLEMODEM,6655050,816,0,1
BUENOS AIRES,PUNTA INDIO,VERÓNICA,FIBRA OPTICA,6655050,6,0,4
BUENOS AIRES,QUILMES,BERNAL,ADSL,6658010,12,0,0
BUENOS AIRES,QUILMES,BERNAL,CABLEMODEM,6658010,20856,0,1
BUENOS AIRES,QUILMES,BERNAL,DIAL UP,6658010,67,0,3
BUENOS AIRES,QUILMES,BERNAL,FIBRA OPTICA,6658010,10510,0,4
BUENOS AIRES,QUILMES,BERNAL,Otros,6658010,7,0,6
BUENOS AIRES,QUILMES,BERNAL,SATELITAL,6658010,1,0,7
BUENOS AIRES,QUILMES,BERNAL OESTE,ADSL,6658010,48,0,0
BUENOS AIRES,QUILMES,BERNAL OESTE,CABLEMODEM,6658010,3865,0,1
BUENOS AIRES,QUILMES,BERNAL OESTE,DIAL UP,6658010,3,0,3
BUENOS AIRES,QUILMES,BERNAL OESTE,FIBRA OPTICA,6658010,1819,0,4
BUENOS AIRES,QUILMES,BERNAL OESTE,Otros,6658010,28,0,6
BUENOS AIRES,QUILMES,DON BOSCO,CABLEMODEM,6658010,2966,0,1
BUENOS AIRES,QUILMES,DON BOSCO,FIBRA OPTICA,6658010,25,0,4
BUENOS AIRES,QUILMES,DON BOSCO,Otros,6658010,1,0,6
BUENOS AIRES,QUILMES,EZPELETA,ADSL,6658010,2,0,0
BUENOS AIRES,QUILMES,EZPELETA,CABLEMODEM,6658010,12410,0,1
BUENOS AIRES,QUILMES,EZPELETA,DIAL UP,6658010,7,0,3
BUENOS AIRES,QUILMES,EZPELETA,FIBRA OPTICA,6658010,3384,0,4
BUENOS AIRES,QUILMES,EZPELETA,Otros,6658010,16,0,6
BUENOS AIRES,QUILMES,EZPELETA,WIRELESS,6658010,319,0,9
BUENOS AIRES,QUILMES,EZPELETA OESTE,ADSL,6658010,2,0,0
BUENOS AIRES,QUILMES,EZPELETA OESTE,CABLEMODEM,6658010,1481,0,1
BUENOS AIRES,QUILMES,EZPELETA OESTE,DIAL UP,6658010,8,0,3
BUENOS AIRES,QUILMES,EZPELETA OESTE,FIBRA OPTICA,6658010,4485,0,4
BUENOS AIRES,QUILMES,EZPELETA OESTE,Otros,6658010,16,0,6
BUENOS AIRES,QUILMES,QUILMES,ADSL,6658010,56,0,0
BUENOS AIRES,QUILMES,QUILMES,CABLEMODEM,6658010,47481,0,1
BUENOS AIRES,QUILMES,QUILMES,DIAL UP,6658010,74,0,3
BUENOS AIRES,QUILMES,QUILMES,FIBRA OPTICA,6658010,13382,0,4
BUENOS AIRES,QUILMES,QUILMES,Otros,6658010,96,0,6
BUENOS AIRES,QUILMES,QUILMES,SATELITAL,6658010,2,0,7
BUENOS AIRES,QUILMES,QUILMES,WIRELESS,6658010,141,0,9
BUENOS AIRES,QUILMES,QUILMES OESTE,ADSL,6658010,44,0,0
BUENOS AIRES,QUILMES,QUILMES OESTE,CABLEMODEM,6658010,7718,0,1
BUENOS AIRES,QUILMES,QUILMES OESTE,DIAL UP,6658010,48,0,3
BUENOS AIRES,QUILMES,QUILMES OESTE,FIBRA OPTICA,6658010,14282,0,4
BUENOS AIRES,QUILMES,QUILMES OESTE,Otros,6658010,40,0,6
BUENOS AIRES,QUILMES,QUILMES OESTE,WIRELESS,6658010,2,0,9
BUENOS AIRES,QUILMES,SAN FRANCISCO SOLANO,ADSL,6658010,1,0,0
BUENOS AIRES,QUILMES,SAN FRANCISCO SOLANO,CABLEMODEM,6658010,11410,0,1
BUENOS AIRES,QUILMES,SAN FRANCISCO SOLANO,FIBRA OPTICA,6658010,15,0,4
BUENOS AIRES,QUILMES,SAN FRANCISCO SOLANO,Otros,6658010,30,0,6
BUENOS AIRES,QUILMES,SAN FRANCISCO SOLANO,WIRELESS,6658010,114,0,9
BUENOS AIRES,QUILMES,VILLA LA FLORIDA,ADSL,6658010,2,0,0
BUENOS AIRES,QUILMES,VILLA LA FLORIDA,CABLEMODEM,6658010,5346,0,1
BUENOS AIRES,QUILMES,VILLA LA FLORIDA,DIAL UP,6658010,5,0,3
BUENOS AIRES,QUILMES,VILLA LA FLORIDA,FIBRA OPTICA,6658010,6519,0,4
BUENOS AIRES,QUILMES,VILLA LA FLORIDA,WIRELESS,6658010,114,0,9
BUENOS AIRES,RAMALLO,EL PARAÍSO,ADSL,6665010,17,0,0
BUENOS AIRES,RAMALLO,EL PARAÍSO,FIBRA OPTICA,6665010,63,0,4
BUENOS AIRES,RAMALLO,EL PARAÍSO,WIRELESS,6665010,39,0,9
BUENOS AIRES,RAMALLO,PÉREZ MILLÁN,FIBRA OPTICA,6665030,1,0,4
BUENOS AIRES,RAMALLO,RAMALLO,ADSL,6665040,347,0,0
BUENOS AIRES,RAMALLO,RAMALLO,CABLEMODEM,6665040,1312,0,1
BUENOS AIRES,RAMALLO,RAMALLO,FIBRA OPTICA,6665040,2060,0,4
BUENOS AIRES,RAMALLO,RAMALLO,SATELITAL,6665040,1,0,7
BUENOS AIRES,RAMALLO,RAMALLO,WIRELESS,6665040,642,0,9
BUENOS AIRES,RAMALLO,VILLA RAMALLO,ADSL,6665060,506,0,0
BUENOS AIRES,RAMALLO,VILLA RAMALLO,CABLEMODEM,6665060,2248,0,1
BUENOS AIRES,RAMALLO,VILLA RAMALLO,FIBRA OPTICA,6665060,226,0,4
BUENOS AIRES,RAMALLO,VILLA RAMALLO,WIRELESS,6665060,139,0,9
BUENOS AIRES,RAUCH,OTROS,WIRELESS,0,15,0,9
BUENOS AIRES,RAUCH,RAUCH,ADSL,6672010,896,0,0
BUENOS AIRES,RAUCH,RAUCH,DIAL UP,6672010,6,0,3
BUENOS AIRES,RAUCH,RAUCH,FIBRA OPTICA,6672010,514,0,4
BUENOS AIRES,RAUCH,RAUCH,SATELITAL,6672010,1,0,7
BUENOS AIRES,RAUCH,RAUCH,WIRELESS,6672010,93,0,9
BUENOS AIRES,RIVADAVIA,AMÉRICA,ADSL,6679010,565,0,0
BUENOS AIRES,RIVADAVIA,AMÉRICA,CABLEMODEM,6679010,928,0,1
BUENOS AIRES,RIVADAVIA,AMÉRICA,FIBRA OPTICA,6679010,1023,0,4
BUENOS AIRES,RIVADAVIA,AMÉRICA,Otros,6679010,344,0,6
BUENOS AIRES,RIVADAVIA,AMÉRICA,SATELITAL,6679010,1,0,7
BUENOS AIRES,RIVADAVIA,AMÉRICA,WIRELESS,6679010,810,0,9
BUENOS AIRES,RIVADAVIA,FORTÍN OLAVARRÍA,ADSL,6679020,272,0,0
BUENOS AIRES,RIVADAVIA,FORTÍN OLAVARRÍA,FIBRA OPTICA,6679020,142,0,4
BUENOS AIRES,RIVADAVIA,FORTÍN OLAVARRÍA,Otros,6679020,69,0,6
BUENOS AIRES,RIVADAVIA,GONZÁLEZ MORENO,WIRELESS,6679030,1,0,9
BUENOS AIRES,RIVADAVIA,SANSINENA,FIBRA OPTICA,6679070,140,0,4
BUENOS AIRES,RIVADAVIA,SANSINENA,Otros,6679070,62,0,6
BUENOS AIRES,RIVADAVIA,SANSINENA,WIRELESS,6679070,175,0,9
BUENOS AIRES,ROJAS,LAS CARABELAS,FIBRA OPTICA,6686020,195,0,4
BUENOS AIRES,ROJAS,LAS CARABELAS,SATELITAL,6686020,1,0,7
BUENOS AIRES,ROJAS,LAS CARABELAS,WIRELESS,6686020,47,0,9
BUENOS AIRES,ROJAS,RAFAEL OBLIGADO,WIRELESS,6686040,26,0,9
BUENOS AIRES,ROJAS,ROJAS,ADSL,6686060,522,0,0
BUENOS AIRES,ROJAS,ROJAS,CABLEMODEM,6686060,3777,0,1
BUENOS AIRES,ROJAS,ROJAS,DIAL UP,6686060,2,0,3
BUENOS AIRES,ROJAS,ROJAS,FIBRA OPTICA,6686060,1152,0,4
BUENOS AIRES,ROJAS,ROJAS,WIRELESS,6686060,1479,0,9
BUENOS AIRES,ROQUE PÉREZ,CARLOS BEGUERIE,FIBRA OPTICA,6693010,181,0,4
BUENOS AIRES,ROQUE PÉREZ,CARLOS BEGUERIE,WIRELESS,6693010,32,0,9
BUENOS AIRES,ROQUE PÉREZ,ROQUE PÉREZ,ADSL,6693020,157,0,0
BUENOS AIRES,ROQUE PÉREZ,ROQUE PÉREZ,CABLEMODEM,6693020,560,0,1
BUENOS AIRES,ROQUE PÉREZ,ROQUE PÉREZ,DIAL UP,6693020,1,0,3
BUENOS AIRES,ROQUE PÉREZ,ROQUE PÉREZ,FIBRA OPTICA,6693020,1749,0,4
BUENOS AIRES,ROQUE PÉREZ,ROQUE PÉREZ,WIRELESS,6693020,278,0,9
BUENOS AIRES,SAAVEDRA,ARROYO CORTO,FIBRA OPTICA,6700010,259,0,4
BUENOS AIRES,SAAVEDRA,ESPARTILLAR,FIBRA OPTICA,6700040,314,0,4
BUENOS AIRES,SAAVEDRA,ESPARTILLAR,WIRELESS,6700040,79,0,9
BUENOS AIRES,SAAVEDRA,GOYENA,FIBRA OPTICA,6700050,44,0,4
BUENOS AIRES,SAAVEDRA,PIGÜÉ,ADSL,6700060,164,0,0
BUENOS AIRES,SAAVEDRA,PIGÜÉ,DIAL UP,6700060,3,0,3
BUENOS AIRES,SAAVEDRA,PIGÜÉ,FIBRA OPTICA,6700060,5107,0,4
BUENOS AIRES,SAAVEDRA,SAAVEDRA,FIBRA OPTICA,6700070,9,0,4
BUENOS AIRES,SAAVEDRA,SAAVEDRA,WIRELESS,6700070,23,0,9
BUENOS AIRES,SALADILLO,ALVAREZ DE TOLEDO,FIBRA OPTICA,6707010,40,0,4
BUENOS AIRES,SALADILLO,CAZÓN,FIBRA OPTICA,6707030,45,0,4
BUENOS AIRES,SALADILLO,DEL CARRIL,WIRELESS,6707040,2,0,9
BUENOS AIRES,SALADILLO,SALADILLO,ADSL,6707060,548,0,0
BUENOS AIRES,SALADILLO,SALADILLO,CABLEMODEM,6707060,4595,0,1
BUENOS AIRES,SALADILLO,SALADILLO,FIBRA OPTICA,6707060,4325,0,4
BUENOS AIRES,SALADILLO,SALADILLO,Otros,6707060,47,0,6
BUENOS AIRES,SALADILLO,SALADILLO,SATELITAL,6707060,1,0,7
BUENOS AIRES,SALADILLO,SALADILLO,WIRELESS,6707060,392,0,9
BUENOS AIRES,SALLIQUELÓ,QUENUMÁ,Otros,6721010,36,0,6
BUENOS AIRES,SALLIQUELÓ,SALLIQUELÓ,ADSL,6721020,128,0,0
BUENOS AIRES,SALLIQUELÓ,SALLIQUELÓ,DIAL UP,6721020,3,0,3
BUENOS AIRES,SALLIQUELÓ,SALLIQUELÓ,SATELITAL,6721020,2,0,7
BUENOS AIRES,SALTO,ARROYO DULCE,ADSL,6714010,438,0,0
BUENOS AIRES,SALTO,ARROYO DULCE,FIBRA OPTICA,6714010,51,0,4
BUENOS AIRES,SALTO,ARROYO DULCE,WIRELESS,6714010,37,0,9
BUENOS AIRES,SALTO,GAHAN,ADSL,6714030,181,0,0
BUENOS AIRES,SALTO,GAHAN,WIMAX,6714030,10,0,8
BUENOS AIRES,SALTO,INÉS INDART,FIBRA OPTICA,6714040,15,0,4
BUENOS AIRES,SALTO,INÉS INDART,Otros,6714040,189,0,6
BUENOS AIRES,SALTO,INÉS INDART,WIRELESS,6714040,41,0,9
BUENOS AIRES,SALTO,LA INVENCIBLE,WIRELESS,6714050,28,0,9
BUENOS AIRES,SALTO,SALTO,ADSL,6714060,781,0,0
BUENOS AIRES,SALTO,SALTO,CABLEMODEM,6714060,1463,0,1
BUENOS AIRES,SALTO,SALTO,FIBRA OPTICA,6714060,8671,0,4
BUENOS AIRES,SALTO,SALTO,WIRELESS,6714060,677,0,9
BUENOS AIRES,SAN ANDRÉS DE GILES,AZCUÉNAGA,FIBRA OPTICA,6728010,55,0,4
BUENOS AIRES,SAN ANDRÉS DE GILES,AZCUÉNAGA,Otros,6728010,7,0,6
BUENOS AIRES,SAN ANDRÉS DE GILES,AZCUÉNAGA,WIRELESS,6728010,54,0,9
BUENOS AIRES,SAN ANDRÉS DE GILES,CUCULLÚ,Otros,6728020,218,0,6
BUENOS AIRES,SAN ANDRÉS DE GILES,CUCULLÚ,WIRELESS,6728020,24,0,9
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,ADSL,6728040,388,0,0
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,CABLEMODEM,6728040,787,0,1
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,DIAL UP,6728040,1,0,3
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,FIBRA OPTICA,6728040,3725,0,4
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,Otros,6728040,486,0,6
BUENOS AIRES,SAN ANDRÉS DE GILES,SAN ANDRÉS DE GILES,SATELITAL,6728040,1,0,7
BUENOS AIRES,SAN ANDRÉS DE GILES,SOLÍS,ADSL,6728050,46,0,0
BUENOS AIRES,SAN ANDRÉS DE GILES,SOLÍS,FIBRA OPTICA,6728050,261,0,4
BUENOS AIRES,SAN ANDRÉS DE GILES,SOLÍS,SATELITAL,6728050,1,0,7
BUENOS AIRES,SAN ANDRÉS DE GILES,SOLÍS,WIRELESS,6728050,107,0,9
BUENOS AIRES,SAN ANDRÉS DE GILES,VILLA ESPIL,WIRELESS,6728060,104,0,9
BUENOS AIRES,SAN ANDRÉS DE GILES,VILLA RUIZ,FIBRA OPTICA,6728070,140,0,4
BUENOS AIRES,SAN ANDRÉS DE GILES,VILLA RUIZ,WIRELESS,6728070,86,0,9
BUENOS AIRES,SAN ANTONIO DE ARECO,DUGGAN,FIBRA OPTICA,6735010,231,0,4
BUENOS AIRES,SAN ANTONIO DE ARECO,DUGGAN,WIRELESS,6735010,278,0,9
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,ADSL,6735020,965,0,0
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,CABLEMODEM,6735020,2007,0,1
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,DIAL UP,6735020,5,0,3
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,FIBRA OPTICA,6735020,3273,0,4
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,SATELITAL,6735020,1,0,7
BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO,WIRELESS,6735020,2223,0,9
BUENOS AIRES,SAN ANTONIO DE ARECO,VILLA LÍA,ADSL,6735030,165,0,0
BUENOS AIRES,SAN ANTONIO DE ARECO,VILLA LÍA,FIBRA OPTICA,6735030,362,0,4
BUENOS AIRES,SAN ANTONIO DE ARECO,VILLA LÍA,WIRELESS,6735030,56,0,9
BUENOS AIRES,SAN CAYETANO,BALNEARIO SAN CAYETANO,FIBRA OPTICA,6742010,135,0,4
BUENOS AIRES,SAN CAYETANO,BALNEARIO SAN CAYETANO,WIRELESS,6742010,1,0,9
BUENOS AIRES,SAN CAYETANO,OCHANDÍO,WIRELESS,6742020,15,0,9
BUENOS AIRES,SAN CAYETANO,SAN CAYETANO,ADSL,6742030,116,0,0
BUENOS AIRES,SAN CAYETANO,SAN CAYETANO,CABLEMODEM,6742030,1054,0,1
BUENOS AIRES,SAN CAYETANO,SAN CAYETANO,FIBRA OPTICA,6742030,902,0,4
BUENOS AIRES,SAN CAYETANO,SAN CAYETANO,WIRELESS,6742030,268,0,9
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,ADSL,6749010,865,0,0
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,CABLEMODEM,6749010,14853,0,1
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,DIAL UP,6749010,2,0,3
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,FIBRA OPTICA,6749010,12915,0,4
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,Otros,6749010,13,0,6
BUENOS AIRES,SAN FERNANDO,SAN FERNANDO,WIRELESS,6749010,109,0,9
BUENOS AIRES,SAN FERNANDO,VICTORIA,ADSL,6749010,513,0,0
BUENOS AIRES,SAN FERNANDO,VICTORIA,CABLEMODEM,6749010,11811,0,1
BUENOS AIRES,SAN FERNANDO,VICTORIA,DIAL UP,6749010,2,0,3
BUENOS AIRES,SAN FERNANDO,VICTORIA,FIBRA OPTICA,6749010,5077,0,4
BUENOS AIRES,SAN FERNANDO,VICTORIA,Otros,6749010,5,0,6
BUENOS AIRES,SAN FERNANDO,VICTORIA,SATELITAL,6749010,2,0,7
BUENOS AIRES,SAN FERNANDO,VICTORIA,WIRELESS,6749010,1,0,9
BUENOS AIRES,SAN FERNANDO,VIRREYES,ADSL,6749010,88,0,0
BUENOS AIRES,SAN FERNANDO,VIRREYES,CABLEMODEM,6749010,6363,0,1
BUENOS AIRES,SAN FERNANDO,VIRREYES,FIBRA OPTICA,6749010,4943,0,4
