Año,Trimestre,Provincia,Hasta 512 Kbps,De 512 Kbps a 1 Mbps,De 1 Mbps a 6 Mbps,De 6 Mbps a 10 Mbps,De 10 Mbps a 20 Mbps,De 20 Mbps a 30 Mbps,De 30 Mbps,Otros,Total,Trimestre_Label
2015,4,LA PAMPA,592,12951,48798,16,63,49,10,0.0,62479,Q4
2015,4,LA RIOJA,10,3638,9127,2937,1215,2,3,0.0,16932,Q4
2015,4,MENDOZA,241,23,174719,38,41,5,13,0.0,175080,Q4
2015,4,MISIONES,959,9169,51029,17281,13690,675,52,0.0,92855,Q4
2015,4,NEUQUÉN,1727,2061,89678,455,7934,9,175,0.0,102039,Q4
2015,4,RÍO NEGRO,3282,4473,89062,201,4024,5,75,0.0,101122,Q4
2015,4,SALTA,1122,11387,65677,17139,6507,99,5,0.0,101936,Q4
2015,4,SAN JUAN,9,386,55761,0,0,0,2,0.0,56158,Q4
2015,4,SAN LUIS,8,4,13473,0,0,1,2,0.0,13488,Q4
2015,4,SANTA CRUZ,188,26,32338,3,0,0,0,0.0,32555,Q4
2015,4,SANTA FE,6659,75770,361264,60985,51258,3079,1189,0.0,560204,Q4
2015,4,SANTIAGO DEL ESTERO,703,7836,23074,5669,1856,0,0,0.0,39138,Q4
2015,4,TIERRA DEL FUEGO,16,285,32662,0,0,0,0,0.0,32963,Q4
2015,4,TUCUMÁN,107,21800,83887,29942,9507,837,0,0.0,146080,Q4
2015,3,BUENOS AIRES,8361,107351,2266948,262563,200490,2642,7720,0.0,2856077,Q3
2015,3,CABA,2448,49339,942524,159618,175594,2027,10022,0.0,1341574,Q3
2015,3,CATAMARCA,15,6871,14206,4143,812,43,1,0.0,26091,Q3
2015,3,CHACO,240,10353,47131,19016,7498,979,157,0.0,85374,Q3
2015,3,CHUBUT,641,5886,71668,167,0,0,0,0.0,78362,Q3
2015,3,CÓRDOBA,150,68765,429787,61109,59372,2582,1048,0.0,622813,Q3
2015,3,CORRIENTES,33,11921,48127,18168,6111,453,146,0.0,84959,Q3
2015,3,ENTRE RÍOS,2863,20385,103990,34788,9924,384,153,0.0,172487,Q3
2015,3,FORMOSA,1862,6521,14354,2791,1842,379,2,0.0,27751,Q3
2015,3,JUJUY,2549,9278,21588,5169,966,0,0,0.0,39550,Q3
2015,3,LA PAMPA,613,13087,47660,9,55,39,10,0.0,61473,Q3
2015,3,LA RIOJA,10,3840,9102,2984,832,0,3,0.0,16771,Q3
2015,3,MENDOZA,256,25,173430,45,18,5,13,0.0,173792,Q3
2015,3,MISIONES,958,9809,51234,17367,11654,559,43,0.0,91624,Q3
2015,3,NEUQUÉN,1733,2124,85044,210,6599,2,155,0.0,95867,Q3
2015,3,RÍO NEGRO,3372,4457,88691,99,3826,1,62,0.0,100508,Q3
2015,3,SALTA,1126,12223,65405,17451,4318,61,5,0.0,100589,Q3
2015,3,SAN JUAN,9,391,54963,0,0,0,2,0.0,55365,Q3
2015,3,SAN LUIS,9,4,13286,0,0,1,2,0.0,13302,Q3
2015,3,SANTA CRUZ,190,25,32266,2,0,0,0,0.0,32483,Q3
2015,3,SANTA FE,6767,80817,363177,59531,42021,2320,1133,0.0,555766,Q3
2015,3,SANTIAGO DEL ESTERO,703,8332,23158,5956,1249,0,0,0.0,39398,Q3
2015,3,TIERRA DEL FUEGO,15,285,36408,2,0,0,0,0.0,36710,Q3
2015,3,TUCUMÁN,107,23687,83654,29998,6232,623,0,0.0,144301,Q3
2015,2,BUENOS AIRES,8714,137188,2299705,243502,159921,2009,6712,0.0,2857754,Q2
2015,2,CABA,2493,51799,990111,148569,142976,1482,9258,0.0,1346689,Q2
2015,2,CATAMARCA,15,7253,14003,3776,593,37,1,0.0,25678,Q2
2015,2,CHACO,288,11058,47551,17675,6337,788,149,0.0,83846,Q2
2015,2,CHUBUT,656,6032,55791,168,0,0,0,0.0,62647,Q2
2015,2,CÓRDOBA,156,72695,434717,54993,46415,1956,903,0.0,611835,Q2
2015,2,CORRIENTES,34,12542,48015,17184,5039,379,126,0.0,83319,Q2
2015,2,ENTRE RÍOS,2864,21986,104043,32293,7867,354,136,0.0,169543,Q2
2015,2,FORMOSA,1881,6907,14247,2436,1324,257,1,0.0,27053,Q2
2015,2,JUJUY,2479,9474,20248,4792,730,0,0,0.0,37723,Q2
2015,2,LA PAMPA,5737,8182,46235,27,24,25,10,0.0,60240,Q2
2015,2,LA RIOJA,10,4082,9093,2680,641,0,3,0.0,16509,Q2
2015,2,MENDOZA,268,26,170451,42,16,5,13,0.0,170821,Q2
2015,2,MISIONES,958,10360,51671,15022,10072,408,33,0.0,88524,Q2
2015,2,NEUQUÉN,1755,2348,82727,214,5168,2,110,0.0,92324,Q2
2015,2,RÍO NEGRO,3413,4525,87362,97,3240,1,51,0.0,98689,Q2
2015,2,SALTA,1123,13020,64737,16241,3114,29,5,0.0,98269,Q2
2015,2,SAN JUAN,8,410,51568,0,0,0,2,0.0,51988,Q2
2015,2,SAN LUIS,9,4,13204,0,0,1,2,0.0,13220,Q2
2015,2,SANTA CRUZ,210,25,25519,2,0,0,0,0.0,25756,Q2
2015,2,SANTA FE,6827,86016,364441,53205,33894,1856,1014,0.0,547253,Q2
2015,2,SANTIAGO DEL ESTERO,703,8779,23456,5553,888,0,0,0.0,39379,Q2
2015,2,TIERRA DEL FUEGO,15,285,36073,2,0,0,0,0.0,36375,Q2
2015,2,TUCUMÁN,107,25178,83462,26966,4502,455,0,0.0,140670,Q2
2015,1,BUENOS AIRES,8882,123588,2267851,220070,126958,1560,5700,0.0,2754611,Q1
2015,1,CABA,2545,59084,1013510,134150,114568,1195,8401,0.0,1333455,Q1
2015,1,CATAMARCA,13,7634,13754,3202,517,9,1,0.0,25130,Q1
2015,1,CHACO,26,12053,47425,15883,5346,489,135,0.0,81357,Q1
2015,1,CHUBUT,651,6176,57333,102,0,0,0,0.0,64262,Q1
2015,1,CÓRDOBA,157,78427,432802,46574,37443,1615,815,0.0,597833,Q1
2015,1,CORRIENTES,36,13295,47842,15554,4424,235,98,0.0,81484,Q1
2015,1,ENTRE RÍOS,2867,23951,104168,28113,6926,274,119,0.0,166418,Q1
2015,1,FORMOSA,1891,7336,14413,2024,878,157,1,0.0,26700,Q1
2015,1,JUJUY,2458,9754,19858,3939,603,0,0,0.0,36612,Q1
2015,1,LA PAMPA,6059,8054,45038,26,10,13,10,0.0,59210,Q1
2015,1,LA RIOJA,11,4201,9379,2207,533,0,3,0.0,16334,Q1
2015,1,MENDOZA,287,24,169763,38,16,6,11,0.0,170145,Q1
2015,1,MISIONES,958,11136,51906,12387,8543,194,26,0.0,85150,Q1
2015,1,NEUQUÉN,1895,2577,80787,170,4067,2,76,0.0,89574,Q1
2015,1,RÍO NEGRO,3371,4913,86173,94,2632,2,42,0.0,97227,Q1
2015,1,SALTA,1123,14151,64992,13955,2569,15,5,0.0,96810,Q1
2015,1,SAN JUAN,8,445,51346,0,0,0,2,0.0,51801,Q1
2015,1,SAN LUIS,10,8,12720,0,1,0,2,0.0,12741,Q1
2015,1,SANTA CRUZ,205,27,26048,2,0,0,0,0.0,26282,Q1
2015,1,SANTA FE,6883,93096,360964,45270,27597,1542,900,0.0,536252,Q1
2015,1,SANTIAGO DEL ESTERO,701,9236,23136,4796,748,0,0,0.0,38617,Q1
2015,1,TIERRA DEL FUEGO,14,609,36319,2,0,0,0,0.0,36944,Q1
2015,1,TUCUMÁN,107,27143,83895,23061,3722,334,0,0.0,138262,Q1
2014,4,BUENOS AIRES,8226,132937,2250445,203620,104322,996,5406,0.0,2705953,Q4
2014,4,CABA,2698,62895,1038268,123450,95771,890,7997,0.0,1331972,Q4
2014,4,CATAMARCA,21,8047,14093,2910,421,0,1,0.0,25493,Q4
2014,4,CHACO,483,12837,42106,7908,2600,124,2,0.0,66060,Q4
2014,4,CHUBUT,1858,6218,60392,70,0,0,0,0.0,68538,Q4
2014,4,CÓRDOBA,1903,85362,427844,41947,30858,1177,782,0.0,589873,Q4
2014,4,CORRIENTES,40,13860,42182,7513,2106,0,9,0.0,65710,Q4
2014,4,ENTRE RÍOS,2311,27801,88649,18318,3584,1,66,0.0,140730,Q4
2014,4,FORMOSA,1947,7830,14058,1852,473,47,1,0.0,26208,Q4
2014,4,JUJUY,1880,10427,19740,3443,465,0,0,0.0,35955,Q4
2014,4,LA PAMPA,6266,6879,36520,26,5,4,10,0.0,49710,Q4
2014,4,LA RIOJA,9,4333,9728,1943,386,0,3,0.0,16402,Q4
2014,4,MENDOZA,303,19,169222,36,14,5,12,0.0,169611,Q4
2014,4,MISIONES,547,11840,53093,8731,2952,54,12,0.0,77229,Q4
2014,4,NEUQUÉN,1731,2744,80938,126,3621,2,66,0.0,89228,Q4
2014,4,RÍO NEGRO,3640,4723,85094,94,2319,4,30,0.0,95904,Q4
2014,4,SALTA,54,16214,63221,12552,1922,0,4,0.0,93967,Q4
2014,4,SAN JUAN,11,478,51628,0,0,0,2,0.0,52119,Q4
2014,4,SAN LUIS,9,0,13135,0,0,1,2,0.0,13147,Q4
2014,4,SANTA CRUZ,156,1400,24145,1,1,0,0,0.0,25703,Q4
2014,4,SANTA FE,8707,99962,359293,36718,21098,869,824,0.0,527471,Q4
2014,4,SANTIAGO DEL ESTERO,1246,8913,24181,4359,602,0,0,0.0,39301,Q4
2014,4,TIERRA DEL FUEGO,12,283,31489,2,0,0,0,0.0,31786,Q4
2014,4,TUCUMÁN,17,28746,85091,20631,2733,196,0,0.0,137414,Q4
2014,3,BUENOS AIRES,7355,128186,2281523,156693,68946,243,4232,0.0,2647180,Q3
2014,3,CABA,840,78016,1060145,102169,70907,94,6626,0.0,1318799,Q3
2014,3,CATAMARCA,19,8845,13790,1915,111,0,0,0.0,24680,Q3
2014,3,CHACO,398,14731,41934,5428,1274,5,0,0.0,63770,Q3
2014,3,CHUBUT,2013,6281,60771,34,0,0,0,0.0,69099,Q3
2014,3,CÓRDOBA,660,98992,435692,28992,18888,84,664,0.0,583972,Q3
2014,3,CORRIENTES,21,15448,41717,5181,1172,0,0,0.0,63539,Q3
2014,3,ENTRE RÍOS,1709,29710,91450,12569,1310,0,48,0.0,136796,Q3
2014,3,FORMOSA,2001,8323,14202,1324,85,0,0,0.0,25935,Q3
2014,3,JUJUY,127,10979,20216,2305,82,0,0,0.0,33709,Q3
2014,3,LA PAMPA,6458,6645,41009,24,5,4,10,0.0,54155,Q3
2014,3,LA RIOJA,10,4785,9720,1337,61,0,0,0.0,15913,Q3
2014,3,MENDOZA,35,0,167763,31,12,13,1,0.0,167855,Q3
2014,3,MISIONES,640,13637,53510,5928,1606,0,1,0.0,75322,Q3
2014,3,NEUQUÉN,1522,3099,80090,107,2865,10,27,0.0,87720,Q3
2014,3,RÍO NEGRO,3640,5189,86868,87,1944,8,9,0.0,97745,Q3
2014,3,SALTA,732,17481,66026,8314,388,0,0,0.0,92941,Q3
2014,3,SAN JUAN,8,487,51276,0,0,0,0,0.0,51771,Q3
2014,3,SAN LUIS,8,0,13029,0,0,3,0,0.0,13040,Q3
2014,3,SANTA CRUZ,195,1624,24248,1,1,0,0,0.0,26069,Q3
2014,3,SANTA FE,8230,112593,357615,23962,12124,38,806,0.0,515368,Q3
2014,3,SANTIAGO DEL ESTERO,791,9914,23826,2867,142,0,0,0.0,37540,Q3
2014,3,TIERRA DEL FUEGO,12,336,32348,2,0,0,0,0.0,32698,Q3
2014,3,TUCUMÁN,6,32716,84668,14101,559,4,0,0.0,132054,Q3
2014,2,BUENOS AIRES,6902,162273,2288771,140226,56548,284,4309,0.0,2659315,Q2
2014,2,CABA,847,81431,1078213,87358,56004,58,6427,0.0,1310340,Q2
2014,2,CATAMARCA,19,8844,13794,1915,111,0,0,0.0,24683,Q2
2014,2,CHACO,412,14854,41530,5418,1085,5,0,0.0,63304,Q2
2014,2,CHUBUT,2064,6582,61868,0,0,0,0,0.0,70514,Q2
2014,2,CÓRDOBA,2105,101598,429536,28698,14824,76,627,0.0,577464,Q2
2014,2,CORRIENTES,20,15563,41219,5199,956,0,0,0.0,62957,Q2
2014,2,ENTRE RÍOS,2187,32781,86757,12564,1162,0,44,0.0,135495,Q2
2014,2,FORMOSA,2032,8218,13944,1321,85,0,0,0.0,25600,Q2
2014,2,JUJUY,1873,11233,18851,2305,82,0,0,0.0,34344,Q2
2014,2,LA PAMPA,7032,6761,34089,18,5,4,10,0.0,47919,Q2
2014,2,LA RIOJA,10,4785,9719,1337,61,0,0,0.0,15912,Q2
2014,2,MENDOZA,35,6,166710,31,10,5,10,0.0,166807,Q2
2014,2,MISIONES,540,13644,53245,5924,1334,2,0,0.0,74689,Q2
2014,2,NEUQUÉN,1531,3206,79087,92,2289,2,30,0.0,86237,Q2
2014,2,RÍO NEGRO,3468,5507,84978,78,1569,2,8,0.0,95610,Q2
2014,2,SALTA,53,18818,64440,8293,388,0,0,0.0,91992,Q2
2014,2,SAN JUAN,10,507,51129,0,0,0,0,0.0,51646,Q2
2014,2,SAN LUIS,7,0,13045,0,0,1,2,0.0,13055,Q2
2014,2,SANTA CRUZ,153,1637,25374,2,0,0,0,0.0,27166,Q2
2014,2,SANTA FE,8515,115197,353559,23939,10058,34,792,0.0,512094,Q2
2014,2,SANTIAGO DEL ESTERO,1231,9914,23842,2867,142,0,0,0.0,37996,Q2
2014,2,TIERRA DEL FUEGO,12,334,31198,2,0,0,0,0.0,31546,Q2
2014,2,TUCUMÁN,6,32714,84675,14101,559,4,0,0.0,132059,Q2
2014,1,BUENOS AIRES,8469,171244,2279875,121787,38923,206,4037,0.0,2624542,Q1
2014,1,CABA,852,88825,1096050,70292,38797,54,6208,0.0,1301080,Q1
2014,1,CATAMARCA,19,9147,13330,1672,64,0,0,0.0,24232,Q1
2014,1,CHACO,438,15849,40869,4644,741,5,0,0.0,62546,Q1
2014,1,CHUBUT,7452,10,61329,0,0,0,0,0.0,68791,Q1
2014,1,CÓRDOBA,2076,107705,423114,24112,9818,40,588,0.0,567453,Q1
2014,1,CORRIENTES,20,16357,40742,4486,630,0,0,0.0,62235,Q1
2014,1,ENTRE RÍOS,2177,35206,85248,10828,746,0,43,0.0,134248,Q1
2014,1,FORMOSA,2062,8475,13685,1133,67,0,0,0.0,25422,Q1
2014,1,JUJUY,1832,11498,18415,2002,56,0,0,0.0,33803,Q1
2014,1,LA PAMPA,7434,6535,32501,17,5,4,10,0.0,46506,Q1
2014,1,LA RIOJA,10,5111,9390,1165,35,0,0,0.0,15711,Q1
2014,1,MENDOZA,35,6,166655,19,10,6,9,0.0,166740,Q1
2014,1,MISIONES,545,14460,52852,5139,958,0,0,0.0,73954,Q1
2014,1,NEUQUÉN,4133,987,77148,84,1582,2,22,0.0,83958,Q1
2014,1,RÍO NEGRO,4670,4618,84304,73,1062,1,8,0.0,94736,Q1
