Año,Trimestre,Provincia,Accesos por cada 100 hab,Trimestre_Label
2014,4,JUJUY,4,Q4
2014,4,LA PAMPA,16,Q4
2014,4,LA RIOJA,4,Q4
2014,4,MENDOZA,9,Q4
2014,4,MISIONES,6,Q4
2014,4,NEUQUÉN,15,Q4
2014,4,RÍO NEGRO,13,Q4
2014,4,SALTA,7,Q4
2014,4,SAN JUAN,7,Q4
2014,4,SAN LUIS,2,Q4
2014,4,SANTA CRUZ,8,Q4
2014,4,SANTA FE,15,Q4
2014,4,SANTIAGO DEL ESTERO,4,Q4
2014,4,TIERRA DEL FUEGO,19,Q4
2014,4,TUCUMÁN,8,Q4
2014,3,BUENOS AIRES,17,Q3
2014,3,CABA,43,Q3
2014,3,CATAMARCA,6,Q3
2014,3,CHACO,5,Q3
2014,3,CHUBUT,12,Q3
2014,3,CÓRDOBA,16,Q3
2014,3,CORRIENTES,5,Q3
2014,3,ENTRE RÍOS,10,Q3
2014,3,FORMOSA,4,Q3
2014,3,JUJUY,4,Q3
2014,3,LA PAMPA,18,Q3
2014,3,LA RIOJA,4,Q3
2014,3,MENDOZA,8,Q3
2014,3,MISIONES,6,Q3
2014,3,NEUQUÉN,16,Q3
2014,3,RÍO NEGRO,14,Q3
2014,3,SALTA,7,Q3
2014,3,SAN JUAN,7,Q3
2014,3,SAN LUIS,2,Q3
2014,3,SANTA CRUZ,8,Q3
2014,3,SANTA FE,15,Q3
2014,3,SANTIAGO DEL ESTERO,4,Q3
2014,3,TIERRA DEL FUEGO,19,Q3
2014,3,TUCUMÁN,8,Q3
2014,2,BUENOS AIRES,16,Q2
2014,2,CABA,42,Q2
2014,2,CATAMARCA,6,Q2
2014,2,CHACO,5,Q2
2014,2,CHUBUT,12,Q2
2014,2,CÓRDOBA,16,Q2
2014,2,CORRIENTES,5,Q2
2014,2,ENTRE RÍOS,10,Q2
2014,2,FORMOSA,4,Q2
2014,2,JUJUY,4,Q2
2014,2,LA PAMPA,16,Q2
2014,2,LA RIOJA,4,Q2
2014,2,MENDOZA,8,Q2
2014,2,MISIONES,6,Q2
2014,2,NEUQUÉN,15,Q2
2014,2,RÍO NEGRO,13,Q2
2014,2,SALTA,7,Q2
2014,2,SAN JUAN,7,Q2
2014,2,SAN LUIS,2,Q2
2014,2,SANTA CRUZ,8,Q2
2014,2,SANTA FE,15,Q2
2014,2,SANTIAGO DEL ESTERO,4,Q2
2014,2,TIERRA DEL FUEGO,19,Q2
2014,2,TUCUMÁN,8,Q2
2014,1,BUENOS AIRES,16,Q1
2014,1,CABA,42,Q1
2014,1,CATAMARCA,6,Q1
2014,1,CHACO,5,Q1
2014,1,CHUBUT,12,Q1
2014,1,CÓRDOBA,16,Q1
2014,1,CORRIENTES,5,Q1
2014,1,ENTRE RÍOS,10,Q1
2014,1,FORMOSA,4,Q1
2014,1,JUJUY,4,Q1
2014,1,LA PAMPA,15,Q1
2014,1,LA RIOJA,4,Q1
2014,1,MENDOZA,8,Q1
2014,1,MISIONES,6,Q1
2014,1,NEUQUÉN,14,Q1
2014,1,RÍO NEGRO,13,Q1
