país,Provincia,Partido,Localidad,link Indec,Velocidad (Mbps),Accesos,Provincia_encoded,Partido_encoded,Localidad_encoded
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,6.0,16.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,7.0,20.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,8.0,476.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,10.0,2127.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,15.0,350.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,20.0,464.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,30.0,125.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,40.0,22.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,50.0,15.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Las Flores,6455030,100.0,2.0,0,219,1406
Argentina,Buenos Aires,Las Flores,Pardo,6455040,5.0,4.0,0,219,1817
Argentina,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,0.0,1.0,0,223,53
Argentina,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,1.0,1.0,0,223,53
Argentina,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,3.0,1.0,0,223,53
Argentina,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,6.0,2.0,0,223,53
Argentina,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,10.0,1.0,0,223,53
Argentina,Buenos Aires,Leandro N. Alem,El Dorado,6462020,0.5,1.0,0,223,798
Argentina,Buenos Aires,Leandro N. Alem,El Dorado,6462020,4.0,68.0,0,223,798
Argentina,Buenos Aires,Leandro N. Alem,El Dorado,6462020,6.0,1.0,0,223,798
Argentina,Buenos Aires,Leandro N. Alem,El Dorado,6462020,12.0,39.0,0,223,798
Argentina,Buenos Aires,Leandro N. Alem,Fortín Acha,6462030,4.0,19.0,0,223,949
Argentina,Buenos Aires,Leandro N. Alem,Fortín Acha,6462030,6.0,1.0,0,223,949
Argentina,Buenos Aires,Leandro N. Alem,Fortín Acha,6462030,12.0,18.0,0,223,949
Argentina,Buenos Aires,Leandro N. Alem,Fortín Acha,6462030,14.0,1.0,0,223,949
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,0.0,5.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,3.0,457.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,4.0,4.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,10.0,248.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,12.0,6.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,14.0,2.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,20.0,395.0,0,223,1215
Argentina,Buenos Aires,Leandro N. Alem,Leandro N. Alem,6462050,4.0,4.0,0,223,1452
Argentina,Buenos Aires,Leandro N. Alem,Leandro N. Alem,6462050,6.0,136.0,0,223,1452
Argentina,Buenos Aires,Leandro N. Alem,Leandro N. Alem,6462050,12.0,12.0,0,223,1452
Argentina,Buenos Aires,Leandro N. Alem,Leandro N. Alem,6462050,14.0,4.0,0,223,1452
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,0.5,1.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,0.75,2.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,3.5,60.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,5.0,580.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,7.0,44.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,8.0,185.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,12.0,447.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,14.0,96.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,15.0,699.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,30.0,648.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,40.0,84.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,50.0,173.0,0,223,2482
Argentina,Buenos Aires,Leandro N. Alem,Vedia,6462060,60.0,24.0,0,223,2482
Argentina,Buenos Aires,Lincoln,Arenaza,6469010,3.0,293.0,0,230,142
Argentina,Buenos Aires,Lincoln,Bayauca,6469020,1.0,1.0,0,230,271
Argentina,Buenos Aires,Lincoln,Bayauca,6469020,15.0,55.0,0,230,271
Argentina,Buenos Aires,Lincoln,Carlos Salas,6469040,3.0,91.0,0,230,393
Argentina,Buenos Aires,Lincoln,Carlos Salas,6469040,4.0,32.0,0,230,393
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,2.0,21.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,3.0,130.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,5.0,120.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,7.0,7.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,10.0,23.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,20.0,2.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,50.0,2.0,0,230,659
Argentina,Buenos Aires,Lincoln,Coronel Martínez De Hoz  (Ap. Kilómetro 322),6469050,100.0,1.0,0,230,659
Argentina,Buenos Aires,Lincoln,El Triunfo,6469060,6.0,10.0,0,230,859
Argentina,Buenos Aires,Lincoln,Las Toscas,6469070,1.0,247.0,0,230,1444
Argentina,Buenos Aires,Lincoln,Las Toscas,6469070,3.0,23.0,0,230,1444
Argentina,Buenos Aires,Lincoln,Las Toscas,6469070,6.0,30.0,0,230,1444
Argentina,Buenos Aires,Lincoln,Las Toscas,6469070,8.0,30.0,0,230,1444
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,0.75,3.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,1.0,1.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,3.5,161.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,5.0,1.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,8.0,1357.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,10.0,18.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,15.0,496.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,20.0,4.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,25.0,29.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,30.0,3.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,50.0,436.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,100.0,4064.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,300.0,3474.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,500.0,56.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Lincoln,6469080,1000.0,2.0,0,230,1465
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,0.0,2.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,0.5,2.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,3.0,389.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,4.0,37.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,5.0,26.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,7.0,6.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Pasteur,6469090,10.0,1.0,0,230,1832
Argentina,Buenos Aires,Lincoln,Roberts,6469100,10.0,614.0,0,230,2057
Argentina,Buenos Aires,Lincoln,Roberts,6469100,20.0,71.0,0,230,2057
Argentina,Buenos Aires,Lincoln,Roberts,6469100,30.0,14.0,0,230,2057
Argentina,Buenos Aires,Lobería,Licenciado Matienzo,6476020,6.0,21.0,0,231,1461
Argentina,Buenos Aires,Lobería,Lobería,6476030,0.0,15.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,0.75,2.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,3.0,279.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,3.5,86.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,4.0,1.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,5.0,144.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,7.0,278.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,8.0,270.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,10.0,592.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,15.0,821.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,25.0,206.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,30.0,1.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,55.0,142.0,0,231,1470
Argentina,Buenos Aires,Lobería,Lobería,6476030,100.0,132.0,0,231,1470
Argentina,Buenos Aires,Lobería,Pieres,6476040,3.0,7.0,0,231,1867
Argentina,Buenos Aires,Lobería,Pieres,6476040,5.0,4.0,0,231,1867
Argentina,Buenos Aires,Lobería,Pieres,6476040,7.0,3.0,0,231,1867
Argentina,Buenos Aires,Lobería,San Manuel,6476050,1.0,5.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,3.0,5.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,6.0,86.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,10.0,35.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,20.0,9.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,30.0,347.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,40.0,6.0,0,231,2213
Argentina,Buenos Aires,Lobería,San Manuel,6476050,50.0,24.0,0,231,2213
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,0.0,2.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,1.0,25.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,3.0,53.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,5.0,84.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,6.0,84.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,7.0,1.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,8.0,5.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,10.0,124.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,20.0,3.0,0,232,133
Argentina,Buenos Aires,Lobos,Antonio Carboni,6483010,50.0,6.0,0,232,133
Argentina,Buenos Aires,Lobos,Elvira,6483020,5.0,55.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,6.0,2.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,7.0,2.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,8.0,2.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,10.0,73.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,20.0,2.0,0,232,871
Argentina,Buenos Aires,Lobos,Elvira,6483020,50.0,2.0,0,232,871
Argentina,Buenos Aires,Lobos,Lobos,6483040,0.0,1.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,0.75,35.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,3.5,273.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,5.0,963.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,6.0,71.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,7.0,87.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,8.0,267.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,10.0,1702.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,15.0,232.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,20.0,69.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,30.0,2.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,40.0,1.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,50.0,651.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,100.0,1077.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,300.0,411.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,500.0,31.0,0,232,1471
Argentina,Buenos Aires,Lobos,Lobos,6483040,1000.0,5.0,0,232,1471
Argentina,Buenos Aires,Lobos,Salvador María,6483050,3.0,87.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,5.0,191.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,6.0,14.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,7.0,13.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,8.0,15.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,10.0,483.0,0,232,2127
Argentina,Buenos Aires,Lobos,Salvador María,6483050,20.0,19.0,0,232,2127
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,0.0,2.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,0.5,10.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,0.512,1.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,0.75,22.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,1.0,24.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,3.0,32.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,3.5,79.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,5.0,33.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,6.0,48.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,8.0,69.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,10.0,1390.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,15.0,154.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,20.0,6.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,25.0,3.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,30.0,9786.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,50.0,1056.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,60.0,1070.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,75.0,35.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,100.0,5502.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,150.0,15929.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,300.0,26550.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,500.0,4077.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Banfield,6490010,1000.0,4513.0,0,233,215
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,0.0,6.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,0.5,5.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,0.75,16.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,1.0,3.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,3.0,4.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,3.5,38.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,5.0,8.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,8.0,18.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,10.0,146.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,15.0,61.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,20.0,1.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,25.0,1.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,30.0,7115.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,50.0,179.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,60.0,68.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,75.0,4.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,100.0,1223.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,102.0,1.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,150.0,1339.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,300.0,3171.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,500.0,428.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Llavallol,6490010,1000.0,399.0,0,233,1469
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,0.0,333.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,0.256,1.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,0.5,13.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,0.512,2.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,0.75,37.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,1.0,283.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,2.0,260.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,3.0,120.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,3.5,143.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,4.0,90.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,5.0,182.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,6.0,804.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,8.0,124.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,10.0,788.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,15.0,301.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,20.0,98.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,25.0,24.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,30.0,11002.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,50.0,2051.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,60.0,301.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,75.0,27.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,100.0,8406.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,150.0,4907.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,300.0,15678.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,500.0,2024.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,600.0,19.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,1000.0,1899.0,0,233,1480
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,0.512,2.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,0.75,6.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,1.0,4.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,2.0,1.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,3.0,12.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,3.5,19.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,5.0,7.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,6.0,37.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,8.0,11.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,10.0,483.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,15.0,14.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,20.0,6.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,25.0,3.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,30.0,9172.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,50.0,810.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,60.0,281.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,75.0,13.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,100.0,4278.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,150.0,4461.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,300.0,11505.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,500.0,1495.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Temperley,6490010,1000.0,1375.0,0,233,2387
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,0.5,4.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,0.75,12.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,3.5,15.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,5.0,2.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,6.0,1.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,8.0,11.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,10.0,47.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,15.0,3.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,25.0,1.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,30.0,6338.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,50.0,102.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,60.0,11.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,75.0,1.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,100.0,615.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,150.0,269.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,300.0,1076.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,500.0,146.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Turdera,6490010,1000.0,103.0,0,233,2450
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,1.0,133.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,6.0,156.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,10.0,11.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,50.0,1.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,150.0,18.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,300.0,15.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,500.0,1.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Centenario,6490010,1000.0,1.0,0,233,2542
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,0.0,1.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,1.0,290.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,6.0,357.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,10.0,25.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,50.0,2.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,60.0,68.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,100.0,4.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,150.0,137.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,300.0,149.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,500.0,21.0,0,233,2588
Argentina,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,1000.0,96.0,0,233,2588
Argentina,Buenos Aires,Luján,Barrio Las Casuarinas,6497060,0.0,92.0,0,239,246
Argentina,Buenos Aires,Luján,Barrio Las Casuarinas,6497060,1.0,17.0,0,239,246
Argentina,Buenos Aires,Luján,Barrio Las Casuarinas,6497060,2.0,8.0,0,239,246
Argentina,Buenos Aires,Luján,Barrio Las Casuarinas,6497060,60.0,48.0,0,239,246
