país,Provincia,Partido,Localidad,link Indec,Velocidad (Mbps),Accesos,Provincia_encoded,Partido_encoded,Localidad_encoded
Argentina,Cordoba,San Justo,Freyre,14140220,0.0,1.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,1.0,87.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,2.0,249.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,2.2,18.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,3.0,246.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,3.3,3.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,5.0,207.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,6.0,76.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,6.4,5.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,8.0,661.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,10.0,89.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,10.1,18.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,10.2,53.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,12.0,6.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,12.3,15.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,15.0,251.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,20.0,13.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,20.5,1.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,25.1,311.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,25.5,13.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,50.1,402.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,50.25,9.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,100.1,1.0,5,356,966
Argentina,Cordoba,San Justo,Freyre,14140220,100.25,16.0,5,356,966
Argentina,Cordoba,San Justo,La Francia,14140230,0.0,60.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,5.0,151.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,6.0,107.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,8.0,1.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,12.0,18.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,15.0,772.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,25.0,77.0,5,356,1286
Argentina,Cordoba,San Justo,La Francia,14140230,50.0,16.0,5,356,1286
Argentina,Cordoba,San Justo,La Paquita,14140240,0.0,3.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,3.0,223.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,4.0,4.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,5.0,55.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,6.0,13.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,7.0,11.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,8.0,1.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,10.0,31.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,12.0,4.0,5,356,1312
Argentina,Cordoba,San Justo,La Paquita,14140240,15.0,6.0,5,356,1312
Argentina,Cordoba,San Justo,La Tordilla,14140250,6.0,446.0,5,356,1346
Argentina,Cordoba,San Justo,La Tordilla,14140250,8.0,31.0,5,356,1346
Argentina,Cordoba,San Justo,La Tordilla,14140250,10.0,3.0,5,356,1346
Argentina,Cordoba,San Justo,Las Varas,14140260,10.0,148.0,5,356,1446
Argentina,Cordoba,San Justo,Las Varas,14140260,20.0,9.0,5,356,1446
Argentina,Cordoba,San Justo,Las Varas,14140260,50.0,2.0,5,356,1446
Argentina,Cordoba,San Justo,Las Varillas,14140270,0.5,1.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,1.0,7.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,3.0,33.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,6.0,73.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,10.0,6792.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,15.0,6.0,5,356,1447
Argentina,Cordoba,San Justo,Las Varillas,14140270,20.0,5.0,5,356,1447
Argentina,Cordoba,San Justo,Marull,14140280,0.5,1.0,5,356,1624
Argentina,Cordoba,San Justo,Marull,14140280,10.0,119.0,5,356,1624
Argentina,Cordoba,San Justo,Marull,14140280,20.0,18.0,5,356,1624
Argentina,Cordoba,San Justo,Marull,14140280,50.0,623.0,5,356,1624
Argentina,Cordoba,San Justo,Marull,14140280,75.0,41.0,5,356,1624
Argentina,Cordoba,San Justo,Miramar,14140290,6.0,405.0,5,356,1668
Argentina,Cordoba,San Justo,Miramar,14140290,15.0,600.0,5,356,1668
Argentina,Cordoba,San Justo,Miramar,14140290,30.0,205.0,5,356,1668
Argentina,Cordoba,San Justo,Miramar,14140290,100.0,59.0,5,356,1668
Argentina,Cordoba,San Justo,Morteros,14140300,0.0,432.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,1.0,3.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,2.0,492.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,3.0,3.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,6.0,24.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,10.0,82.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,15.0,12.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,20.0,65.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,60.0,4727.0,5,356,1709
Argentina,Cordoba,San Justo,Morteros,14140300,100.0,839.0,5,356,1709
Argentina,Cordoba,San Justo,Plaza Luxardo,14140310,6.0,6.0,5,356,1894
Argentina,Cordoba,San Justo,Plaza San Francisco,14140320,6.0,9.0,5,356,1896
Argentina,Cordoba,San Justo,Porteña,14140330,0.0,5.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,4.0,402.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,5.0,72.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,25.0,911.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,50.0,295.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,75.0,398.0,5,356,1905
Argentina,Cordoba,San Justo,Porteña,14140330,100.0,180.0,5,356,1905
Argentina,Cordoba,San Justo,Quebracho Herrado,14140340,0.0,24.0,5,356,1990
Argentina,Cordoba,San Justo,Quebracho Herrado,14140340,15.0,20.0,5,356,1990
Argentina,Cordoba,San Justo,Sacanta,14140350,0.5,1.0,5,356,2104
Argentina,Cordoba,San Justo,Sacanta,14140350,6.0,1177.0,5,356,2104
Argentina,Cordoba,San Justo,Sacanta,14140350,10.0,147.0,5,356,2104
Argentina,Cordoba,San Justo,Sacanta,14140350,20.0,69.0,5,356,2104
Argentina,Cordoba,San Justo,Sacanta,14140350,40.0,12.0,5,356,2104
Argentina,Cordoba,San Justo,San Francisco,14140360,0.0,815.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,0.75,1.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,1.0,134.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,2.0,1.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,3.0,255.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,3.5,2.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,5.0,2.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,6.0,837.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,8.0,2.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,10.0,807.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,15.0,313.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,20.0,57.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,30.0,9.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,50.0,1385.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,100.0,8284.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,300.0,4896.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,500.0,304.0,5,356,2164
Argentina,Cordoba,San Justo,San Francisco,14140360,1000.0,132.0,5,356,2164
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,0.5,1.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,1.0,254.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,3.0,374.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,6.0,102.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,10.0,21.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,15.0,21.0,5,356,2302
Argentina,Cordoba,San Justo,Saturnino María Laspiur,14140370,20.0,7.0,5,356,2302
Argentina,Cordoba,San Justo,Seeber,14140380,0.0,1.0,5,356,2312
Argentina,Cordoba,San Justo,Seeber,14140380,5.0,60.0,5,356,2312
Argentina,Cordoba,San Justo,Toro Pujio,14140390,6.0,65.0,5,356,2415
Argentina,Cordoba,San Justo,Toro Pujio,14140390,8.0,12.0,5,356,2415
Argentina,Cordoba,San Justo,Transito,Sin Datos,75.0,42.0,5,356,2423
Argentina,Cordoba,San Justo,Transito,Sin Datos,100.0,24.0,5,356,2423
Argentina,Cordoba,San Justo,Tránsito,14140400,3.0,1.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,4.0,24.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,6.0,39.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,8.0,825.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,10.0,177.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,15.0,80.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,20.0,11.0,5,356,2443
Argentina,Cordoba,San Justo,Tránsito,14140400,50.0,68.0,5,356,2443
Argentina,Cordoba,San Justo,Villa Concepción Del Tío,14140420,6.0,112.0,5,356,2550
Argentina,Cordoba,San Justo,Villa Concepción Del Tío,14140420,12.0,380.0,5,356,2550
Argentina,Cordoba,San Justo,Villa Concepción Del Tío,14140420,25.0,13.0,5,356,2550
Argentina,Cordoba,San Justo,Villa Concepción Del Tío,14140420,50.0,11.0,5,356,2550
Argentina,Cordoba,San Justo,Villa Del Tránsito,14140430,8.0,38.0,5,356,2570
Argentina,Cordoba,San Justo,Villa Del Tránsito,14140430,10.0,7.0,5,356,2570
Argentina,Cordoba,San Justo,Villa Del Tránsito,14140430,15.0,6.0,5,356,2570
Argentina,Cordoba,San Justo,Villa San Esteban,14140440,6.0,25.0,5,356,2694
Argentina,Cordoba,San Justo,Villa San Esteban,14140440,10.0,6.0,5,356,2694
Argentina,Cordoba,Santa María,Alta Gracia,14147010,0.0,2.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,1.0,14.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,2.0,145.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,3.0,245.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,5.0,36.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,6.0,249.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,7.0,22.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,10.0,504.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,12.0,1009.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,15.0,37.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,20.0,791.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,30.0,35.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,50.0,629.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,100.0,6214.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,300.0,6819.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,500.0,420.0,5,371,88
Argentina,Cordoba,Santa María,Alta Gracia,14147010,1000.0,87.0,5,371,88
Argentina,Cordoba,Santa María,Anisacate,14147020,2.0,53.0,5,371,129
Argentina,Cordoba,Santa María,Anisacate,14147020,3.0,54.0,5,371,129
Argentina,Cordoba,Santa María,Anisacate,14147020,6.0,8.0,5,371,129
Argentina,Cordoba,Santa María,Anisacate,14147020,10.0,57.0,5,371,129
Argentina,Cordoba,Santa María,Anisacate,14147020,15.0,1.0,5,371,129
Argentina,Cordoba,Santa María,Anisacate,14147020,20.0,2.0,5,371,129
Argentina,Cordoba,Santa María,Campos Del Virrey,14147055,20.0,35.0,5,371,364
Argentina,Cordoba,Santa María,Despeñaderos,14147080,0.0,11.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,1.0,12.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,2.0,53.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,3.0,1.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,4.0,27.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,5.0,943.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,10.0,1064.0,5,371,722
Argentina,Cordoba,Santa María,Despeñaderos,14147080,100.0,1.0,5,371,722
Argentina,Cordoba,Santa María,José De La Quintana,14147115,1.0,6.0,5,371,1204
Argentina,Cordoba,Santa María,José De La Quintana,14147115,2.0,5.0,5,371,1204
Argentina,Cordoba,Santa María,La Cumbrecita,14147280,10.0,5.0,5,371,1276
Argentina,Cordoba,Santa María,La Donosa,14147280,2.0,18.0,5,371,1277
Argentina,Cordoba,Santa María,La Donosa,14147280,3.0,56.0,5,371,1277
Argentina,Cordoba,Santa María,La Paisanita,14147150,6.0,3.0,5,371,1310
Argentina,Cordoba,Santa María,La Paisanita,14147150,10.0,21.0,5,371,1310
Argentina,Cordoba,Santa María,La Paisanita,14147150,15.0,4.0,5,371,1310
Argentina,Cordoba,Santa María,La Paisanita,14147150,20.0,3.0,5,371,1310
Argentina,Cordoba,Santa María,Malagueño,14147210,1.0,2.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,3.0,59.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,4.0,6.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,5.0,6.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,6.0,696.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,7.0,45.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,8.0,17.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,9.0,13.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,10.0,131.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,11.0,25.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,15.0,7.0,5,371,1584
Argentina,Cordoba,Santa María,Malagueño,14147210,20.0,4.0,5,371,1584
Argentina,Cordoba,Santa María,Potrero De Garay,14147230,6.0,252.0,5,371,1912
Argentina,Cordoba,Santa María,Potrero De Garay,14147230,10.0,936.0,5,371,1912
Argentina,Cordoba,Santa María,Potrero De Garay,14147230,20.0,50.0,5,371,1912
Argentina,Cordoba,Santa María,Potrero De Garay,14147230,30.0,1.0,5,371,1912
Argentina,Cordoba,Santa María,Potrero De Garay,14147230,200.0,1.0,5,371,1912
Argentina,Cordoba,Santa María,San Nicolás,14147260,10.0,3.0,5,371,2226
Argentina,Cordoba,Santa María,San Nicolás,14147260,15.0,1.0,5,371,2226
Argentina,Cordoba,Santa María,Toledo,14147280,3.0,332.0,5,371,2407
Argentina,Cordoba,Santa María,Toledo,14147280,5.0,332.0,5,371,2407
Argentina,Cordoba,Santa María,Toledo,14147280,10.0,18.0,5,371,2407
Argentina,Cordoba,Santa María,Toledo,14147280,15.0,1.0,5,371,2407
Argentina,Cordoba,Santa María,Valle De Anisacate,14147300,2.0,12.0,5,371,2476
Argentina,Cordoba,Santa María,Valle De Anisacate,14147300,3.0,50.0,5,371,2476
Argentina,Cordoba,Santa María,Villa Ciudad De América (Loteo Diego De Rojas),14147310,6.0,59.0,5,371,2546
Argentina,Cordoba,Santa María,Villa Ciudad De América (Loteo Diego De Rojas),14147310,10.0,416.0,5,371,2546
Argentina,Cordoba,Santa María,Villa Ciudad De América (Loteo Diego De Rojas),14147310,20.0,16.0,5,371,2546
Argentina,Cordoba,Santa María,Villa Del Prado,14147320,2.0,11.0,5,371,2567
Argentina,Cordoba,Santa María,Villa Del Prado,14147320,3.0,38.0,5,371,2567
Argentina,Cordoba,Santa María,Villa La Bolsa,14147330,2.0,18.0,5,371,2624
Argentina,Cordoba,Santa María,Villa La Bolsa,14147330,3.0,35.0,5,371,2624
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,2.0,21.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,3.0,41.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,6.0,5.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,10.0,83.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,15.0,2.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Los Aromos,14147340,20.0,1.0,5,371,2639
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,1.0,1.0,5,371,2670
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,3.0,6.0,5,371,2670
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,6.0,20.0,5,371,2670
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,10.0,148.0,5,371,2670
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,15.0,25.0,5,371,2670
Argentina,Cordoba,Santa María,Villa Parque Santa Ana,14147350,20.0,3.0,5,371,2670
Argentina,Cordoba,Santa María,Villa San Isidro - José De La Quintana,14147360,1.0,1.0,5,371,2696
Argentina,Cordoba,Santa María,Villa San Isidro - José De La Quintana,14147360,3.0,50.0,5,371,2696
Argentina,Cordoba,Sobremonte,Caminiaga,14154010,10.0,1.0,5,380,348
Argentina,Cordoba,Sobremonte,San Francisco Del Chañar,14154050,0.0,1.0,5,380,2169
Argentina,Cordoba,Sobremonte,San Francisco Del Chañar,14154050,0.5,1.0,5,380,2169
Argentina,Cordoba,Sobremonte,San Francisco Del Chañar,14154050,20.0,2.0,5,380,2169
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,1.0,7.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,3.0,33.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,4.0,217.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,5.0,2.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,6.0,171.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,10.0,1561.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,15.0,1315.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,20.0,19.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,25.0,129.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,30.0,2.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,40.0,9.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,50.0,229.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Almafuerte,14161010,100.0,46.0,5,391,84
Argentina,Cordoba,Tercero Arriba,Colonia Almada,14161020,30.0,1.0,5,391,555
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,0.0,267.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,0.5,1.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,6.0,42.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,10.0,19.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,20.0,22.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,30.0,93.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,50.0,3.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,100.0,3.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Corralito,14161030,200.0,2.0,5,391,670
Argentina,Cordoba,Tercero Arriba,Dalmacio Vélez,14161040,6.0,428.0,5,391,708
Argentina,Cordoba,Tercero Arriba,Dalmacio Vélez,14161040,8.0,3.0,5,391,708
Argentina,Cordoba,Tercero Arriba,Dalmacio Vélez,14161040,12.0,27.0,5,391,708
Argentina,Cordoba,Tercero Arriba,Dalmacio Vélez,14161040,20.0,2.0,5,391,708
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,2.0,1.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,4.0,26.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,6.0,9.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,8.0,6.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,10.0,21.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,General Fotheringham,14161050,15.0,1.0,5,391,1003
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,0.0,3.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,1.0,2.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,3.0,4.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,6.0,2472.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,10.0,692.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,15.0,54.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,20.0,51.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,Hernando,14161060,50.0,3.0,5,391,1108
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,0.0,1.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,1.0,2.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,4.0,444.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,5.0,457.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,6.0,126.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,10.0,284.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,15.0,62.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,20.0,30.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,James Craik,14161070,30.0,24.0,5,391,1186
Argentina,Cordoba,Tercero Arriba,Las Isletillas,14161080,6.0,8.0,5,391,1413
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,0.5,1.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,3.0,2.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,6.0,36.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,10.0,879.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,15.0,18.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Las Perdices,14161090,20.0,8.0,5,391,1431
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,0.0,1.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,1.0,4.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,3.0,4.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,6.0,168.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,10.0,1769.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,15.0,444.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,20.0,74.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,25.0,1015.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,30.0,54.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,35.0,50.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,50.0,22.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,60.0,6.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Oliva,14161110,100.0,1.0,5,391,1765
Argentina,Cordoba,Tercero Arriba,Pampayasta Norte,14161120,10.0,1.0,5,391,1802
Argentina,Cordoba,Tercero Arriba,Pampayasta Sur,14161130,0.5,1.0,5,391,1803
Argentina,Cordoba,Tercero Arriba,Pampayasta Sur,14161130,20.0,3.0,5,391,1803
Argentina,Cordoba,Tercero Arriba,Punta Del Agua,14161140,50.0,1.0,5,391,1984
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,0.512,1.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,1.0,10.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,3.0,14.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,6.0,334.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,10.0,710.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,15.0,3.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,20.0,122.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,30.0,7.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,50.0,839.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,100.0,5705.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,200.0,11000.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,300.0,2383.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,500.0,118.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Río Tercero,14161150,1000.0,42.0,5,391,2101
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,0.5,1.0,5,391,2371
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,2.0,1.0,5,391,2371
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,6.0,27.0,5,391,2371
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,8.0,1264.0,5,391,2371
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,10.0,190.0,5,391,2371
Argentina,Cordoba,Tercero Arriba,Tancacha,14161160,15.0,7.0,5,391,2371
