Tecnologia,Localidad,Accesos
ADSL,San Guillermo,887.0
ADSL,San Ignacio,324.0
ADSL,San Isidro,437.0
ADSL,San Isidro (Est. Los Angacos),1.0
ADSL,San Jerónimo Norte,114.0
ADSL,San Jerónimo Sud,102.0
ADSL,San Jorge,1352.0
ADSL,San Jose,2.0
ADSL,San José,833.0
ADSL,San José de Metán,706.0
ADSL,San José de la Dormida,79.0
ADSL,San José de la Esquina,49.0
ADSL,San José del Rincón,749.0
ADSL,San Juan,4776.0
ADSL,San Justo,312.0
ADSL,San Lorenzo,748.0
ADSL,San Luis,1769.0
ADSL,San Marcos,96.0
ADSL,San Martín,1.0
ADSL,San Martín de las Escobas,795.0
ADSL,San Martín de los Andes,5088.0
ADSL,San Miguel,296.0
ADSL,San Miguel de Tucumán (Est. Tucumán),18967.0
ADSL,San Miguel del Monte  (Est. Monte),563.0
ADSL,San Nicolás,4.0
ADSL,San Nicolás de los Arroyos,4105.0
ADSL,San Pedro,1133.0
ADSL,San Pedro (Est. San Pedro de Jujuy),2148.0
ADSL,San Rafael,2538.0
ADSL,San Ramón de la Nueva Orán,2603.0
ADSL,San Roque,80.0
ADSL,San Salvador,298.0
ADSL,San Salvador de Jujuy (Est. Jujuy),3263.0
ADSL,San Sebastián,3.0
ADSL,San Vicente,1165.0
ADSL,Sancti Spiritu,185.0
ADSL,Sanford,12.0
ADSL,Santa Ana,97.0
ADSL,Santa Catalina (Est. Holmberg),338.0
ADSL,Santa Clara,75.0
ADSL,Santa Clara de Saguier,12.0
ADSL,Santa Clara del Mar,1617.0
ADSL,Santa Elena,1060.0
ADSL,Santa Fe,8973.0
ADSL,Santa Isabel,97.0
ADSL,Santa Lucía,1855.0
ADSL,Santa María,926.0
ADSL,Santa María de Punilla,505.0
ADSL,Santa Rosa,1492.0
ADSL,Santa Rosa de Calamuchita,526.0
ADSL,Santa Rosa de Calchines,50.0
ADSL,Santa Rosa de Río Primero,348.0
ADSL,Santa Rosa del Conlara,142.0
ADSL,Santa Teresa,8.0
ADSL,Santa Teresita - Mar del Tuyú,2327.0
ADSL,Santa Victoria Este,14.0
ADSL,Santiago Temple,60.0
ADSL,Santiago del Estero,2262.0
ADSL,Santo Pipó,164.0
ADSL,Santo Tomé,707.0
ADSL,Santos Lugares,73.0
ADSL,Sarandí,703.0
ADSL,Sarmiento,1575.0
ADSL,Sastre,184.0
ADSL,Sauce Viejo,524.0
ADSL,Seeber,60.0
ADSL,Seguí,1.0
ADSL,Serodino,171.0
ADSL,Serrezuela,89.0
ADSL,Sierra Grande,322.0
ADSL,Sierra de los Padres,358.0
ADSL,Sierras Bayas,256.0
ADSL,Siete Palmas,16.0
ADSL,Simbol,1.0
ADSL,Sinsacate,8.0
ADSL,Soldini,45.0
ADSL,Solís,46.0
ADSL,Suipacha,219.0
ADSL,Sunchales,685.0
ADSL,Suncho Corral,97.0
ADSL,Tacuarendí (Emb. Kilómetro 421),92.0
ADSL,Tacural,437.0
ADSL,Tafí Viejo,1807.0
ADSL,Tafí del Valle,135.0
ADSL,Tama,6.0
ADSL,Tancacha,1305.0
ADSL,Tandil,797.0
ADSL,Tapiales,233.0
ADSL,Tartagal,1085.0
ADSL,Temperley,10.0
ADSL,Termas de Río Hondo,597.0
ADSL,Tigre,255.0
ADSL,Timbúes,141.0
ADSL,Tinogasta,418.0
ADSL,Toay,219.0
ADSL,Toledo,517.0
ADSL,Tolhuin,251.0
ADSL,Tornquist,110.0
ADSL,Toro Pujio,77.0
ADSL,Torres,99.0
ADSL,Tortugas,118.0
ADSL,Tortuguitas,1040.0
ADSL,Tostado,1328.0
ADSL,Totoras,245.0
ADSL,Tramo 20,1.0
ADSL,Trelew,1493.0
ADSL,Trenel,67.0
ADSL,Trenque Lauquen,2369.0
ADSL,Tres Arroyos,1077.0
ADSL,Tres Isletas,193.0
ADSL,Tres Lagunas,9.0
ADSL,Tres Lomas,62.0
ADSL,Trevelín,425.0
ADSL,Tristán Suarez,34.0
ADSL,Trujui,40.0
ADSL,Tránsito,51.0
ADSL,Tunuyán,199.0
ADSL,Tupungato,358.0
ADSL,Turdera,11.0
ADSL,Tío Pujio,552.0
ADSL,Ubajay,4.0
ADSL,Ucacha,82.0
ADSL,Unquillo,1883.0
ADSL,Uquía (Est. Senador Pérez),3.0
ADSL,Urdinarrain,693.0
ADSL,Uribelarrea,63.0
ADSL,Ushuaia,2881.0
ADSL,Uspallata,26.0
ADSL,Valentín Alsina,63.0
ADSL,Valle Hermoso,217.0
ADSL,Vaqueros,116.0
ADSL,Vedia,814.0
ADSL,Venado Tuerto,770.0
ADSL,Vera (Est. Gobernador Vera),186.0
ADSL,Vera y Pintado (Est. Guaraníes),12.0
ADSL,Verónica,178.0
ADSL,Viale,682.0
ADSL,Viamonte,17.0
ADSL,Vicente Casares,175.0
ADSL,Vicente López,127.0
ADSL,Vichigasta,26.0
ADSL,Victoria,2381.0
ADSL,Vicuña Mackenna,2120.0
ADSL,Videla,106.0
ADSL,Viedma,1899.0
ADSL,Vila,419.0
ADSL,Vilelas,1.0
ADSL,Villa  Eduardo Madero,50.0
ADSL,Villa  Elisa,416.0
ADSL,Villa  de Trancas,83.0
ADSL,Villa Aberastain - La Rinconada,451.0
ADSL,Villa Adelina,160.0
ADSL,Villa Alfredo Fortabat,110.0
ADSL,Villa Allende,1.0
ADSL,Villa Alsina  (Est. Alsina),91.0
ADSL,Villa Amelia,172.0
ADSL,Villa Angela,581.0
ADSL,Villa Atamisqui,1.0
ADSL,Villa Ballester,390.0
ADSL,Villa Berna,32.0
ADSL,Villa Bosch (Est. Juan Maria Bosch),33.0
ADSL,Villa Carlos Paz,1567.0
ADSL,Villa Carmela,520.0
ADSL,Villa Catedral,131.0
ADSL,Villa Cañás,291.0
ADSL,Villa Cerro Azul,75.0
ADSL,Villa Clara,54.0
ADSL,Villa Constitución,980.0
ADSL,Villa De Mayo,20.0
ADSL,Villa Dolores,215.0
ADSL,Villa Domínico,15.0
ADSL,Villa El Fachinal - Parque Norte - Guiñazú Norte,252.0
ADSL,Villa Elisa,185.0
ADSL,Villa Eloísa,563.0
ADSL,Villa España,1.0
ADSL,Villa Gesell,4684.0
ADSL,Villa Giardino,366.0
ADSL,Villa Gobernador Gálvez,9067.0
ADSL,Villa Gobernador Udaondo,10.0
ADSL,Villa Guillermina,163.0
ADSL,Villa José León Suarez,395.0
ADSL,Villa La Angostura,1121.0
ADSL,Villa La Florida,2.0
ADSL,Villa Lago Meliquina,20.0
ADSL,Villa Libertador San Martín,416.0
ADSL,Villa Llao Llao,191.0
ADSL,Villa Los Aromos,92.0
ADSL,Villa Los Llanos - Juárez Celman,193.0
ADSL,Villa Luzuriaga,4.0
ADSL,Villa Lynch,47.0
ADSL,Villa Lía,165.0
ADSL,Villa Mantero,32.0
ADSL,Villa Martelli,240.0
ADSL,Villa María,1576.0
ADSL,Villa Mercedes,934.0
ADSL,Villa Nueva,398.0
ADSL,Villa Ocampo,2009.0
ADSL,Villa Parque Santa Ana,203.0
ADSL,Villa Pehuenia,3.0
ADSL,Villa Quinteros,10.0
ADSL,Villa Raffo,39.0
ADSL,Villa Ramallo,506.0
ADSL,Villa Regina,753.0
ADSL,Villa Rosa,322.0
ADSL,Villa Río Bermejito,3.0
ADSL,Villa San Andrés,147.0
ADSL,Villa San Lorenzo,143.0
ADSL,Villa Santa Cruz del Lago,214.0
ADSL,Villa Santa Rosa,3.0
ADSL,Villa Santos Tesei,15.0
ADSL,Villa Sarmiento,9.0
ADSL,Villa Urquiza,1.0
ADSL,Villa Valeria,234.0
ADSL,Villa Vatteone,4.0
ADSL,Villa Ventana,475.0
ADSL,Villa de Soto,326.0
ADSL,Villa del Dique,555.0
ADSL,Villa del Rosario,72.0
ADSL,Villa del Totoral,306.0
ADSL,Villada,62.0
ADSL,Villaguay,853.0
ADSL,Villalonga,101.0
ADSL,Virrey Del Pino,4526.0
ADSL,Virreyes,88.0
ADSL,Vista Alegre Norte,176.0
ADSL,Vista Alegre Sur,120.0
ADSL,Viña,50.0
ADSL,Wanda,612.0
ADSL,Warnes,135.0
ADSL,Wenceslao Escalante,17.0
ADSL,Wilde,329.0
ADSL,Yacimientos Río Turbio,274.0
ADSL,Yerba Buena - Marcos Paz,129.0
ADSL,Zapala,2732.0
ADSL,Zavalla,124.0
ADSL,Zelaya,4.0
ADSL,Zona Aeropuerto Internacional Ezeiza,2.0
ADSL,Zárate,533.0
ADSL,colonia la plata,23.0
ADSL,la rotonda,30.0
ADSL,ruta del sol,89.0
ADSL,Álvarez,3.0
ADSL,Árraga,1.0
CABLEMODEM,11 De Septiembre,1288.0
CABLEMODEM,20 De Junio,744.0
CABLEMODEM,25 de Mayo,4679.0
CABLEMODEM,30 de Agosto,184.0
CABLEMODEM,9 De Abril,6784.0
CABLEMODEM,9 de Julio,3463.0
CABLEMODEM,Abasto,633.0
CABLEMODEM,Acassuso,4345.0
CABLEMODEM,Acebal,989.0
CABLEMODEM,Acevedo,149.0
CABLEMODEM,Adelia María,2816.0
CABLEMODEM,Adolfo Van Praet,6.0
CABLEMODEM,Adrogué,9190.0
CABLEMODEM,Aguaray,433.0
CABLEMODEM,Aimogasta,2031.0
CABLEMODEM,Alcorta,1338.0
CABLEMODEM,Aldao,524.0
CABLEMODEM,Aldea San Antonio,188.0
CABLEMODEM,Alderetes,7.0
CABLEMODEM,Aldo Bonzi,2688.0
CABLEMODEM,Alejandro Korn,3021.0
CABLEMODEM,Alejandro Petión,905.0
CABLEMODEM,Alicia,325.0
CABLEMODEM,Almafuerte,2528.0
CABLEMODEM,Alta Gracia,1350.0
CABLEMODEM,Alto Alegre,155.0
CABLEMODEM,Aluminé,860.0
CABLEMODEM,Alvear,3283.0
CABLEMODEM,Aminga,158.0
CABLEMODEM,América,928.0
CABLEMODEM,Angel Etcheverry,719.0
CABLEMODEM,Anguil,138.0
CABLEMODEM,Anillaco,453.0
CABLEMODEM,Anjullón,44.0
CABLEMODEM,Apóstoles,3510.0
CABLEMODEM,Aranguren,322.0
CABLEMODEM,Arequito,2241.0
CABLEMODEM,Aristóbulo del Valle,1194.0
CABLEMODEM,Arminda,86.0
CABLEMODEM,Arocena,202.0
CABLEMODEM,Arrecifes,1294.0
CABLEMODEM,Arribeños,401.0
CABLEMODEM,Arroyito,4077.0
CABLEMODEM,Arroyo Cabral,393.0
CABLEMODEM,Arroyo Leyes,1115.0
CABLEMODEM,Arroyo Los Patos,40.0
CABLEMODEM,Arroyo Seco,4012.0
CABLEMODEM,Arrufo,166.0
CABLEMODEM,Arteaga,868.0
CABLEMODEM,Arturo Segui,249.0
CABLEMODEM,Ascensión,395.0
CABLEMODEM,Ataliva,10.0
CABLEMODEM,Avellaneda,8387.0
CABLEMODEM,Avellaneda (Est. Ewald),3.0
CABLEMODEM,Azara,10.0
CABLEMODEM,Azul,15053.0
CABLEMODEM,Añatuya,744.0
CABLEMODEM,Añelo,3.0
CABLEMODEM,Bahía Blanca,103297.0
CABLEMODEM,Balcarce,11898.0
CABLEMODEM,Banda del Río Salí,13.0
CABLEMODEM,Bandera,429.0
CABLEMODEM,Banfield,60152.0
CABLEMODEM,Baradero,7532.0
CABLEMODEM,Barranqueras,3683.0
CABLEMODEM,Basail,67.0
CABLEMODEM,Beccar,14270.0
CABLEMODEM,Bell Ville,8701.0
CABLEMODEM,Bella Italia,316.0
CABLEMODEM,Bella Vista,4320.0
CABLEMODEM,Benavídez,8790.0
CABLEMODEM,Berazategui,15969.0
CABLEMODEM,Berazategui Oeste,143.0
CABLEMODEM,Berisso,14608.0
CABLEMODEM,Bernal,20856.0
CABLEMODEM,Bernal Oeste,3865.0
CABLEMODEM,Berrotarán,1868.0
CABLEMODEM,Bigand,1255.0
CABLEMODEM,Billinghurst,1059.0
CABLEMODEM,Bombal,117.0
CABLEMODEM,Bosques,6276.0
CABLEMODEM,Boulogne Sur Mer,16441.0
CABLEMODEM,Bowen,68.0
CABLEMODEM,Bragado,2810.0
CABLEMODEM,Burzaco,15962.0
CABLEMODEM,Cabildo,193.0
CABLEMODEM,Calchín,985.0
CABLEMODEM,Caleufú,350.0
CABLEMODEM,Calilegua,500.0
CABLEMODEM,Campana,18599.0
CABLEMODEM,Campo Los Andes,55.0
CABLEMODEM,Campo Ramón,324.0
CABLEMODEM,Candelaria,1.0
CABLEMODEM,Canning,6013.0
CABLEMODEM,Capilla del Carmen,153.0
CABLEMODEM,Capilla del Monte,457.0
CABLEMODEM,Capioví,554.0
CABLEMODEM,Capitán Bermúdez,1257.0
CABLEMODEM,Capitán Sarmiento,4215.0
CABLEMODEM,Carapachay,4700.0
CABLEMODEM,Carcarañá,1.0
CABLEMODEM,Carlos Casares,3.0
CABLEMODEM,Carlos Pellegrini,997.0
CABLEMODEM,Carlos Spegazzini,4104.0
CABLEMODEM,Carlos Tejedor,1263.0
CABLEMODEM,Carlos Tomás Sourigues,1291.0
CABLEMODEM,Carmen de Areco,1705.0
CABLEMODEM,Carpinteria,10.0
CABLEMODEM,Carreras,1.0
CABLEMODEM,Carrilobo,570.0
CABLEMODEM,Carrizales (Est. Clarke),17.0
CABLEMODEM,Casas,11.0
CABLEMODEM,Caseros,25183.0
CABLEMODEM,Casilda,2191.0
CABLEMODEM,Castelar,18447.0
CABLEMODEM,Castellanos,1.0
CABLEMODEM,Castelli,1109.0
CABLEMODEM,Catriló,541.0
CABLEMODEM,Cañada Rosquín,1518.0
CABLEMODEM,Cañada de Gómez,7885.0
CABLEMODEM,Cañuelas,4963.0
CABLEMODEM,Centenario,2295.0
CABLEMODEM,Centro Agrícola El Pato,2262.0
CABLEMODEM,Ceres,1939.0
CABLEMODEM,Cerrillos,2820.0
CABLEMODEM,Cerrito,950.0
CABLEMODEM,Cerro Azul,314.0
CABLEMODEM,Cerro Cóndor,1.0
CABLEMODEM,Cerro de Oro,14.0
CABLEMODEM,Cervantes,1.0
CABLEMODEM,Chacabuco,10031.0
CABLEMODEM,Chajarí,5927.0
CABLEMODEM,Chamical,2963.0
CABLEMODEM,Chapuy,1.0
CABLEMODEM,Chascomús,7983.0
CABLEMODEM,Chazón,426.0
CABLEMODEM,Chañar Ladeado,522.0
CABLEMODEM,Chepes,2312.0
CABLEMODEM,Chilecito,4490.0
CABLEMODEM,Chivilcoy,8973.0
CABLEMODEM,Choele Choel,447.0
CABLEMODEM,Chovet,1.0
CABLEMODEM,Chuquis,39.0
CABLEMODEM,Churruca,937.0
CABLEMODEM,Cipolletti,20259.0
CABLEMODEM,City Bell,12501.0
CABLEMODEM,Ciudad Autónoma de Buenos Aires,1144781.0
CABLEMODEM,Ciudad Del Libertador General San Martin,28537.0
CABLEMODEM,Ciudad Evita,10311.0
CABLEMODEM,Ciudad Jardin El Libertador,5.0
CABLEMODEM,Ciudad Jardín Lomas del Palomar,5589.0
CABLEMODEM,Ciudadela,11638.0
CABLEMODEM,Claypole,7379.0
CABLEMODEM,Clorinda,15.0
CABLEMODEM,Colonia Alpina,50.0
CABLEMODEM,Colonia Anguinán,161.0
CABLEMODEM,Colonia Belgrano,86.0
CABLEMODEM,Colonia Bismarck,7.0
CABLEMODEM,Colonia Caroya,567.0
CABLEMODEM,Colonia Dora,10.0
CABLEMODEM,Colonia Italiana,158.0
CABLEMODEM,Colonia Juliá y Echarren,11.0
CABLEMODEM,Colonia Liebig's,276.0
CABLEMODEM,Colonia Margarita,13.0
CABLEMODEM,Colonia Santa Rosa,293.0
CABLEMODEM,Colón,6712.0
CABLEMODEM,Comandante Luis Piedrabuena,440.0
CABLEMODEM,Comodoro Rivadavia,17343.0
CABLEMODEM,Concepción,18.0
CABLEMODEM,Concepción de la Sierra,458.0
CABLEMODEM,Concepción del Uruguay,9449.0
CABLEMODEM,Concordia,5730.0
CABLEMODEM,Coronda,0.0
CABLEMODEM,Coronel Brandsen,420.0
CABLEMODEM,Coronel Dorrego,1428.0
CABLEMODEM,Coronel Du Graty,73.0
CABLEMODEM,Coronel Pringles  (Est. Pringles),2056.0
CABLEMODEM,Coronel Rodolfo S. Domínguez,318.0
CABLEMODEM,Coronel Suárez,3097.0
CABLEMODEM,Coronel Vidal,1607.0
CABLEMODEM,Corral de Bustos,4298.0
CABLEMODEM,Correa,991.0
CABLEMODEM,Corrientes,67719.0
CABLEMODEM,Cosquín,5599.0
CABLEMODEM,Crespo,4873.0
CABLEMODEM,Crucesita,4728.0
CABLEMODEM,Cruz del Eje,1733.0
CABLEMODEM,Cuartel V,1710.0
CABLEMODEM,Córdoba,201121.0
CABLEMODEM,Darregueira,946.0
CABLEMODEM,Del Viso,4180.0
CABLEMODEM,Deán Funes,1253.0
CABLEMODEM,Diamante,1130.0
CABLEMODEM,Dique Luján,2535.0
CABLEMODEM,Doblas,296.0
CABLEMODEM,Dock Sud,606.0
CABLEMODEM,Dolores,11056.0
CABLEMODEM,Domselaar,1253.0
CABLEMODEM,Don Bosco,2966.0
CABLEMODEM,Don Orione,5391.0
CABLEMODEM,Don Torcuato Este,12320.0
CABLEMODEM,Eduardo Castex,1341.0
CABLEMODEM,El Arañado,479.0
CABLEMODEM,El Bolsón,266.0
CABLEMODEM,El Carmen,267.0
CABLEMODEM,El Carril,198.0
CABLEMODEM,El Cazador,942.0
CABLEMODEM,El Fortín,441.0
CABLEMODEM,El Fuertecito,98.0
CABLEMODEM,El Jagüel,5382.0
CABLEMODEM,El Libertador,3023.0
CABLEMODEM,El Manantial,3.0
CABLEMODEM,El Palomar,9774.0
CABLEMODEM,El Pantanillo,6.0
CABLEMODEM,El Quebrachal,1178.0
CABLEMODEM,El Rabón,65.0
CABLEMODEM,El Talar,6873.0
CABLEMODEM,El Trébol,1539.0
CABLEMODEM,El Tío,705.0
CABLEMODEM,El Volcán,28.0
CABLEMODEM,Elortondo,1290.0
CABLEMODEM,Embarcación,1299.0
CABLEMODEM,Empedrado,300.0
CABLEMODEM,Ensenada,11851.0
CABLEMODEM,Esmeralda,82.0
CABLEMODEM,Esperanza,9858.0
CABLEMODEM,Esquel,1711.0
CABLEMODEM,Esquina,1247.0
CABLEMODEM,Estación Clucellas,179.0
CABLEMODEM,Estación Saguier,11.0
CABLEMODEM,Estanislao Severo Zeballos,2015.0
CABLEMODEM,Etruria,1.0
CABLEMODEM,Ezpeleta,12410.0
CABLEMODEM,Ezpeleta Oeste,1481.0
CABLEMODEM,Famatina,202.0
CABLEMODEM,Ferré,152.0
CABLEMODEM,Firmat,1285.0
CABLEMODEM,Florencia,136.0
CABLEMODEM,Florencio Varela,14429.0
CABLEMODEM,Florida,11716.0
CABLEMODEM,Florida Oeste,5575.0
CABLEMODEM,Formosa,18580.0
CABLEMODEM,Fraile Pintado,23.0
CABLEMODEM,Francisco Alvarez,5315.0
CABLEMODEM,Fray Luis Beltrán,25.0
CABLEMODEM,Freyre,1700.0
CABLEMODEM,Frías,4.0
CABLEMODEM,Funes,6183.0
CABLEMODEM,Fátima,311.0
CABLEMODEM,Gaona,458.0
CABLEMODEM,Garuhapé,779.0
CABLEMODEM,Garupá,692.0
CABLEMODEM,Garín,9904.0
CABLEMODEM,General Acha,2915.0
CABLEMODEM,General Alvear,3543.0
CABLEMODEM,General Arenales,863.0
CABLEMODEM,General Belgrano,1916.0
CABLEMODEM,General Conesa,227.0
CABLEMODEM,General Daniel Cerri  (Est. General Cerri),1678.0
CABLEMODEM,General Deheza,1328.0
CABLEMODEM,General José de San Martín,315.0
CABLEMODEM,General Juan Madariaga,486.0
CABLEMODEM,General Las Heras  (Est. Las Heras),2222.0
CABLEMODEM,General Lavalle,358.0
CABLEMODEM,General Levalle,2509.0
CABLEMODEM,General Mansilla  (Est. Bartolomé Bavio),544.0
CABLEMODEM,General Pacheco,11181.0
CABLEMODEM,General Pico,1.0
CABLEMODEM,General Ramírez,2419.0
CABLEMODEM,General Roca,17178.0
CABLEMODEM,General Rodríguez,13887.0
CABLEMODEM,General Villegas  (Est. Villegas),6.0
CABLEMODEM,Gerli,11255.0
CABLEMODEM,Gilbert,63.0
CABLEMODEM,Glew,8794.0
CABLEMODEM,Gobernador Crespo,1110.0
CABLEMODEM,Gobernador Julio A. Costa,6218.0
CABLEMODEM,Godoy Cruz,13.0
CABLEMODEM,Gonzalez Catán,27707.0
CABLEMODEM,Goudge,1.0
CABLEMODEM,Goya,13235.0
CABLEMODEM,Granadero Baigorria,3169.0
CABLEMODEM,Grand Bourg,6901.0
CABLEMODEM,Gregorio De Laferrere,25947.0
CABLEMODEM,Gualeguay,4256.0
CABLEMODEM,Gualeguaychú,13017.0
CABLEMODEM,Guandacol,379.0
CABLEMODEM,Guardia Escolta,4.0
CABLEMODEM,Guatraché,239.0
CABLEMODEM,Guaymallén,2080.0
CABLEMODEM,Guernica,11448.0
CABLEMODEM,Guerrero,94.0
CABLEMODEM,Guerrico,61.0
CABLEMODEM,Guillermo E. Hudson,5749.0
CABLEMODEM,Gödeken,531.0
CABLEMODEM,Haedo,9791.0
CABLEMODEM,Hasenkamp,848.0
CABLEMODEM,Helvecia,440.0
CABLEMODEM,Hermoso Campo,28.0
CABLEMODEM,Hernandarias,366.0
CABLEMODEM,Hernando,3031.0
CABLEMODEM,Herrera,3.0
CABLEMODEM,Hersilia,210.0
CABLEMODEM,Hipólito Yrigoyen,423.0
CABLEMODEM,Huerta Grande,29.0
CABLEMODEM,Humberto Primo,50.0
CABLEMODEM,Hurlingham,15846.0
CABLEMODEM,Ibarlucea,785.0
CABLEMODEM,Ibicuy,742.0
CABLEMODEM,Icaño,3.0
CABLEMODEM,Ingeniero Adolfo Sourdeaux,3622.0
CABLEMODEM,Ingeniero Juan Allan,5278.0
CABLEMODEM,Ingeniero Maschwitz,4162.0
CABLEMODEM,Ingeniero Pablo Nogués,3148.0
CABLEMODEM,Intendente Alvear,613.0
CABLEMODEM,Irala,2.0
CABLEMODEM,Irigoyen,99.0
CABLEMODEM,Isidro Casanova,20984.0
CABLEMODEM,Isla Verde,262.0
CABLEMODEM,Itacaruaré,95.0
CABLEMODEM,Ituzaingó Centro,26577.0
CABLEMODEM,Itá Ibaté,1.0
CABLEMODEM,James Craik,689.0
CABLEMODEM,Jesús María,3840.0
CABLEMODEM,Joaquin Gorina,828.0
CABLEMODEM,Joaquín V. González,4754.0
CABLEMODEM,Jose Hernandez,30.0
CABLEMODEM,Jose Ingenieros,2027.0
CABLEMODEM,Jose Melchor Romero,903.0
CABLEMODEM,Jose Mármol,7243.0
CABLEMODEM,Josefina,77.0
CABLEMODEM,José C Paz,27960.0
CABLEMODEM,José Maria Ezeiza,12201.0
CABLEMODEM,José María Jáuregui (Est. Jáuregui),1098.0
CABLEMODEM,Juan A. Pradere,84.0
CABLEMODEM,Juan Bautista Alberdi  (Est. Alberdi),457.0
CABLEMODEM,Juan María Gutierrez,1904.0
CABLEMODEM,Junín,18381.0
CABLEMODEM,Junín de los Andes,1956.0
CABLEMODEM,La Adela,371.0
CABLEMODEM,La Almona,5.0
CABLEMODEM,La Banda,5.0
CABLEMODEM,La Calera,7681.0
CABLEMODEM,La Clotilde,32.0
CABLEMODEM,La Corita,12.0
CABLEMODEM,La Criolla (Est. Cañadita),342.0
CABLEMODEM,La Escondida,311.0
CABLEMODEM,La Falda,5661.0
CABLEMODEM,La Lonja,1592.0
CABLEMODEM,La Lucila,3386.0
CABLEMODEM,La Maruja,150.0
CABLEMODEM,La Para,1167.0
CABLEMODEM,La Paz,2304.0
CABLEMODEM,La Plata,135844.0
CABLEMODEM,La Punta,1306.0
CABLEMODEM,La Reja,5787.0
CABLEMODEM,La Rioja,36593.0
CABLEMODEM,La Rubia,31.0
CABLEMODEM,La Tablada,14196.0
CABLEMODEM,La Trinidad,15.0
CABLEMODEM,La Unión,7955.0
CABLEMODEM,La Verde,142.0
CABLEMODEM,Laboulaye,7071.0
CABLEMODEM,Lamarque,1583.0
CABLEMODEM,Landeta,217.0
CABLEMODEM,Lanús Este,26218.0
CABLEMODEM,Lanús Oeste,11441.0
CABLEMODEM,Lapachito,90.0
CABLEMODEM,Laprida,22.0
CABLEMODEM,Las Bandurrias,8.0
CABLEMODEM,Las Heras,12.0
CABLEMODEM,Las Higueras,720.0
CABLEMODEM,Las Lajitas,648.0
CABLEMODEM,Las Rosas,2040.0
CABLEMODEM,Las Talas,1.0
CABLEMODEM,Las Toninas,1076.0
CABLEMODEM,Las Toscas,1045.0
CABLEMODEM,Leandro N. Alem,3700.0
CABLEMODEM,Lehmann,342.0
CABLEMODEM,Leones,2757.0
CABLEMODEM,León,504.0
CABLEMODEM,Libertad,12097.0
CABLEMODEM,Libertador General San Martín (Est. Ledesma),6065.0
CABLEMODEM,Lincoln,9227.0
CABLEMODEM,Lisandro Olmos,2829.0
CABLEMODEM,Llavallol,6966.0
CABLEMODEM,Lobos,6.0
CABLEMODEM,Loma Hermosa,6074.0
CABLEMODEM,Lomas De Zamora,34847.0
CABLEMODEM,Lomas Del Mirador,11626.0
CABLEMODEM,Lomas del Río Luján (Est. Río Luján),55.0
CABLEMODEM,Loncopué,972.0
CABLEMODEM,Longchamps,8913.0
CABLEMODEM,Lonquimay,278.0
CABLEMODEM,Los Cardales,7649.0
CABLEMODEM,Los Cardos,236.0
CABLEMODEM,Los Conquistadores,131.0
CABLEMODEM,Los Hornos,3360.0
CABLEMODEM,Los Juríes,153.0
CABLEMODEM,Los Molinos,556.0
CABLEMODEM,Los Nogales,44.0
CABLEMODEM,Los Polvorines,6667.0
CABLEMODEM,Los Robles,1.0
CABLEMODEM,Los Sarmientos,157.0
CABLEMODEM,Los Sauces,20.0
CABLEMODEM,Los Troncos Del Talar,6118.0
CABLEMODEM,Los Zapallos,67.0
CABLEMODEM,Lucila Del Mar,943.0
CABLEMODEM,Lucio V. López,5.0
CABLEMODEM,Lugones,2.0
CABLEMODEM,Luis Beltrán,622.0
CABLEMODEM,Luis Guillón,7329.0
CABLEMODEM,Luis Palacios (Est. La Salada),552.0
CABLEMODEM,Luján de Cuyo,2.0
CABLEMODEM,Lules,13.0
CABLEMODEM,Luque,4.0
CABLEMODEM,López (Est. San Martín de Tours),332.0
CABLEMODEM,Machagai,432.0
CABLEMODEM,Maciel,782.0
CABLEMODEM,Maciá,209.0
CABLEMODEM,Maipú,9.0
CABLEMODEM,Makallé,502.0
CABLEMODEM,Malabrigo,924.0
CABLEMODEM,Malargüe,1613.0
CABLEMODEM,Malvinas Argentinas,5749.0
CABLEMODEM,Manuel Alberti,1935.0
CABLEMODEM,Manuel B Gonnet,12006.0
CABLEMODEM,Manuel J. Cobo  (Est. Lezama),2000.0
CABLEMODEM,Manzanares,992.0
CABLEMODEM,Maquinista F. Savio (este),5151.0
CABLEMODEM,Mar de Ajó - San Bernardo,4326.0
CABLEMODEM,Mar del Plata,112045.0
CABLEMODEM,Marcelino Escalada,57.0
CABLEMODEM,Marcos Juárez,11130.0
CABLEMODEM,Marcos Paz,8750.0
CABLEMODEM,Margarita,740.0
CABLEMODEM,Mariano Acosta,7957.0
CABLEMODEM,Martín Coronado,5339.0
CABLEMODEM,Martínez,19534.0
CABLEMODEM,María Grande,1486.0
CABLEMODEM,María Teresa,1042.0
CABLEMODEM,Matheu,2652.0
CABLEMODEM,Mayu Sumaj,151.0
CABLEMODEM,Mechita (Est. Mecha),8.0
CABLEMODEM,Mendiolaza,3206.0
CABLEMODEM,Mendoza,55838.0
CABLEMODEM,Mercedes,1797.0
CABLEMODEM,Merlo,38416.0
CABLEMODEM,Miguel Torres,1.0
CABLEMODEM,Milagro,813.0
CABLEMODEM,Mina Clavero,302.0
CABLEMODEM,Ministro Rivadavia,3544.0
CABLEMODEM,Miramar,2788.0
CABLEMODEM,Moisés Ville,352.0
CABLEMODEM,Monte Chingolo,10177.0
CABLEMODEM,Monte Grande,26259.0
CABLEMODEM,Monte Maíz,1776.0
