Año,Trimestre,Provincia,Accesos por cada 100 hab,Trimestre_Label
2023-01-01,3,BUENOS AIRES,27.5,Q3
2023-01-01,3,BUENOS AIRES,47.6,Q3
2023-01-01,3,CATAMARCA,17.44,Q3
2023-01-01,3,CHACO,11.46,Q3
2023-01-01,3,CHUBUT,25.82,Q3
2023-01-01,3,CÓRDOBA,27.57,Q3
2023-01-01,3,CORRIENTES,13.9,Q3
2023-01-01,3,ENTRE RÍOS,20.58,Q3
2023-01-01,3,FORMOSA,9.89,Q3
2023-01-01,3,JUJUY,14.73,Q3
2023-01-01,3,LA PAMPA,32.62,Q3
2023-01-01,3,LA RIOJA,21.41,Q3
2023-01-01,3,MENDOZA,14.52,Q3
2023-01-01,3,MISIONES,15.12,Q3
2023-01-01,3,NEUQUÉN,23.8,Q3
2023-01-01,3,RÍO NEGRO,21.04,Q3
2023-01-01,3,SALTA,13.94,Q3
2023-01-01,3,SAN JUAN,12.85,Q3
2023-01-01,3,SAN LUIS,28.2,Q3
2023-01-01,3,SANTA CRUZ,12.17,Q3
2023-01-01,3,SANTA FE,24.87,Q3
2023-01-01,3,SANTIAGO DEL ESTERO,12.08,Q3
2023-01-01,3,TIERRA DEL FUEGO,31.41,Q3
2023-01-01,3,TUCUMÁN,15.17,Q3
2023-01-01,2,BUENOS AIRES,27.1,Q2
2023-01-01,2,BUENOS AIRES,47.27,Q2
2023-01-01,2,CATAMARCA,17.15,Q2
2023-01-01,2,CHACO,11.46,Q2
2023-01-01,2,CHUBUT,25.28,Q2
2023-01-01,2,CÓRDOBA,27.59,Q2
2023-01-01,2,CORRIENTES,13.79,Q2
2023-01-01,2,ENTRE RÍOS,19.26,Q2
2023-01-01,2,FORMOSA,9.75,Q2
2023-01-01,2,JUJUY,14.78,Q2
2023-01-01,2,LA PAMPA,32.4,Q2
2023-01-01,2,LA RIOJA,21.3,Q2
2023-01-01,2,MENDOZA,14.54,Q2
2023-01-01,2,MISIONES,15.03,Q2
2023-01-01,2,NEUQUÉN,23.5,Q2
2023-01-01,2,RÍO NEGRO,21.09,Q2
2023-01-01,2,SALTA,13.92,Q2
2023-01-01,2,SAN JUAN,12.1,Q2
2023-01-01,2,SAN LUIS,26.73,Q2
2023-01-01,2,SANTA CRUZ,12.39,Q2
2023-01-01,2,SANTA FE,24.79,Q2
2023-01-01,2,SANTIAGO DEL ESTERO,11.7,Q2
2023-01-01,2,TIERRA DEL FUEGO,31.54,Q2
2023-01-01,2,TUCUMÁN,15.05,Q2
2023-01-01,1,BUENOS AIRES,26.81,Q1
2023-01-01,1,BUENOS AIRES,50.23,Q1
2023-01-01,1,CATAMARCA,16.83,Q1
2023-01-01,1,CHACO,11.53,Q1
2023-01-01,1,CHUBUT,26.32,Q1
2023-01-01,1,CÓRDOBA,27.2,Q1
2023-01-01,1,CORRIENTES,13.71,Q1
2023-01-01,1,ENTRE RÍOS,19.37,Q1
2023-01-01,1,FORMOSA,9.87,Q1
2023-01-01,1,JUJUY,14.88,Q1
2023-01-01,1,LA PAMPA,31.81,Q1
2023-01-01,1,LA RIOJA,21.23,Q1
2023-01-01,1,MENDOZA,14.34,Q1
2023-01-01,1,MISIONES,14.7,Q1
2023-01-01,1,NEUQUÉN,23.38,Q1
2023-01-01,1,RÍO NEGRO,21.27,Q1
2023-01-01,1,SALTA,13.97,Q1
2023-01-01,1,SAN JUAN,12.67,Q1
2023-01-01,1,SAN LUIS,25.8,Q1
2023-01-01,1,SANTA CRUZ,12.92,Q1
2023-01-01,1,SANTA FE,24.57,Q1
2023-01-01,1,SANTIAGO DEL ESTERO,11.8,Q1
2023-01-01,1,TIERRA DEL FUEGO,30.9,Q1
2023-01-01,1,TUCUMÁN,14.95,Q1
