Año,Trimestre,Provincia,Mbps (Media de bajada),Trimestre_Label
2024-01-01,2,BUENOS AIRES,157.41,Q2
2024-01-01,2,BUENOS AIRES,233.01,Q2
2024-01-01,2,CATAMARCA,97.38,Q2
2024-01-01,2,CHACO,107.76,Q2
2024-01-01,2,CHUBUT,21.67,Q2
2024-01-01,2,CÓRDOBA,117.39,Q2
2024-01-01,2,CORRIENTES,104.26,Q2
2024-01-01,2,ENTRE RÍOS,100.98,Q2
2024-01-01,2,FORMOSA,82.66,Q2
2024-01-01,2,JUJUY,49.87,Q2
2024-01-01,2,LA PAMPA,28.73,Q2
2024-01-01,2,LA RIOJA,64.24,Q2
2024-01-01,2,MENDOZA,55.32,Q2
2024-01-01,2,MISIONES,96.15,Q2
2024-01-01,2,NEUQUÉN,97.04,Q2
2024-01-01,2,RÍO NEGRO,75.05,Q2
2024-01-01,2,SALTA,87.03,Q2
2024-01-01,2,SAN JUAN,32.17,Q2
2024-01-01,2,SAN LUIS,181.61,Q2
2024-01-01,2,SANTA CRUZ,29.89,Q2
2024-01-01,2,SANTA FE,102.51,Q2
2024-01-01,2,SANTIAGO DEL ESTERO,48.95,Q2
2024-01-01,2,TIERRA DEL FUEGO,22.09,Q2
2024-01-01,2,TUCUMÁN,108.93,Q2
2024-01-01,1,BUENOS AIRES,159.13,Q1
2024-01-01,1,BUENOS AIRES,229.94,Q1
2024-01-01,1,CATAMARCA,91.45,Q1
2024-01-01,1,CHACO,107.51,Q1
2024-01-01,1,CHUBUT,20.5,Q1
2024-01-01,1,CÓRDOBA,114.89,Q1
2024-01-01,1,CORRIENTES,102.49,Q1
2024-01-01,1,ENTRE RÍOS,101.36,Q1
2024-01-01,1,FORMOSA,83.8,Q1
2024-01-01,1,JUJUY,47.52,Q1
2024-01-01,1,LA PAMPA,26.55,Q1
2024-01-01,1,LA RIOJA,63.71,Q1
2024-01-01,1,MENDOZA,51.85,Q1
2024-01-01,1,MISIONES,94.98,Q1
2024-01-01,1,NEUQUÉN,98.16,Q1
2024-01-01,1,RÍO NEGRO,75.0,Q1
2024-01-01,1,SALTA,84.34,Q1
2024-01-01,1,SAN JUAN,30.58,Q1
2024-01-01,1,SAN LUIS,179.49,Q1
2024-01-01,1,SANTA CRUZ,31.6,Q1
2024-01-01,1,SANTA FE,100.2,Q1
2024-01-01,1,SANTIAGO DEL ESTERO,44.9,Q1
2024-01-01,1,TIERRA DEL FUEGO,21.54,Q1
2024-01-01,1,TUCUMÁN,103.36,Q1
2023-01-01,4,BUENOS AIRES,158.49,Q4
2023-01-01,4,BUENOS AIRES,234.44,Q4
2023-01-01,4,CATAMARCA,89.4,Q4
2023-01-01,4,CHACO,107.14,Q4
2023-01-01,4,CHUBUT,20.29,Q4
2023-01-01,4,CÓRDOBA,114.03,Q4
2023-01-01,4,CORRIENTES,100.9,Q4
2023-01-01,4,ENTRE RÍOS,101.18,Q4
2023-01-01,4,FORMOSA,83.35,Q4
2023-01-01,4,JUJUY,46.2,Q4
2023-01-01,4,LA PAMPA,25.61,Q4
2023-01-01,4,LA RIOJA,64.18,Q4
2023-01-01,4,MENDOZA,49.46,Q4
2023-01-01,4,MISIONES,93.65,Q4
2023-01-01,4,NEUQUÉN,99.63,Q4
2023-01-01,4,RÍO NEGRO,74.37,Q4
2023-01-01,4,SALTA,83.04,Q4
2023-01-01,4,SAN JUAN,24.78,Q4
2023-01-01,4,SAN LUIS,174.59,Q4
2023-01-01,4,SANTA CRUZ,36.77,Q4
2023-01-01,4,SANTA FE,99.81,Q4
2023-01-01,4,SANTIAGO DEL ESTERO,44.22,Q4
2023-01-01,4,TIERRA DEL FUEGO,17.92,Q4
2023-01-01,4,TUCUMÁN,101.55,Q4
2023-01-01,3,BUENOS AIRES,146.84,Q3
2023-01-01,3,BUENOS AIRES,218.13,Q3
2023-01-01,3,CATAMARCA,87.9,Q3
2023-01-01,3,CHACO,107.5,Q3
2023-01-01,3,CHUBUT,19.26,Q3
2023-01-01,3,CÓRDOBA,111.5,Q3
2023-01-01,3,CORRIENTES,99.64,Q3
2023-01-01,3,ENTRE RÍOS,96.26,Q3
2023-01-01,3,FORMOSA,80.29,Q3
2023-01-01,3,JUJUY,44.55,Q3
2023-01-01,3,LA PAMPA,24.21,Q3
2023-01-01,3,LA RIOJA,63.84,Q3
2023-01-01,3,MENDOZA,46.96,Q3
2023-01-01,3,MISIONES,91.49,Q3
2023-01-01,3,NEUQUÉN,96.57,Q3
2023-01-01,3,RÍO NEGRO,70.93,Q3
2023-01-01,3,SALTA,80.8,Q3
2023-01-01,3,SAN JUAN,24.45,Q3
2023-01-01,3,SAN LUIS,104.97,Q3
2023-01-01,3,SANTA CRUZ,15.67,Q3
2023-01-01,3,SANTA FE,97.39,Q3
2023-01-01,3,SANTIAGO DEL ESTERO,41.46,Q3
2023-01-01,3,TIERRA DEL FUEGO,17.17,Q3
2023-01-01,3,TUCUMÁN,98.85,Q3
2023-01-01,2,BUENOS AIRES,138.35,Q2
2023-01-01,2,BUENOS AIRES,208.01,Q2
2023-01-01,2,CATAMARCA,86.13,Q2
2023-01-01,2,CHACO,105.45,Q2
2023-01-01,2,CHUBUT,18.58,Q2
2023-01-01,2,CÓRDOBA,111.82,Q2
2023-01-01,2,CORRIENTES,97.21,Q2
2023-01-01,2,ENTRE RÍOS,89.37,Q2
2023-01-01,2,FORMOSA,77.32,Q2
2023-01-01,2,JUJUY,43.56,Q2
2023-01-01,2,LA PAMPA,22.78,Q2
2023-01-01,2,LA RIOJA,63.55,Q2
2023-01-01,2,MENDOZA,42.69,Q2
2023-01-01,2,MISIONES,90.55,Q2
2023-01-01,2,NEUQUÉN,93.97,Q2
2023-01-01,2,RÍO NEGRO,70.76,Q2
2023-01-01,2,SALTA,79.1,Q2
2023-01-01,2,SAN JUAN,20.39,Q2
2023-01-01,2,SAN LUIS,103.84,Q2
2023-01-01,2,SANTA CRUZ,15.48,Q2
2023-01-01,2,SANTA FE,94.87,Q2
2023-01-01,2,SANTIAGO DEL ESTERO,37.62,Q2
2023-01-01,2,TIERRA DEL FUEGO,16.92,Q2
2023-01-01,2,TUCUMÁN,96.69,Q2
2023-01-01,1,BUENOS AIRES,116.18,Q1
2023-01-01,1,BUENOS AIRES,188.65,Q1
2023-01-01,1,CATAMARCA,87.41,Q1
2023-01-01,1,CHACO,104.33,Q1
2023-01-01,1,CHUBUT,18.36,Q1
2023-01-01,1,CÓRDOBA,109.57,Q1
2023-01-01,1,CORRIENTES,94.8,Q1
2023-01-01,1,ENTRE RÍOS,86.71,Q1
2023-01-01,1,FORMOSA,73.96,Q1
2023-01-01,1,JUJUY,42.75,Q1
2023-01-01,1,LA PAMPA,20.09,Q1
2023-01-01,1,LA RIOJA,63.13,Q1
2023-01-01,1,MENDOZA,41.45,Q1
2023-01-01,1,MISIONES,89.81,Q1
2023-01-01,1,NEUQUÉN,93.42,Q1
2023-01-01,1,RÍO NEGRO,74.4,Q1
2023-01-01,1,SALTA,76.85,Q1
2023-01-01,1,SAN JUAN,18.7,Q1
2023-01-01,1,SAN LUIS,55.85,Q1
2023-01-01,1,SANTA CRUZ,14.98,Q1
2023-01-01,1,SANTA FE,92.22,Q1
2023-01-01,1,SANTIAGO DEL ESTERO,36.27,Q1
2023-01-01,1,TIERRA DEL FUEGO,14.58,Q1
2023-01-01,1,TUCUMÁN,95.79,Q1
2022-01-01,4,BUENOS AIRES,111.0,Q4
2022-01-01,4,BUENOS AIRES,182.86,Q4
2022-01-01,4,CATAMARCA,83.33,Q4
2022-01-01,4,CHACO,104.02,Q4
2022-01-01,4,CHUBUT,15.92,Q4
2022-01-01,4,CÓRDOBA,108.77,Q4
2022-01-01,4,CORRIENTES,94.72,Q4
2022-01-01,4,ENTRE RÍOS,87.47,Q4
2022-01-01,4,FORMOSA,72.03,Q4
2022-01-01,4,JUJUY,39.32,Q4
2022-01-01,4,LA PAMPA,19.1,Q4
2022-01-01,4,LA RIOJA,61.0,Q4
2022-01-01,4,MENDOZA,38.76,Q4
2022-01-01,4,MISIONES,91.24,Q4
2022-01-01,4,NEUQUÉN,95.37,Q4
2022-01-01,4,RÍO NEGRO,75.31,Q4
2022-01-01,4,SALTA,75.93,Q4
2022-01-01,4,SAN JUAN,16.39,Q4
2022-01-01,4,SAN LUIS,30.67,Q4
2022-01-01,4,SANTA CRUZ,14.33,Q4
2022-01-01,4,SANTA FE,90.3,Q4
2022-01-01,4,SANTIAGO DEL ESTERO,34.4,Q4
2022-01-01,4,TIERRA DEL FUEGO,13.48,Q4
2022-01-01,4,TUCUMÁN,88.33,Q4
2022-01-01,3,BUENOS AIRES,70.19,Q3
2022-01-01,3,BUENOS AIRES,101.05,Q3
2022-01-01,3,CATAMARCA,60.99,Q3
2022-01-01,3,CHACO,53.21,Q3
2022-01-01,3,CHUBUT,15.57,Q3
2022-01-01,3,CÓRDOBA,56.32,Q3
2022-01-01,3,CORRIENTES,45.07,Q3
2022-01-01,3,ENTRE RÍOS,42.49,Q3
2022-01-01,3,FORMOSA,30.35,Q3
2022-01-01,3,JUJUY,32.43,Q3
2022-01-01,3,LA PAMPA,18.1,Q3
2022-01-01,3,LA RIOJA,44.3,Q3
2022-01-01,3,MENDOZA,34.16,Q3
2022-01-01,3,MISIONES,49.3,Q3
2022-01-01,3,NEUQUÉN,47.81,Q3
2022-01-01,3,RÍO NEGRO,34.13,Q3
2022-01-01,3,SALTA,41.33,Q3
2022-01-01,3,SAN JUAN,15.84,Q3
2022-01-01,3,SAN LUIS,19.33,Q3
2022-01-01,3,SANTA CRUZ,12.6,Q3
2022-01-01,3,SANTA FE,45.15,Q3
2022-01-01,3,SANTIAGO DEL ESTERO,17.69,Q3
2022-01-01,3,TIERRA DEL FUEGO,11.01,Q3
2022-01-01,3,TUCUMÁN,53.36,Q3
2022-01-01,2,BUENOS AIRES,65.5,Q2
2022-01-01,2,BUENOS AIRES,93.97,Q2
2022-01-01,2,CATAMARCA,56.56,Q2
2022-01-01,2,CHACO,50.61,Q2
2022-01-01,2,CHUBUT,14.91,Q2
2022-01-01,2,CÓRDOBA,53.51,Q2
2022-01-01,2,CORRIENTES,43.31,Q2
2022-01-01,2,ENTRE RÍOS,40.03,Q2
2022-01-01,2,FORMOSA,28.47,Q2
2022-01-01,2,JUJUY,29.39,Q2
2022-01-01,2,LA PAMPA,16.07,Q2
2022-01-01,2,LA RIOJA,43.28,Q2
2022-01-01,2,MENDOZA,29.72,Q2
2022-01-01,2,MISIONES,46.23,Q2
2022-01-01,2,NEUQUÉN,46.53,Q2
2022-01-01,2,RÍO NEGRO,33.26,Q2
2022-01-01,2,SALTA,38.77,Q2
2022-01-01,2,SAN JUAN,14.44,Q2
2022-01-01,2,SAN LUIS,19.32,Q2
2022-01-01,2,SANTA CRUZ,11.81,Q2
2022-01-01,2,SANTA FE,42.01,Q2
2022-01-01,2,SANTIAGO DEL ESTERO,16.34,Q2
2022-01-01,2,TIERRA DEL FUEGO,10.97,Q2
2022-01-01,2,TUCUMÁN,50.09,Q2
2022-01-01,1,BUENOS AIRES,62.51,Q1
2022-01-01,1,BUENOS AIRES,88.22,Q1
2022-01-01,1,CATAMARCA,51.22,Q1
2022-01-01,1,CHACO,45.84,Q1
2022-01-01,1,CHUBUT,13.4,Q1
2022-01-01,1,CÓRDOBA,49.89,Q1
2022-01-01,1,CORRIENTES,38.11,Q1
2022-01-01,1,ENTRE RÍOS,35.59,Q1
2022-01-01,1,FORMOSA,30.28,Q1
2022-01-01,1,JUJUY,27.69,Q1
2022-01-01,1,LA PAMPA,14.84,Q1
2022-01-01,1,LA RIOJA,41.37,Q1
2022-01-01,1,MENDOZA,26.2,Q1
2022-01-01,1,MISIONES,41.87,Q1
2022-01-01,1,NEUQUÉN,43.05,Q1
2022-01-01,1,RÍO NEGRO,31.09,Q1
2022-01-01,1,SALTA,36.71,Q1
2022-01-01,1,SAN JUAN,11.99,Q1
2022-01-01,1,SAN LUIS,20.95,Q1
2022-01-01,1,SANTA CRUZ,10.89,Q1
2022-01-01,1,SANTA FE,38.89,Q1
2022-01-01,1,SANTIAGO DEL ESTERO,14.5,Q1
2022-01-01,1,TIERRA DEL FUEGO,10.73,Q1
2022-01-01,1,TUCUMÁN,47.24,Q1
2021-01-01,4,BUENOS AIRES,60.2091238315554,Q4
2021-01-01,4,BUENOS AIRES,82.9499549654225,Q4
2021-01-01,4,CATAMARCA,46.3800577589391,Q4
2021-01-01,4,CHACO,42.3426375146886,Q4
2021-01-01,4,CHUBUT,9.08266063855547,Q4
2021-01-01,4,CÓRDOBA,46.3609074579921,Q4
2021-01-01,4,CORRIENTES,35.772659194287,Q4
2021-01-01,4,ENTRE RÍOS,33.3171258416746,Q4
2021-01-01,4,FORMOSA,28.7576489476942,Q4
2021-01-01,4,JUJUY,27.1443430384171,Q4
2021-01-01,4,LA PAMPA,13.8538828428544,Q4
2021-01-01,4,LA RIOJA,39.69594513668,Q4
2021-01-01,4,MENDOZA,22.2315834010052,Q4
2021-01-01,4,MISIONES,38.9033492509076,Q4
2021-01-01,4,NEUQUÉN,40.0925301111676,Q4
2021-01-01,4,RÍO NEGRO,27.2031704548921,Q4
2021-01-01,4,SALTA,33.9406397449852,Q4
2021-01-01,4,SAN JUAN,11.0527493081578,Q4
2021-01-01,4,SAN LUIS,20.9097244480146,Q4
2021-01-01,4,SANTA CRUZ,8.99065098447755,Q4
2021-01-01,4,SANTA FE,36.0240238372751,Q4
2021-01-01,4,SANTIAGO DEL ESTERO,13.8408868495151,Q4
2021-01-01,4,TIERRA DEL FUEGO,10.6967049440505,Q4
2021-01-01,4,TUCUMÁN,45.1481224333995,Q4
2021-01-01,3,BUENOS AIRES,56.2575509246959,Q3
2021-01-01,3,BUENOS AIRES,77.7120710690731,Q3
2021-01-01,3,CATAMARCA,43.4333359976317,Q3
2021-01-01,3,CHACO,39.1131358092076,Q3
2021-01-01,3,CHUBUT,8.1768603631366,Q3
2021-01-01,3,CÓRDOBA,41.927787245662,Q3
2021-01-01,3,CORRIENTES,32.1689008278583,Q3
2021-01-01,3,ENTRE RÍOS,29.6012318794928,Q3
2021-01-01,3,FORMOSA,26.6894267849467,Q3
2021-01-01,3,JUJUY,25.9807025202975,Q3
2021-01-01,3,LA PAMPA,12.9916150724036,Q3
2021-01-01,3,LA RIOJA,38.8679518544504,Q3
2021-01-01,3,MENDOZA,13.3651561731845,Q3
2021-01-01,3,MISIONES,30.878718314265,Q3
2021-01-01,3,NEUQUÉN,38.3422231542874,Q3
2021-01-01,3,RÍO NEGRO,25.4000651971487,Q3
2021-01-01,3,SALTA,31.2096818570388,Q3
2021-01-01,3,SAN JUAN,7.04130082039497,Q3
2021-01-01,3,SAN LUIS,21.6987070711638,Q3
2021-01-01,3,SANTA CRUZ,7.69232694181298,Q3
2021-01-01,3,SANTA FE,33.1322962473813,Q3
2021-01-01,3,SANTIAGO DEL ESTERO,13.3527235335196,Q3
2021-01-01,3,TIERRA DEL FUEGO,9.52,Q3
2021-01-01,3,TUCUMÁN,42.1011853057148,Q3
2021-01-01,2,BUENOS AIRES,52.7554293700371,Q2
2021-01-01,2,BUENOS AIRES,72.7467500323148,Q2
2021-01-01,2,CATAMARCA,42.1850637677911,Q2
2021-01-01,2,CHACO,37.3969095962221,Q2
2021-01-01,2,CHUBUT,7.67690621713348,Q2
2021-01-01,2,CÓRDOBA,39.5901164899479,Q2
2021-01-01,2,CORRIENTES,30.3680548020057,Q2
2021-01-01,2,ENTRE RÍOS,27.6189730620356,Q2
2021-01-01,2,FORMOSA,23.9663045280676,Q2
2021-01-01,2,JUJUY,25.8124778568622,Q2
2021-01-01,2,LA PAMPA,12.2792237380482,Q2
2021-01-01,2,LA RIOJA,38.5348943830077,Q2
2021-01-01,2,MENDOZA,13.465987205003,Q2
2021-01-01,2,MISIONES,28.6822217353969,Q2
2021-01-01,2,NEUQUÉN,36.1097214584669,Q2
2021-01-01,2,RÍO NEGRO,23.7484466814427,Q2
2021-01-01,2,SALTA,29.2393542207424,Q2
2021-01-01,2,SAN JUAN,6.99316260162602,Q2
2021-01-01,2,SAN LUIS,21.6618899896392,Q2
2021-01-01,2,SANTA CRUZ,7.6296670052024,Q2
2021-01-01,2,SANTA FE,30.7018831645519,Q2
2021-01-01,2,SANTIAGO DEL ESTERO,12.7187978386833,Q2
2021-01-01,2,TIERRA DEL FUEGO,8.59192142648348,Q2
2021-01-01,2,TUCUMÁN,40.3099203285136,Q2
2021-01-01,1,BUENOS AIRES,50.7856560850651,Q1
2021-01-01,1,BUENOS AIRES,68.290268867969,Q1
2021-01-01,1,CATAMARCA,39.9665262396528,Q1
2021-01-01,1,CHACO,33.6262012999863,Q1
2021-01-01,1,CHUBUT,7.5315274091442,Q1
2021-01-01,1,CÓRDOBA,36.1687993284376,Q1
2021-01-01,1,CORRIENTES,25.9851713597201,Q1
2021-01-01,1,ENTRE RÍOS,23.8713343731836,Q1
2021-01-01,1,FORMOSA,20.9803275069752,Q1
2021-01-01,1,JUJUY,26.777362312404,Q1
2021-01-01,1,LA PAMPA,10.7285119295318,Q1
2021-01-01,1,LA RIOJA,12.6975547321819,Q1
2021-01-01,1,MENDOZA,12.5993612452542,Q1
2021-01-01,1,MISIONES,25.0768261260814,Q1
2021-01-01,1,NEUQUÉN,34.2385026475364,Q1
2021-01-01,1,RÍO NEGRO,21.923906760831,Q1
2021-01-01,1,SALTA,27.3188406940498,Q1
2021-01-01,1,SAN JUAN,6.91008999538207,Q1
2021-01-01,1,SAN LUIS,21.5943798047108,Q1
2021-01-01,1,SANTA CRUZ,7.50153184753176,Q1
2021-01-01,1,SANTA FE,28.1306300731529,Q1
2021-01-01,1,SANTIAGO DEL ESTERO,11.5841745164981,Q1
2021-01-01,1,TIERRA DEL FUEGO,8.7347523962779,Q1
2021-01-01,1,TUCUMÁN,37.9796195819083,Q1
2020-01-01,4,BUENOS AIRES,50.0083808396358,Q4
2020-01-01,4,BUENOS AIRES,67.3251367687937,Q4
2020-01-01,4,CATAMARCA,37.6500877273544,Q4
2020-01-01,4,CHACO,32.452046764181,Q4
2020-01-01,4,CHUBUT,7.38308762641474,Q4
2020-01-01,4,CÓRDOBA,35.1206012418839,Q4
2020-01-01,4,CORRIENTES,25.4467008966306,Q4
2020-01-01,4,ENTRE RÍOS,24.0532782530605,Q4
2020-01-01,4,FORMOSA,19.6983490087788,Q4
2020-01-01,4,JUJUY,25.2063932841615,Q4
2020-01-01,4,LA PAMPA,9.87560517086093,Q4
2020-01-01,4,LA RIOJA,12.5346559805983,Q4
2020-01-01,4,MENDOZA,11.0931713194572,Q4
2020-01-01,4,MISIONES,24.9566177796804,Q4
2020-01-01,4,NEUQUÉN,33.9078648667739,Q4
2020-01-01,4,RÍO NEGRO,21.63671918985,Q4
2020-01-01,4,SALTA,25.3224396507447,Q4
2020-01-01,4,SAN JUAN,6.41286739795318,Q4
2020-01-01,4,SAN LUIS,21.2529540821891,Q4
2020-01-01,4,SANTA CRUZ,7.49210862811905,Q4
2020-01-01,4,SANTA FE,27.2943524462156,Q4
2020-01-01,4,SANTIAGO DEL ESTERO,11.280765527512,Q4
2020-01-01,4,TIERRA DEL FUEGO,8.48680694933787,Q4
2020-01-01,4,TUCUMÁN,36.442246829153,Q4
2020-01-01,3,BUENOS AIRES,48.3766239081151,Q3
2020-01-01,3,BUENOS AIRES,63.8085202560717,Q3
2020-01-01,3,CATAMARCA,36.5404366073298,Q3
2020-01-01,3,CHACO,30.8027269485642,Q3
2020-01-01,3,CHUBUT,7.40207444184479,Q3
2020-01-01,3,CÓRDOBA,33.5111949741979,Q3
2020-01-01,3,CORRIENTES,23.851523971243,Q3
2020-01-01,3,ENTRE RÍOS,22.4325986462062,Q3
2020-01-01,3,FORMOSA,18.2828320694304,Q3
2020-01-01,3,JUJUY,21.91041968687,Q3
2020-01-01,3,LA PAMPA,10.6976309054021,Q3
2020-01-01,3,LA RIOJA,12.1947037670582,Q3
2020-01-01,3,MENDOZA,10.1874910345956,Q3
2020-01-01,3,MISIONES,24.1417618725215,Q3
2020-01-01,3,NEUQUÉN,31.4609040270338,Q3
2020-01-01,3,RÍO NEGRO,21.0777787032588,Q3
2020-01-01,3,SALTA,25.2611559240277,Q3
2020-01-01,3,SAN JUAN,6.02786479358268,Q3
2020-01-01,3,SAN LUIS,20.8499281337887,Q3
2020-01-01,3,SANTA CRUZ,6.64936371202663,Q3
2020-01-01,3,SANTA FE,25.6909413412681,Q3
2020-01-01,3,SANTIAGO DEL ESTERO,10.8790172706597,Q3
2020-01-01,3,TIERRA DEL FUEGO,8.50667605547561,Q3
2020-01-01,3,TUCUMÁN,34.8358016986155,Q3
2020-01-01,2,BUENOS AIRES,45.6619736321228,Q2
2020-01-01,2,BUENOS AIRES,60.4844973584038,Q2
2020-01-01,2,CATAMARCA,34.9259564285714,Q2
2020-01-01,2,CHACO,27.9522846743643,Q2
2020-01-01,2,CHUBUT,7.60548798455908,Q2
2020-01-01,2,CÓRDOBA,30.9875776371395,Q2
2020-01-01,2,CORRIENTES,22.1503060625758,Q2
2020-01-01,2,ENTRE RÍOS,20.4486211784426,Q2
2020-01-01,2,FORMOSA,16.8702589931144,Q2
2020-01-01,2,JUJUY,15.8640136318626,Q2
2020-01-01,2,LA PAMPA,8.0288622555984,Q2
2020-01-01,2,LA RIOJA,11.6691109619773,Q2
2020-01-01,2,MENDOZA,9.27456273209416,Q2
2020-01-01,2,MISIONES,22.5601226175832,Q2
2020-01-01,2,NEUQUÉN,29.1001476238785,Q2
2020-01-01,2,RÍO NEGRO,19.6795960472832,Q2
2020-01-01,2,SALTA,22.5585361879566,Q2
2020-01-01,2,SAN JUAN,6.30861496319647,Q2
2020-01-01,2,SAN LUIS,21.0206269368907,Q2
2020-01-01,2,SANTA CRUZ,6.59320241817803,Q2
2020-01-01,2,SANTA FE,23.9257916089841,Q2
2020-01-01,2,SANTIAGO DEL ESTERO,10.411619106122,Q2
2020-01-01,2,TIERRA DEL FUEGO,8.12832939545727,Q2
2020-01-01,2,TUCUMÁN,32.704534437188,Q2
2020-01-01,1,BUENOS AIRES,45.1812880737555,Q1
2020-01-01,1,BUENOS AIRES,58.7056829624225,Q1
2020-01-01,1,CATAMARCA,29.1322250129396,Q1
2020-01-01,1,CHACO,25.94204933412169,Q1
2020-01-01,1,CHUBUT,7.1170477818654,Q1
2020-01-01,1,CÓRDOBA,29.3947878350613,Q1
2020-01-01,1,CORRIENTES,20.5389992749433,Q1
2020-01-01,1,ENTRE RÍOS,19.0297653350575,Q1
2020-01-01,1,FORMOSA,15.6973526074151,Q1
2020-01-01,1,JUJUY,14.1449220571547,Q1
2020-01-01,1,LA PAMPA,7.29175772047483,Q1
2020-01-01,1,LA RIOJA,7.96241894715069,Q1
2020-01-01,1,MENDOZA,8.440867710217,Q1
2020-01-01,1,MISIONES,22.1482130684363,Q1
2020-01-01,1,NEUQUÉN,27.7682820789762,Q1
2020-01-01,1,RÍO NEGRO,19.0603005640612,Q1
2020-01-01,1,SALTA,21.4250472439027,Q1
2020-01-01,1,SAN JUAN,6.0369845914841,Q1
2020-01-01,1,SAN LUIS,20.9893797442827,Q1
2020-01-01,1,SANTA CRUZ,6.41717062736403,Q1
2020-01-01,1,SANTA FE,22.4240567700362,Q1
2020-01-01,1,SANTIAGO DEL ESTERO,10.0005390804948,Q1
2020-01-01,1,TIERRA DEL FUEGO,7.41086583769633,Q1
2020-01-01,1,TUCUMÁN,32.2455309430329,Q1
2019-01-01,4,BUENOS AIRES,30.7696941410059,Q4
2019-01-01,4,BUENOS AIRES,44.2031786700859,Q4
2019-01-01,4,CATAMARCA,24.8783076704626,Q4
2019-01-01,4,CHACO,23.3749508001623,Q4
2019-01-01,4,CHUBUT,6.99411352344506,Q4
2019-01-01,4,CÓRDOBA,26.1622806145129,Q4
2019-01-01,4,CORRIENTES,19.2554116079714,Q4
2019-01-01,4,ENTRE RÍOS,17.0075808976571,Q4
2019-01-01,4,FORMOSA,14.5256295515193,Q4
2019-01-01,4,JUJUY,12.9592000428042,Q4
2019-01-01,4,LA PAMPA,6.52615219569304,Q4
2019-01-01,4,LA RIOJA,8.00088036402963,Q4
2019-01-01,4,MENDOZA,7.78520088998709,Q4
2019-01-01,4,MISIONES,20.3203474357427,Q4
2019-01-01,4,NEUQUÉN,26.0198843147829,Q4
2019-01-01,4,RÍO NEGRO,17.176998973856,Q4
2019-01-01,4,SALTA,19.0835730228338,Q4
2019-01-01,4,SAN JUAN,6.04017169846849,Q4
2019-01-01,4,SAN LUIS,20.6903534221431,Q4
2019-01-01,4,SANTA CRUZ,5.20792506406971,Q4
2019-01-01,4,SANTA FE,20.5471970198073,Q4
2019-01-01,4,SANTIAGO DEL ESTERO,9.79220184435585,Q4
2019-01-01,4,TIERRA DEL FUEGO,7.27,Q4
2019-01-01,4,TUCUMÁN,29.8703893243128,Q4
2019-01-01,3,BUENOS AIRES,25.6793801438341,Q3
2019-01-01,3,BUENOS AIRES,38.7141005607114,Q3
2019-01-01,3,CATAMARCA,9.29340742945983,Q3
2019-01-01,3,CHACO,19.9946681226854,Q3
2019-01-01,3,CHUBUT,6.96632358847429,Q3
2019-01-01,3,CÓRDOBA,23.1934023649398,Q3
2019-01-01,3,CORRIENTES,16.6999225509086,Q3
2019-01-01,3,ENTRE RÍOS,14.6951328665006,Q3
2019-01-01,3,FORMOSA,13.223537484062,Q3
2019-01-01,3,JUJUY,11.9682409299243,Q3
2019-01-01,3,LA PAMPA,5.71966646489104,Q3
2019-01-01,3,LA RIOJA,8.00237529691211,Q3
2019-01-01,3,MENDOZA,6.10822854552147,Q3
2019-01-01,3,MISIONES,17.9315224613728,Q3
2019-01-01,3,NEUQUÉN,23.7484151599667,Q3
2019-01-01,3,RÍO NEGRO,15.9837185039992,Q3
2019-01-01,3,SALTA,14.7464652444555,Q3
2019-01-01,3,SAN JUAN,6.0382295086509,Q3
2019-01-01,3,SAN LUIS,19.7438269823496,Q3
2019-01-01,3,SANTA CRUZ,5.01774694095645,Q3
2019-01-01,3,SANTA FE,18.1655296866879,Q3
2019-01-01,3,SANTIAGO DEL ESTERO,9.38941313142636,Q3
2019-01-01,3,TIERRA DEL FUEGO,6.69070138014341,Q3
2019-01-01,3,TUCUMÁN,19.3239947945805,Q3
2019-01-01,2,BUENOS AIRES,22.4800460185574,Q2
2019-01-01,2,BUENOS AIRES,30.346259857092,Q2
2019-01-01,2,CATAMARCA,8.81,Q2
2019-01-01,2,CHACO,16.0102433309966,Q2
2019-01-01,2,CHUBUT,6.05440689354379,Q2
2019-01-01,2,CÓRDOBA,18.4315178319128,Q2
2019-01-01,2,CORRIENTES,13.8330350838162,Q2
2019-01-01,2,ENTRE RÍOS,12.1933578179506,Q2
2019-01-01,2,FORMOSA,10.8366112194808,Q2
2019-01-01,2,JUJUY,12.0733822805073,Q2
2019-01-01,2,LA PAMPA,5.49228832141797,Q2
2019-01-01,2,LA RIOJA,7.89416348600509,Q2
2019-01-01,2,MENDOZA,6.02629690452623,Q2
2019-01-01,2,MISIONES,14.5013025473924,Q2
2019-01-01,2,NEUQUÉN,17.242865250196,Q2
2019-01-01,2,RÍO NEGRO,11.6280502043199,Q2
2019-01-01,2,SALTA,12.5487487506016,Q2
2019-01-01,2,SAN JUAN,6.11852201306904,Q2
2019-01-01,2,SAN LUIS,19.8759728483994,Q2
2019-01-01,2,SANTA CRUZ,6.00804731756081,Q2
2019-01-01,2,SANTA FE,15.0745490588903,Q2
2019-01-01,2,SANTIAGO DEL ESTERO,7.10311288296652,Q2
2019-01-01,2,TIERRA DEL FUEGO,6.34,Q2
2019-01-01,2,TUCUMÁN,18.5293178859203,Q2
2019-01-01,1,BUENOS AIRES,19.6439582242305,Q1
